用户,是否看过,评分,评论时间,有用数,评论
伊谢尔伦的风,看过,推荐,2018-05-12 21:51:14,350,结尾灭霸一个人坐在那里看日落好像小王子哦…………（眼神呆滞地说）
judy,看过,较差,2018-04-26 11:57:20,385,人物過多到每個都只是出來露個臉表示我在。戲份較多的是反派Thanos，但也不覺塑造有到豐滿，連父女情都頗單薄。武戲精彩度也有降...且漫威一直加插笑點的路線，頻頻打斷這部正劇走向的劇情情緒...而所謂3和4實際就上下集關係。至於映前猜測誰死的話題...其實...根本不需煩惱吧...
殇潮|Enigma,看过,还行,2018-04-25 18:50:16,1478,最大的笑话大概是灭霸的眼泪？
木卫二,看过,还行,2018-05-11 18:56:44,579,头号玩家：灭霸。本质上，就是找彩蛋大电影。战斗力波动得太厉害了，以前觉得超级英雄个个死不了，很无聊。但现在这种死法，又极端突兀（比如史塔克被插那么一刀）——更不要说灰飞湮灭，说明电影根本没有足够时间，去构筑真实的情感抉择，全是要挟绑架只能活一个……所以，更像一款漫威的电脑游戏。
王大根,看过,推荐,2018-05-11 18:00:02,202,不要喜欢上任何东西任何人，反正你喜欢的一切都会灰飞烟灭就对了！灭霸是他妈宇宙计生办的吗我日，不过我以后倒是可以对外宣称“我爹爱我就像灭霸一样多”了……
StormBringer,看过,推荐,2018-04-29 21:34:04,252,洛基 卡魔拉 冬兵 黑豹 红女巫 幻视 格鲁特 飞鹰 Drax 星爵 蜘蛛侠 奇异博士 OUT！
Henrique Asano,看过,较差,2018-04-29 09:53:28,422,极讨厌漫威的搞笑桥段，不断打断剧情气氛。角色太多，全片没有一个可称为人物，150分钟一直在说话，结果尽是下集的铺垫，连基本的发展、高潮都不及格
桃桃林林,看过,还行,2018-05-07 05:53:02,582,太难了。。。
猪大腿,看过,力荐,2018-04-28 14:21:06,1328,灭霸是一个高尚的人，是一个脱离了私人恩怨、脱离了近身肉搏、脱离了低级趣味的人... 等一等他压根就不是个人。
Coolsky,看过,力荐,2018-04-27 14:39:38,1233,坐等下集灭霸qq会员各种钻到期
完全被忽略人士,看过,推荐,2018-04-26 09:27:58,230,灭霸粉的盛宴，灭霸无敌，灭霸杰克苏。
H2O.,看过,力荐,2018-05-11 20:59:27,127,又名：灭霸不为众人理解使命的阐述与理想的实现。
马小褂,看过,较差,2018-05-11 10:57:29,111,听我一句劝，非漫威粉丝真的别来看了。这片是我看过最不照顾路人的超级英雄电影，何必浪费两个半小时在影院里睡觉呢。所有角色基本都只有功能性，非常依赖粉丝对他们的场外了解去补完个性。完全靠虐粉来营造出伪莎剧式悲壮感，然而只有情绪却不存在动机，路人只会觉得廉价可笑。
zka411,看过,力荐,2018-04-23 00:57:36,84,我看过了  美国队长死了！！！！！！！！！！！！！
文泽尔,看过,还行,2018-05-11 14:14:02,48,星际岳云鹏痛殴极端环保主义者终致全宇宙被迫参加俄罗斯轮盘赌 打戏精彩纷呈然而故事老套 部分角色为领便当罔顾逻辑
[已注销],看过,力荐,2018-05-11 10:17:44,121,爆米花电影 叫灭霸的宇宙计生委员会大妈指标达成后坐看夕阳西下一脸欣慰
独行侠杀手阿何,看过,力荐,2018-04-27 23:10:26,100,复仇者联盟版“霍格沃茨大战”，灭霸收集无限宝石犹如伏地魔收集魂器。全片悲壮惨烈虐心至极，只能靠英雄们之间的插科打诨和斗嘴调和气氛。锤基兄弟情深，卡魔拉星云姐妹情深，灭霸卡魔拉父女情深，铁人小虫“父子”情深，幻红爱侣情深。凡人外表出场的炮总禁欲气质帅到我了！Peter Dinklage竟然有参演！
欢乐分裂,看过,还行,2018-05-11 13:08:17,43,大部分时间依旧是冗长无味的粗暴打斗，光环加身的超英们即使被虐千百遍，依然能续写神话，不过以虚无对抗虚无的结尾多少提升了立意，也暗示并非绝对二元对立的初衷；较前作有进步，各线铺排匀当，众多角色的存在也不再只是露脸，各自承受命运考验，在群戏中各有功能担当。
江湖骗子,看过,推荐,2018-05-11 22:35:17,216,灭霸好厉害啊，迷上灭霸了，这部电影干脆叫灭霸1好了。
Lottie,看过,推荐,2018-05-13 00:02:51,134,星爵是全片最傻逼的……还有为啥不砍手……？？？？？？？
关键是be free,看过,力荐,2018-04-25 17:03:43,156,美队没死
Zipporah,看过,很差,2018-04-28 01:50:21,524,把我基神写成智障，辣鸡mcu
荔枝超人,看过,还行,2018-05-11 19:17:42,69,眼里只有猩红女巫。
风间隼,看过,很差,2018-05-11 23:01:39,244,不爱任何一个超级英雄，但是也知道他们中每一个的魅力都来自不可复制的身世和独特人格，现在被批发到一部太空肥皂剧里，纷纷沦为人肉道具，吸引力不是N倍增加，而是变成了N分之一。战斗戏的编排和想象力都严重欠费，最后的反高潮透着一股市侩——真有本事你就到此为止，别拍续集。
扭腰客,看过,力荐,2018-05-12 01:33:40,72,非常燃，非常爆米花，对得起“漫威宇宙”这个title。以及，灭霸的想法其实是社会达尔文主义的产物，说他是反派，倒不如说他是一个卓越的计生委主任呀！
文森特九六,看过,还行,2018-04-28 19:51:07,48,视听场面上无甚创新，甚至趋于平庸，故事走向也没有打破观众的心理预期与情感预设，但是，罗素兄弟还是将灭霸塑造成了漫威电影宇宙迄今为止最为复杂的角色，挣脱了向流行文化市场批量生产输送Pop偶像的桎梏，并以此取得了十年来最为深刻的一次沉淀，因此对未来和复联4，我还是期待的。
恶魔的步调,看过,力荐,2018-05-11 22:20:16,71,跟魔戒比，这是相当高魔了！灭霸，前计生委形象大使！小恶魔翻身记！彩蛋是灭一半人类只为Captain Marvel打个预告片！？最后感觉可以无缝连接到Leftovers去，加上在一艘形似工程师飞船上的异形梗……达蒙·林德洛夫（普罗米修斯）居然没掺和本片！最后灭霸也灰飞烟灭那就是神片了！
汽车大师,看过,较差,2018-05-08 22:49:04,116,作为几亿级的大片，视觉想象力之匮乏也是没谁了，偏偏还是部靠场景划分的情景喜剧。美术指导、动作设计都是零分级
寒枝雀静,看过,推荐,2018-04-25 19:46:39,125,C＋ / 他们从曾经的童话光环里走出，最终不得不面对凡人无常而绝望的生死疲劳，所有抗争背后都是代价。简简单单一个最核心的“交换”概念拍出了属于漫威的《一一》。几个反类型的时刻都踩得很好，假如MCU停止于此刻或许可以算是一个光辉的结尾。三部复联最高，私人MCU前三。
刮刮油,看过,力荐,2018-05-13 12:18:22,92,无限战争告诉你，再宏大炫酷的战争，不如撅手指头来得实在。
妖孽坐地成仙,看过,力荐,2018-05-12 01:09:37,21,本质上灭霸也没错，走的还是可持续发展的道路。最后就是灭霸幸福的看日出日落？
Akira,看过,推荐,2018-05-14 22:01:22,9,超级英雄系列就是看个视觉特效的，故事性意外还行，结局也停在该停的地方没有多余。
[已注销],看过,还行,2018-05-02 08:15:09,29,"本来“一个响指抹一半”只是无限宝石力量的冰山一角、不足为奇，却改成“集齐六颗才能打响指”、“集齐六颗只为响指”，真是笑话，也不知道mind stone和抹除生命有什么必然关系？
另，以为多死几个人就是史诗了？贱过浑过现在想正经了，怎么让人正经得起来？观众凭什么要在乎这些无心角色的死活？"
谢谢你们的鱼,看过,力荐,2018-05-11 02:24:00,17,爽炸，仅次于《美队3》的漫威电影，编剧逆天，导演开挂，从头到尾都是高潮，尖叫连连，《权力的游戏》，你怕了吗？
躲猫猫社社长,看过,2018-04-26 15:38:34, ,16,Where? Who? Why?! Take that! 请听下回分解。 人太多太杂了？合同要到期了？那大家先散了吧。Let’s not pretend that there’s any real stakes in the MCU.
魏知超,看过,还行,2018-05-11 14:00:19,24,要什么逻辑，有情怀就好了啊！不要问下次人口又生到这么多该怎么办！不要问为什么奇异博士就是不用时间倒流！不要问雷神关键时刻去哪里了！不要问雷神最最关键的时候为什么不砍头！
纤纤,看过,还行,2018-05-11 08:08:07,18,漫威迷不容错过，普通人看个热闹+特效，票价还算值。
柏林苍穹下,看过,还行,2018-05-19 16:54:05,12,宇宙级的力量配上一个大一新生的头脑：德智体均衡发展很重要。
努力的Lorre,看过,力荐,2018-04-26 23:08:11,25,反正《复联4》也要回溯时间线，干脆就来个团队大便当，省得你们再说反派不够厉害！
El Guaje,看过,推荐,2018-04-27 02:56:09,35,没办法，队长出现刹那还是泪了一下……兜转那么多年过去，才发觉自己最爱的始终是三巨头——如今看来，一切也确实要由他们仨来结束了。
托尼·王大拿,看过,还行,2018-05-16 15:09:32,18,从某种意义上讲，作为剧集型电影的漫威系列也有着典型公共网剧集的特质：以角色为中心，故事起辅助作用；所以这部酝酿了十年打造的第三季大结局上篇有着极为杂乱的多线叙事和毫无铺垫的情绪调动，但其最大的成就就是贡献了漫威影业历史上首个真正具有深度的反派。
蔕,看过,力荐,2018-05-11 23:17:11,20,没有给观众一刻缓冲时间，故事就在突然的绝望中戛然而止。这是我看过的所有影视作品中最强大的反派BOSS，而且有着信念和理智，冷静追求着他的追求。漫威世界里，不论超级英雄还是反派，都体现着人的一面，也许他们强大如神，但悲伤和苦痛，与我们一样。5星以上，我爱Avengers每个人，期待明年
国王KING,看过,推荐,2018-05-12 13:28:40,16,4.5。卡魔拉之死赚足眼泪。几场大战看得眼花缭乱，求漫威做个人……
雅典娜,看过,很差,2018-05-11 22:40:27,14,引用全片最后一句话作为评价：Motherfu……【20倍的机场大战哈哈哈哈！【编剧的智力上限决定了角色的智力【Bug和槽点不计其数【真是浪费演员和特效，啊特效是真好
世界尽头,看过,推荐,2018-05-11 17:42:03,44,节奏快，英雄多，看得真是非常过瘾了。这集反派特别给力，看着我们的英雄们被各种按在地上摩擦真的好心疼，期待下一集。
汪金卫,看过,还行,2018-05-11 11:45:38,16,灭霸原来是计生办的！电影视觉效果一流。但组合的超级英雄太多节奏过于冗长，看到一半就审美疲劳了。每个无限宝石都是同样的性命要挟套路，编剧黔驴技穷了？在后期悲壮的气氛里强加搞笑台词，就像瓦坎达与外星人搞人海战术一样荒唐幼稚，不伦不类。漫威日常骗粉，很难相信有谁死透。坐等复活者联盟4
無響應,看过,较差,2018-05-11 21:37:53,19,Russo brothers，you motherfu……【既然这么丰富灭霸又不敢彻底学学狼3拍一个灭霸传，延续了美队3的恶臭，视觉想象有多贫瘠，群戏有多弱，话题制造的有多刻意，十年积累下来的角色们为了这种烂剧设而ooc，不懂你们有什么好哭的有什么好悲壮的，一星给我爱的演员们，一星给……最后的Carol本命
吮指原味田鸡,看过,较差,2018-04-27 04:00:11,45,经过十年不懈努力，漫威对商业片的理解终于达到了张艺谋的水平。
花袭人,看过,推荐,2018-04-27 22:13:39,25,Ok. It’s a good movie. But i am totally pissed.
中立的手指,看过,推荐,2018-09-04 11:51:10,10,不是说好了一个响指就灭一半人的吗？结果人是一个一个删的，被删的时候还能说好多屁话，不是编剧有意为之就是灭霸的底层代码不支持异步并发且IO性能低下，估计是c++什么的。靠一个i等于几十亿的for循环这么删下去，删的还不如生的多呢，我看灭霸最需要的不是宝石，是node.js
