用户,是否看过,评分,评论时间,有用数,评论
专注电影成长,看过,较差,2017-04-12 13:40:55,32,再庞大和离奇的交通工具也掩盖不住本系列行将就木的想象力和单薄无力的剧情。速激系列在第七部达到高潮结束就好，这之后只能越来越痿。
Joe,看过,推荐,2017-04-14 18:40:14,4,后面一直担心小baby的安危…那么可爱，最后一幕听到baby名字“布莱恩”…泪目…
杨三疯,看过,很差,2017-04-17 23:26:58,1,说7不说8健康你我他，看完速8就想叫激8。有人跟我说我看着说爽就行了，不追求意义，今天我想说，你md有意义嘛？
Euron Greyjoy,看过,还行,2017-04-14 23:23:14,9,没有了保罗，真的很没有耐心看范光头儿无休止的装逼，杰森卢总两兄弟几分钟的表演不知道比他自然到哪儿去了
SteelTeng,看过,较差,2017-08-22 17:25:58,0,无聊又三俗，混乱的世界观，开挂的人设。还把塞隆拍这么丑。
SaynomorE,看过,推荐,2017-04-12 18:25:16,18,6666。塞隆演的女反派超帅der。不过这系列居然走上了耍宝路线…（好吧本来也有）这次最惊喜的是强森演的警察和郭达斯坦森的联手（一路斗嘴太有趣了看出了CP）。郭达演奶爸很有戏。小东木又是政府派的领队之一。 主角队有强行无伤Buff。你们这部连潜艇都搞出来了，下一部好像只能上太空才说得过去了吧。
Brimi,看过,推荐,2017-05-07 18:28:56,1,编剧已经有点黔驴技穷了。为什么大boss每次都能掐准命脉胁迫到主角？下次换个梗好啵？作为该系列的忠实观众，为布莱恩这个baby的新名字，加半颗星。
陈薪而,看过,推荐,2017-04-19 10:44:40,1,可以拍到17，666666666
zts,看过,推荐,2017-04-14 15:47:26,5,速激代表着电影的另一种评价标准和极致诉求——成为电影工业的标杆和突破人们对动作电影的既有想象。无论是开头先声夺人的火焰飞车，还是中段集体失控的连环撞车，亦或是结尾大战处的鱼雷追车，都让人大饱眼福、连呼过瘾、称赞不已；速激归来了，还是熟悉的感觉
谋杀游戏机,看过,还行,2017-05-05 11:38:35,3,卖二三十亿不是没理由，堪称爆米花的极致了。就把飙车做到最好，其他都一笔掠过。多姆开着超荷起火的破车比赛，全城汽车自动驾驶叠罗汉，在冰封海面上车队潜艇大战，family们用铁钩拉扯住多姆这匹欲脱缰的野马…都有这些就不要在意敲几下键盘就能发射核弹了。以及三妻四妾是不是满足了男观众YY啊。
天腐之国,看过,2017-04-25 21:23:17, ,3,喜当妈怎么办？欢迎收看速度与激情8：当然是原谅他啊
悄悄地修炼,看过,还行,2017-04-15 13:44:26,7,确实有的场面够刺激。
Jason_波波,看过,推荐,2017-04-15 20:17:52,1,飞车党们已经上天入地无所不能，坦克飞机玩过之后也就剩下水里跑的没恁过了，和潜艇对刚完之后甚至有点替剧组担心下一步该怎么拍，按照节奏应该走向外太空了吧，最后是不是可以和变形金刚合二为一，走向科幻大片的行列！！！
白衣客,看过,推荐,2017-09-22 23:12:12,1,say love
吃胶片的考拉,看过,还行,2017-04-15 00:27:26,3,不管是动作设计还是主角的生命力，都可以当科幻片看，通篇打完，可以做到毫发无伤，我也是服气的。
撒旦的表妹,看过,还行,2017-04-16 19:08:35,12,杰森斯坦森的角色洗白也太容易了，上一集做过啥过分的事儿来着？欺负观众记性差～
翰小七此号已废,看过,力荐,2017-04-14 23:11:52,5,听到Dom的孩子叫Brian的时候眼泪刷就下来了T_T
