用户,是否看过,评分,评论时间,有用数,评论
欢乐分裂,看过,还行,2018-02-16 15:45:49,40,剧本比上集反而简单，综合各方面打磨得更圆熟也更流水线，悬疑加喜剧的类型讨巧，且在国语片范畴内领先；糅合大量同类作品的元素，功课也是做足，反转不断，虽然结尾已在《双瞳》中惊艳过，但仍倒吸一口冷气；二人转开拓类型组合已成定局，装疯卖傻拉低格调，幸好刘昊然提神，小七成为大彩蛋。
雨前羽街,看过,很差,2018-02-20 18:02:32,170,事实再一次证明王宝强演非本色角色时是多么的糟糕。另外如果推理剧需要那么多巧合支撑的话，还不如让侦探们都去算命的好。
重慶森林,看过,推荐,2018-02-16 15:06:54,81,还是觉得第一部好看
顿河,看过,推荐,2018-02-16 21:11:56,55,作为商业片其实比第一部做了减法，最后的小翻短促有力，加上的都是好吃不贵的裱花，特别实用值得肯定。陈导倒是在电影的纵深都挖够了余地，腾出了续集、衍生的空间，这是囧系列都没做到的。
小岩井,看过,还行,2018-02-19 01:19:28,41,观影体验挺好的，节奏很流畅。可惜最后凶手莫名其妙的行为逻辑和自杀都很跳脱，好多地方都不是推理了，已经是奇幻了。相对于第一部的惊艳这部有些剧本的缺陷。
Natural_Q,看过,很差,2018-02-16 23:58:49,210,比电影本身更可怕的是全场观众时不时被低俗庸俗恶俗的桥段而哄堂大笑，全程如坐针毡！
Gnaznewoah,看过,推荐,2018-02-17 14:05:39,57,陈思诚对于中国电影的意义需要时间来沉淀
突突鸡,看过,较差,2018-02-16 11:33:43,478,彻底凉了，王宝强到底什么鬼！？走向癫狂演技法了？反转也没有第一部惊艳了，肖央喜剧可以，但是以后还是别尝试深沉路线了，那个背影步伐太轻浮了。昊然底迪真是清秀极了！！！
国王KING,看过,推荐,2018-02-17 21:36:09,37,名侦探们的聚会，刚开始很吸引我……但之后发展变成了三人闹场，这不就是美国泰囧吗？TS的歌频频出现，搭配五行犯罪还是蛮有意思的。hhhhh感觉观众们都是为了刘昊然过来的，女装昊然是不是值回票价了ww
艺,看过,较差,2018-02-16 10:56:28,299,笑了 ，也意外了 。加一星。可有些低俗 ，而这些意外多是编剧的功劳 ，陈思诚却匿他们的名字，只留自己名字的做法，实在让人无法接受 。 陈思诚有副导 有好编剧 。人们总是善良的会常说 陈真有才 。可人们没有看到真正有才华的人付出。想想真是难受。
lakisha,看过,很差,2018-02-22 11:04:10,135,好难看……推理的过程近乎儿戏，搞笑的部分昭彰一种低劣的男性趣味（完全和陈思诚本人的油腻印象重合了）……《双瞳》里高楼藏道馆的神来一笔，照搬过来都显得平平无奇……我觉得整场下来肖央的戏最能看。
摇滚青年马拉拉,看过,推荐,2018-02-16 15:05:36,76,昊然弟弟人正条顺 好看好看 搞笑部分不错 但推理有些薄弱
深夜声噎,看过,很差,2018-02-16 15:10:02,195,看来我选了春节四大片中的最烂，干！同样的事情换个地方时间重复一遍完全没意思！另外，别侮辱双瞳，编剧苏照彬不接受。再另外，我迟到一会而已，怎么就只能在开头和结尾仅仅看到小七两眼！滚粗泥个步行街狗子之首。
白云苍狗,看过,力荐,2018-02-16 15:08:28,191,虽然凶手一出现就能猜到，但是推理部分超棒！尤其是记忆宫殿部分。高智商的人魅力无穷。期待东京篇，期待妻夫木聪嘛。
迷特波鲁,看过,推荐,2018-02-18 23:39:10,28,还蛮好看的，很爆米花很春节档，昊然弟弟曾可爱！！！
游牧人·芳汀,看过,很差,2018-02-16 17:15:13,113,#电影院#20180221修正： https://www.douban.com/group/topic/112828782/ 很遗憾之前没看过双瞳，看片量也还是不够广泛和深入，所以不知道他竟然抄袭了那么多老片的精彩桥段还觉得有趣，想想还是不要为抄袭电影站街。恶心的陈思诚，去你丫的融梗大作。刘昊然签约给这种人真担心以后会跟着学坏。
荔枝超人,看过,较差,2018-02-23 14:06:25,151,整部片都散发一种“我这么有钱有势，想去哪里怎样装疯卖傻都没人拿我怎么样”的味道，也难怪世界上会有那么多讨厌中国人。
半泽弯树,看过,力荐,2018-02-16 11:46:39,191,比第一部好看，刘昊然真的出类拔萃啊
开膛手贝塔,看过,还行,2018-02-17 01:20:25,49,陈思成无论演戏还是当导演其实都在演一个角色---成才。小聪明无数，大智慧没有。
风间隼,看过,较差,2018-02-18 18:09:55,146,主创想要的效果，大概是华人神探善用传统英明神武威震异域扬我国威，可惜我看到的，是两个活宝胡搅蛮缠耍贱卖腐丢人丢到太平洋彼岸。说起来，那个法医对道家的理解，其实更接近“三生一杀”的道家思想原貌，小鲜肉拿来说教的“人性”反而是被儒家改造过的了。
垚,看过,很差,2018-02-25 13:41:43,61,所以程佳客的事情豆瓣er还没人关注到？
小草,看过,很差,2018-02-25 03:36:30,78,抄袭，出轨，汉奸，侮辱女性，鄙视外地人等等，负分
Rilla,看过,推荐,2018-02-16 15:08:54,58,感觉不如第一部？
夜心万万,看过,推荐,2018-02-16 15:07:48,92,作为贺岁片，故事完成度是有的，预测完胜同档女儿国和捉妖记。王宝强越来越恶心，我昊然弟弟倒是越来越清秀了...
小海,看过,力荐,2018-02-16 23:52:17,79,真的好看……如果说第一部好只是运气好，那第二部也好体现的就是个人才华和商业成熟的兼具。出影院我就跟家人讨论说，导好一部类型片没那么容易。别看都是大杂烩，都是套路，能把这些全部一锅炒了为一个主题一个故事线服务，还能承上启下，真的不简单。看好唐探能成为一个常青的系列。
青山行止,看过,还行,2018-02-16 15:00:04,67,"“你神性的行为却暴露了你兽性的行踪。”
“当你凝视深渊的时候，深渊也在凝视你。看可以…别看太久。”
Michael Pitt眼睛八百倍迷人。妻夫木聪太好看了，我长那样也天天自拍。
然后刘昊然。我爱他。"
小强,看过,很差,2018-02-18 15:05:12,94,"好在哪？为什么7.4？营销号天天发的宣传文也救不了这么尴尬的片子，逻辑不同笑点尴尬，就是看的尴尬。哦对了。七叔就是被这帮人气死的"
熊阿姨,看过,很差,2018-04-27 00:30:03,17,当背景音都嫌闹腾，品味太低了
艾小柯,看过,较差,2018-03-05 21:41:48,101,凑热闹作品，本不必深究，但有些表演和情节扭曲太夸张做作了，乐子图得有点低级。
姨妈的鸭,看过,较差,2018-02-19 14:34:01,128,应该有一个4星给两位男主角的，他们的演绎相当合适恰当，但是作为导演的作品，这是一种对观影数量永远不够多的观众的调戏，它相当于一种分子料理，可能是一种新的翻译类电影方向。
嘟嘟熊之父,看过,推荐,2018-02-16 20:06:37,34,真聪明。这种用动作而非语言制造笑点的方式恰恰是当下华语喜剧缺失的，推理过程不惊喜但足够缜密，关键所有人物都成功找到了自己的合理定位，未来IP价值必定超越捉妖记。非常期待东京篇，希望妻夫木聪戏份加重再加重！
Teddy,看过,力荐,2018-02-16 11:45:28,141,哈哈哈哈哈 粉红色回忆那里笑到不行 另外 刘昊然好帅
怪兽,看过,较差,2018-02-16 14:37:49,159,期望太高了 糟糕的台词 一塌糊涂的镜头 永远踩空的节奏 莫名其妙的群像 希望东京篇能好一点
so-what,看过,较差,2018-02-17 14:06:03,155,不好笑 伪破案
[已注销],看过,很差,2018-02-22 10:53:35,56,抄袭，一文不值
芦哲峰,看过,较差,2018-04-28 11:23:01,44,双瞳珠玉在前，唐探瓦砾于后。照虎画猫反类犬，照葫芦画瓢画成勺。照着冰激凌，画出一坨屎。
厷糸,看过,还行,2018-02-19 20:47:55,84,真心话，我的笑点基本都在昊然弟弟那里，对于宝宝的笑点我可能看多了，有点免疫了。而且看到找到凶手的那里我的鸡皮疙瘩都起来了，有点恐怖。但影片的总体还是可以的，非常适合春节档！
江湖江湖江湖骗子,看过,力荐,2018-02-16 14:50:41,96,我看见了陈思诚在这部电影里的诚意。泰勒斯威夫特的欢迎来到纽约与电影的切合令人惊喜。刘昊然选择的这一部电影，令他在小鲜肉中多向前迈了很大一步，他的演出尤其是护士女装真的是太棒了。肖央牛逼。女主的气质行。历年春节档喜剧贺岁最佳。最佳！好看好看好看！
边礼,看过,力荐,2018-02-16 12:01:27,123,昊然弟弟太好看了！！！！！！！！！！！两个小时的电影完全不觉得长！！！新年电影我为这部打call！！！！
百里即墨殇,看过,推荐,2018-02-17 19:00:10,90,昊然弟弟太特么帅了～那条顺的～笑点我不是很喜欢宝强的方式以及说话方式，但推理还算精彩，剧情还不错，案件过程及反转没有第一部震撼
咬一口花生面包,看过,推荐,2018-02-16 12:07:14,69,说实话不如第一部，笑点不太好笑，最后凶手死的太尴尬了吧…但是好在擅长运用虎尾，结局总能来个大升华，总体不错
口夕夕口夕夕。,看过,很差,2018-02-25 08:17:33,50,一分都嫌多。东拼西凑别的电影。还有，那个日妈的编剧值得负分。
渣渣,看过,很差,2018-02-25 03:08:18,42,编剧是个精日
幸运+++,看过,推荐,2018-02-16 12:03:20,79,刘昊然弟弟好帅！！！这姑娘长的好清秀呀哈哈。剧情感觉有点弱，大年初一图个乐呵，而且有帅哥，还是给四星吧。
吃瓜少年,看过,推荐,2018-02-18 16:29:05,9,搞笑推理两手抓，有宝强还可以笑一万年，不出意外这个系列我会追下去
P.s I love you,看过,较差,2018-02-26 02:09:37,29,充满了种族歧视、性别歧视、阶级歧视、低级趣味、油腻感、以及无知而自大的意淫。不过刘昊然还算是小鲜肉里面认真对待表演的，他的演技也比(我所知道的)国内大多数当红年轻演员好。
鼓腹游,看过,还行,2018-03-04 22:23:57,5,推理什么的，硬的很，内核空洞如过眼烟云，生搬硬凑地推进情节，倒是该有的商业元素都有了。一部成功的快餐电影，在这个春节档很火很成功，正如当下的一片盛世。6.2
寿厶先生,看过,力荐,2018-02-18 22:08:05,28,有刘昊然（5星，不管）
勇敢生活,看过,还行,2018-02-18 22:08:08,16,去掉卖腐和一些不合时宜的搞笑片段，还是不错的。尤其是那一句：当你凝望深渊时，深渊也在凝望你。不要望得太久
小痕呀,看过,还行,2018-04-04 22:06:54,10,有一在，二就显得差了，不过宝强的电影还是要支持。
JUMP一番,看过,推荐,2018-02-16 15:01:32,37,不错。该有的都有了。推理过程比第一部慎密。话说王宝强比第一部还装疯卖傻。
boks,看过,推荐,2018-02-20 14:09:48,7,"陈思诚除了那个推理编剧提供硬核和筋骨，应该还有个老熟的摄影剪辑团队，以他的浮华作派，我只信恶滥的笑梗是他攒的。
不过作品说话，完成度蛮好，继海外反恐之后，老陈开创了一条唐人街贺岁推理系列，开创意义不亚于什么囧"
好姑娘老妖,看过,还行,2018-02-17 16:36:15,19,刘昊然好帅！！！
花开无声,看过,力荐,2018-02-16 15:03:35,50,春节笑一笑 就是喜欢看昊然弟弟
最光阴,看过,较差,2018-02-18 18:08:35,39,无聊，特别无聊，看见开头就能猜到结尾。炼丹炉在医院，玄牝之门怎么解？
小川叔,看过,力荐,2018-02-19 18:33:03,11,之前推掉了郭德纲的片儿和这个片子的推广，一个是压根不想看，一个是对陈某的人品唾弃，今天看完了觉得可以给五星，不是说多经典，而是对比新年同期作品来说，它是好的，比起一些片甚至好了一大截。我觉得一个好看的电影就几个点，故事不错，讲述流畅，人物突出，还有小惊喜，听着容易，做到挺难的。
江声走,看过,很差,2018-02-19 08:36:52,32,所有的东西都让人有生理不适感：刘昊然的僵尸脸、王宝强的声音、各种所谓笑点....强忍的怒火，看得我浑身大汗。（应该像前几年一样春节档坚决不看电影的！！）
文森特九六,看过,还行,2018-02-16 23:57:18,16,这才第二部，就已经开始了疯狂复制首部的公式化创作，对于一个难得将好莱坞工业制作体系领会实施得较为成熟的华语商业片字头来说，还是希望它能走得尽可能远一些后再回头吃老本，另外，闹剧成分的加重，使得故事虽然从曼谷升级到了纽约，却也将本片推向了沦为新剥削片亚类型的窘境。
赵启辰,看过,还行,2018-02-28 00:29:36,9,只能给三星，真的不能再多了，真的不好笑，还不如好好讲个探案故事，在美国大街上耍大刀到底输出了啥文化也不知道
蘭 西,看过,还行,2018-02-17 21:35:19,20,妻夫木聪帅到令人发指！！！三颗星都给他！！！
威朗普与我,看过,较差,2018-02-28 10:49:46,13,低俗笑料笑不出来 什么侦探大赛都是别人用过的剩菜 侦探们不是怪奇马戏团就是用BUG推动剧情的人物 刘昊然破案手法抄袭神探夏洛克和伽利略 主线剧情更是照搬<双瞳> 为了反转而反转 削弱真凶手的戏份和情感 居然还在吹刘昊然的演技 甚至所有配角都是功能性人物 没有灵魂 感觉整个团队都在膨胀地圈钱
JulyChan,看过,2018-02-16 21:39:43, ,20,两年前看《唐人街》第一部，从蔑视笑点开始，到背脊发凉结束，难得剧本的智商在线，观众的智商也得到了尊重，本格推理的瓷器活揽得还真没贻笑大方。第二部keep住了水准，甚至盘子玩得更大，成口碑IP了还……陈思成这货土掉渣人品也渣，但佟丽娅可能真的倾慕他的才华。
出大招治熊孩子,看过,很差,2018-02-27 10:01:18,31,一分送给陈思诚跟精日编剧
糯木,看过,还行,2018-02-17 22:17:34,11,自从《妖猫传》和电影见面会被刘昊然圈粉后，我全程在盯昊然弟弟，陈思诚完全捕捉了粉丝心理，弟弟、肉体、女装、男男，全方位消费着这些鲜美的少年。我不太认同这种投机，不过为了钱我也理解。ok吧，但是王宝强真的太聒噪了，吵得我想死，他真的不考虑转转型吗。
