用户,是否看过,评分,评论时间,有用数,评论
一位少男,看过,推荐,2019-09-21 16:41:54,2480,不错，大龙燚或成最大赢家，关晓彤的出现没有任何意义。
团小纸,看过,推荐,2019-09-29 00:21:26,726,现在中国电影太懂我的泪点在哪了，我没觉得自己该哭，但就是眼泪止不住的流，我对大飞机向来有偏爱，这种人类战胜命运的事情多少次看我都会哭。袁泉真的是女神，狭小空间的演技秒杀一切。
西楼尘,看过,较差,2019-09-28 01:22:42,809,机舱仿佛被女儿施了平安的魔法，云层如同被上帝切了重生的裂缝。只有他们知道，平安从来不是靠魔法，而是日复一日的训练。重生并不能只靠上帝，还要有所敬畏的专业。当你相信没有错的时候，风挡玻璃却突然开裂。当错找上门的时候，除了讴歌和煽情，是不是可以多一点思辨，多一点追问，少一点自我陶醉。
Agent阿神,看过,还行,2019-09-28 21:31:45,163,"刺激的部分还是可以的，但是大量出戏的明星客串，拖慢了全片的进度。
关晓彤的角色，真的有必要存在吗？"
影志,看过,推荐,2019-09-26 01:00:13,438,原来登机前机组人员有这么多检查和准备工作，低估了空姐“端茶送水”的日常。全方位的乘机流程、空中和地勤服务展现，的确是新鲜又亲切的体验，有序规范的全配套操作和细节流程，看的好舒爽。毕竟曾经也梦想过做飞机餐饮收纳工作，哈哈哈…40分钟后的空中险情，对于经历颠簸都心有余悸的人来说，简直就是接近纪实的灾难还原。贴身体验和观赏性是它最吸引人的地方。映前贴片增加的“角色、故事经过戏剧化处理”也算聪明之举。敬畏生命、职责和规章，后半段好几处戳中泪点。最后机长和乘务长在机舱内享受片刻的安静，跟前面的备降危机形成巨大落差和对比，反而达到情绪顶峰…机组人员的临危不惧、沉着冷静和认真负责，更让人心疼。“当你认为没有错的时候，错就会来找你”
二月鸟语,看过,推荐,2019-09-28 22:39:50,341,平凡而伟大！即使知道结局也依然看得惊心动魄！而印象最深刻的其实是结局管理局高官巡视一遍面不改色的说：怎么这么牛啊，这句话其实就是片子的内核。本片其实和《萨利机长》是两部完全不同风格的作品，虽然都是还原那一天的真相，一部是对法律严谨度的拷问，而本片是对一份职业的敬畏，刘伟强从人性出发，在生死边缘徘徊的时刻，让你去经历真实和考验。制作在水准之上，情节铺排有序，表演松弛有度，袁泉不愧是舞台剧磨砺出来的，一个眼神足以盖过其他女性。唯一的遗憾在于对群像刻画过多而导致对机长的人物刻画少了很多维度，也可能是没看够。总之，应该去电影院向这群民航人致敬。
不知道叫什么,看过,较差,2019-09-30 07:59:02,753,张涵予和袁泉演技不错，情节就很一般，还不如去看事件原型纪录片。
伊瓜苏.,看过,推荐,2019-09-30 11:51:29,193,刘伟强是真的摸得准内地观众的脉 但这种主旋律电影又让他失掉了自己的风格！
桃桃林林,看过,还行,2019-10-07 08:03:46,75,得益于有真实事件的支撑，影片的情感共鸣还是有的，作为一部灾难片与惊险题材，前半部分更好，后半部分总觉得有些凑剧情。
降落伞,看过,还行,2019-09-29 01:05:15,127,属于合格完成任务的电影。但是故事本身值得歌颂和竖大拇指。
ZeonGin Sou,看过,还行,2019-09-29 08:10:32,67,中国电影题材新拼图。我们终于有了自己的空难电影。全片是对中国航空业工作流程的科普，更突出中国体系下“一方有难八方支援整体调度”的联动体系，展现70年长足的进步。各种大气的建筑内部终于不是N十年前的简陋。初出茅庐，有粗糙之处难免——机长心理活动生硬还不如没、李沁角色原型明明无敌可塑性爆炸但偏偏细节缺失、废线没错说的就是关晓彤莫名其妙的爱好者女儿机舱小天使什么鬼浪费时间破坏节奏影响沉浸感。
基瑞尔,看过,推荐,2019-09-28 22:15:39,164,能够在原型故事材料有限、时间距离较近等因素的客观情况下，于事件本身再拓宽一些情感和职业层面的烘托，进行合理的扩写和想象，至少有个及格分。而多一星是为了（这么多年吃的老干妈）和袁泉，无论是“唐晶”还是毕男，对于职业女性群像的诠释可以和高峰时期的陈慧珊媲美了，所以这样的魅力让电影之外有了别样的意义。能拿掉里面莫名其妙的客串会更好，同是相同背景的角色刻画，同是接近一样的出场时间，陈数可以把杨天宝按在地上摩擦，真是XXX坏了一锅汤！
迷失东京,看过,还行,2019-09-30 23:22:52,62,本以为是中国版《萨利机长》，看完发现完全不是一类片，《萨利机长》把重点放在了事故后的调查上，而《中国机长》拍的是这个惊心动魄的故事，更像《聚焦》这类型的电影，都是原原本本将一次重大事件还原……其实把时长缩减到90分钟，砍掉那些非必要的情节，把故事更加集中到事故发生到反应到结束这个过程，更干脆利落的话，评分估计会上一个档次。
赫恩曼尼,看过,还行,2019-12-08 17:12:03,32,一旦电影名和“中国”挂钩，就注定了这部电影的走向和手法：一定是以情绪渲染、烘托英雄人物、褒奖航空配合的主旋律题材。为什么和《萨利机长》相比，这样的方式在呈现力度和感染力上反而大打折扣呢？因为它吞没了人的选择、恐惧、痛苦、挣扎。而真正打动人的，永远不会是意义说教、空洞赞美，而是一个人在面临危难时无法抵抗命运的脆弱。我不相信这种脆弱只能通过空姐披头散发、带着哭腔的播报、机长想象给女儿过生日、副局长竖起大拇指这样的直白动作来表达。
柯里昂,看过,较差,2019-09-29 22:39:12,261,前三十分钟拍得比电视电影还电视电影，整部片也塞满了各种废戏，只有回到机舱内才勉强能看，几乎所有的触动都来自现实事件和人物，以及还算卖力还原的主演们，不过，即使演员成了全片为数不多的亮点，天上卖力出演的主角们所竭力营造出的惊险氛围，却还是被时不时出现的地上的路人甲乙丙们一次次败完了（你们知道我指的是谁）…当初把《药神》类比《达拉斯》就挺让人莫名其妙的，《中国机长》竟然敢把完全不是同一路数的《萨利机长》拿来说事儿，无法理解。
陈优雅,看过,还行,2019-09-30 19:11:19,63,"大型超长川航宣传片不建议近期乘飞机出行人士观看"
Anakin,看过,推荐,2019-09-28 21:31:35,167,片头带入了许多对于民航知识的介绍，还有危机意识的普及，这个做的特别好。刘伟强对于“小格局”的节奏摄影掌控都特别好，所有人都比较在线，7分。
私享史,看过,推荐,2019-09-28 22:08:47,124,近年来好看的国产大片几乎都是香港导演拍的，而本片在我看来是其中最好的一部。从开场到事故发生前的整段几十分钟戏让人极度舒适（包括各种背景音乐的选用），导演行云流水地“科普”了一个机组事无巨细的日常，一个形象的比方，大概是《饮食男女》开头郎雄做菜过程的十倍加长版。接着事故突至，凌厉的商业片套路在视听特效配合下几次三番带走我的呼吸（IMAX加持），起承转合一气呵成。如果不是收尾相比之下实在显得舒缓拖沓，我会给出9分，还好最后有个彩蛋，引出毛阿姨重新演绎的《我爱祖国的蓝天》，极度悦耳。（比隔壁那片群众大合唱的处理高明八倍。）对了，本片不含任何传统意义上的主旋律元素，却又真切地振奋人心。还有，全部机组人员的演技都在线，包括几乎没有台词的那位安全员。【佛山万达/广百金逸】二刷7分，还是IMAX效果好。
晚晚,看过,还行,2019-10-01 01:48:43,48,想知道挡风玻璃为什么会碎掉
猴子kyle,看过,还行,2019-09-30 21:22:17,36,很明显 导演和编剧在真实事件的前提下想要通过各种途径使电影更充实 但是很可惜失败了 显得电影既冗长又平淡 (袁泉好美～)
澈南,看过,较差,2019-09-27 19:20:46,228,典型的高开低走，后半段被无以明状的大篇幅抒情给整郁闷了，但也基本在一个模式框架里没有出格，还真的挺适合在CCTV6放的（没有贬低六公主的意思）反正群戏的铺垫我以为会有一一对应的收尾，没想到最后草草了事这也太工具人了吧：）
沧海一小生,看过,还行,2019-09-30 23:23:31,39,太喜欢袁泉的表演，她太适合乘务长这个角色了，内敛却气场强大，不知不觉间被吸引，即使眼神的流露都让人记忆犹新！
同志亦凡人中文站,看过,较差,2019-12-03 16:18:57,96,实名diss废物编剧，剧情不够新闻联播来凑，连正常对话也不会写。明明是一个比“萨利机长”凶险百倍的真实故事，结果尬得我想吐，唯一值得看的特效还是好莱坞代工的！所以，每个角色都过目即忘是怎么做到的？
墨代罗曼,看过,较差,2019-09-30 15:40:30,179,国庆这两部影片，加上之前的烈火英雄正好凑成三部曲，三部还都是香港导演掌镜。不得不说，港导已经成功掌握了大陆观众的心理需求，灾难片热血煽情泪点歌颂，这些元素被无限制的重复和放大，加上满满的配乐和音效，成了最受欢迎的类型片。前半部分的类型元素流畅而紧凑，特效奇观场面也都有所突破，但仍只是个爆米花电影，没有思想是最大的羸弱。主创只是单纯还原这次新闻事件本身，而没有外延出来的话题，起码先前铺垫如此细致专业的起飞前检查后，怎么突然玻璃就碎了？看到航空局来检查飞机的时候，我以为是真正的开始，溜达了一圈甩了句牛逼就退场了，这意义何在？和AB晓彤一样多余而碍眼。
伽兰,看过,还行,2019-09-30 21:26:02,48,四星，关晓彤扣一分
蒙太奇,看过,还行,2019-09-30 10:43:54,37,电影像春晚一样热闹
奇妙能力哥,看过,还行,2019-09-30 21:18:10,52,题材很好 拍的很烂 以上
淋酒,看过,较差,2019-09-28 21:14:35,155,像是领头的搭好了框架以后，雇了很多小编剧写出几百个角色，然后再海选出来几十个整合整合，成了，这剧本一个人物没立起来，也根本找不到发力点，一套流水账下来真是莫得灵魂，最好看的部分大概是出事前那一段检查工作，突然感觉本片不如拍成纪录片更好看些。
SleepWalker,看过,还行,2019-09-28 20:37:33,37,就别跟《萨利机长》比了，落脚点就不一样，前者是人物塑造＋事件还原，这个只是单纯事件还原，所以张涵予演得再拼命也没什么用，角色的剧作功能就限制死了。各路明星走马观花串场咱也不说什么毕竟多少还有点用，但强势插入关晓彤那段纯废戏是什么意思？看来博纳预算充足到没地方花了。事故前的众生相拍得算不错，几个群众演员存在感还挺强。回过头来，这片的片名起的真实操蛋，把“长”换成“组”就好很多，崇尚个人英雄主义不是美利坚那套吗，我们不是向来集体至上的吗？
爱尔兰的天空,看过,推荐,2019-09-28 21:36:34,110,想说的都写在影评里了，我想多说一句，虽然影片仍有瑕疵，但一个新的分类——中国灾难片，仍让我们激动不已。
伽兰,看过,还行,2019-09-30 21:26:02,48,四星，关晓彤扣一分
梅花野老,看过,较差,2019-09-28 20:57:08,41,单位组织观影，博纳影城。勉强及格水平，平庸且煽情，大量的煽情情节暴露出编剧黔驴技穷，且不说煽情情节注水，更是影响叙事节奏，使得电影拖沓冗长。我是真的一直在等演职人员表出现。没想到几个空姐，还是袁泉最漂亮。
蒙太奇,看过,还行,2019-09-30 10:43:54,37,电影像春晚一样热闹
懒猫戏花枝,看过,较差,2019-09-29 01:09:43,33,不懂该片的意义，更不懂刘伟强的意义。
JC,看过,较差,2019-09-30 09:13:46,44,这是个四川航空宣传片吧，情绪渲染和转场全靠配乐+说话，剧本刻画点有点跑偏感觉，铺垫在了没用的地方……不知怎么了人物就都哭了。哎，电影应该说的是一个故事，而不是把片段拼起来，只能当宣传片了……低于预期，有落差。
孤岛影者,看过,较差,2019-09-28 21:36:06,42,首先剧情是非常标准的三幕结构：第一幕像是航空宣传片外加人民群像展现，第二幕是标准通过故事内外人物描写呈现的灾难片，第三幕是如张涵予见面会般等待的致敬以及英雄回归生活。其次想要向剪辑师致敬，平均2-3秒一个剪辑，他不累我都看累了，而所有人物走向都是生死经历后的感恩与感动，那前头蒙太奇所捕捉的人设也就毫无意义了。然后再到剧情槽点，实在是无力吐槽，如果有带本子可以记得抬不起头，但仔细想想这是献礼片那就这样吧（？？？）。最后再说回群像：机上乘客就是“56个民族56朵花”，隔壁航班机长就是“众志成城众口铄金”，以及航天爱好者等这样的“一方有难八方支援”（啊，真的不是在讽刺吗？）。看到鼻青脸肿的欧豪以及一脸蒙蔽的朱亚文，观众都笑了。
奇妙能力哥,看过,还行,2019-09-30 21:18:10,52,题材很好 拍的很烂 以上
heekuma,看过,推荐,2019-09-30 21:23:51,54,如果一些可有可无的人物可以不出现就更好了
深夜声噎,看过,力荐,2019-09-28 21:49:55,35,总算有部好看不错的，毕竟刘伟强，最美乘务长男姐超美棒哭!(片尾的原版也好美)，加一星，这才是正确的振奋人心方式，把牛做出来给大家看就对了，别老逼逼喊一堆口号，没有对比没有伤害，对比之下怒加一星，即使没有资格举手，也不打算生二胎，一刷杜比全景声厅，应该会是唯一二刷的国庆片，再刷个巨幕或IMAX版。李现是挺帅的。
Rachell,看过,推荐,2019-09-28 21:10:42,33,紧张的地方真的紧张。看到其他行业的场景。煽情的地方就太尬了。为袁泉加一颗星。
SleepWalker,看过,还行,2019-09-28 20:37:33,37,就别跟《萨利机长》比了，落脚点就不一样，前者是人物塑造＋事件还原，这个只是单纯事件还原，所以张涵予演得再拼命也没什么用，角色的剧作功能就限制死了。各路明星走马观花串场咱也不说什么毕竟多少还有点用，但强势插入关晓彤那段纯废戏是什么意思？看来博纳预算充足到没地方花了。事故前的众生相拍得算不错，几个群众演员存在感还挺强。回过头来，这片的片名起的真实操蛋，把“长”换成“组”就好很多，崇尚个人英雄主义不是美利坚那套吗，我们不是向来集体至上的吗？
江湖骗子,看过,还行,2019-09-30 21:50:09,45,很一般的电影……明明是很惊险的事 但太多民航其他的部门的人事出镜了 导致机上发生的事一直被分割 毫无刺激可言 而且黄志忠（李现领导）哭的那一刻真的是太好笑了……
okkkkkeai,看过,力荐,2019-09-30 23:21:48,43,袁泉真的好棒
托尼·王大拿,看过,很差,2019-10-21 21:15:01,18,“灾难”大电影，废戏一货舱。
晼晚,看过,还行,2019-09-28 21:55:42,39,能不能好好聚焦于机长、机组在危难时刻的表现？东一榔头西一棒槌的表现形式，将好不容易营造的紧张感消磨殆尽。脸谱化的人物，廉价的煽情，使这个本可以优秀的川航故事落后了隔壁萨利机长三十个紧急迫降。
天一久,看过,较差,2019-09-30 22:38:02,49,#中国机长#可能是期望太高……这是什么神仙剧本(╯‵□′)╯︵┻━┻没有好题材你拍不出东西就算了，现在硬件软件都齐了你就给我看这种故事？？？？这是什么老土到掉渣的审美和5毛抠图特效啊！你，告诉我为什么控制中心和塔台都搞的跟40年前奥特曼地球防卫中心似得？你看过20年前的紧急迫降嘛？！你看人家是怎么讲故事的！你告诉我2019年你拿这种东西出来你好意思吗？！莫名其妙大道理，莫名其妙煽情，真心太难看了……更是塞了一堆莫名其妙的演员进来，完全没有一个人物立得住。如坐针毡面无表情看完……我要再看一遍紧急迫降，萨利机长甚至更鬼扯的烈火凌云拯救我的血压【可惜了好题材……向真实事件中的相关人员致敬！！】——仅针对电影本身。【这片和烈火英雄一样，都是好题材，渣剧本，甚至渣的无比相似，仿佛出自一人之手，手动再见
狼牙土豆爱好者,看过,还行,2019-09-30 23:30:37,33,充分认识到了艺术来源于生活而高于生活了……加那么多明星 某些演员就只需要做做表情就行了 真的很尴尬 最后副机长都那样了 都不需要上救护车的…好在过程的艰险还拍的可以
兔小兔,看过,还行,2019-09-28 21:54:29,41,好故事，没讲好。感觉铺了好多线，反而盖住了主角光环。。想到一个老片《紧急迫降》，全片看完就记住邵兵演的机长多么厉害。看，这就是效果。普通老百姓根本看不懂那些飞行数据，副线就得解释。可并没有……可惜了。已不是无间道和雏菊 伤城时期的刘伟强了
江湖骗子,看过,还行,2019-09-30 23:29:24,34,"影片前半段可以给四星，但是后半段两星不能再多了。
另外大喊一声：
我爱袁泉！！！（超大声！破音！！）"
不脱袜子同学,看过,还行,2019-09-28 21:26:26,38,3星半吧，真实质感做的还是不错，中规中矩，故事就那样（“小正大”——小人物正能量大情怀），跟新闻报道区别不大，还是比《烈火英雄》强上不少，虽然某些大特写镜头和口号还是让人略感不适。对于川航太熟悉了，每次回家过秦岭基本都会遇上气流，空姐是真的漂亮，表示女演员都选长成那样的，没毛病：）
