用户,是否看过,评分,评论时间,有用数,评论
啸鸣梁先森,看过,还行,2017-01-28 17:52:01,60,已经是成龙近期最佳.国家主旋律玩出花.积极响应“一带一路”.重强调新技术和展示国力进步.习总怕是要点名表扬.但请把宝物交给国家.请把成龙还给香港.功夫配瑜伽空有形式.剪辑有不少地方省略过头.笑点依旧大多源于成龙.重回《神话》夺宝模式.沿用曲目改编意在情怀.神奇的收尾.很成龙又很印度.服气/6
kakakarl,看过,很差,2017-02-02 18:36:22,30,贺岁档全部看完，俩部印度垫底，这部排倒数第二。剧情几次出现断层，成龙式冒险和笑点，结尾仿宝莱坞歌舞不伦不类，极尽尴尬。
米粒,看过,很差,2017-01-29 20:00:02,127,一塌糊涂，演员很假，从男到女，从年轻到年老。配音什么鬼。
儿子,看过,很差,2017-02-01 15:03:04,56,莫名其妙
Suzy,看过,还行,2019-12-04 01:46:47,1,电影本身一般般，算作神话续集加1星，玉漱公主画像加1星
Skylet,看过,还行,2018-06-19 20:55:14,1,配音尴尬、多余。剧情不必较真，毕竟是闹哄哄的贺岁片，但张艺兴和母其弥雅的戏份是投资方强迫加进去的吧？印度女主是最大看点。片尾的舞虽远不及印度影片，但也挺欢乐的。不明白片名里为什么有瑜伽二字。
鬼腳七,看过,较差,2017-05-01 11:09:39,1,被结局惊呆了
huadelaolao,看过,较差,2017-02-12 21:56:45,6,张艺兴没拖后腿，李治廷不仅颜值担当而且功夫很不错！里面的印度美女也是很养眼！高配版的大闹天竺，动作戏份都很搞笑。
影毒肥佬,看过,还行,2017-02-07 18:08:26,3,讓李治廷接班吧 7/10
andybluea,看过,较差,2017-01-29 07:50:37,17,超级喜欢李治廷的长相和功夫功底，全程都是他自己在打，没有靠替身，演技也是可圈可点，张艺兴的演技就不提了，唯一的亮点在最后他的舞蹈，那是他最好的部分，因为不用说台词。成龙的功夫片八十年代就这个套路了，现在还是这样，最重要的是看起来虽然乏味，但真的打的行云流水，不用升格拖时间。
kanhi,看过,较差,2017-03-27 04:38:38,1,谁能告诉我反派为什么打着打着就被说服了？
ZeonGin Sou,看过,很差,2021-02-17 22:27:23,0,飞鹰计划精神续作。关键是，跟瑜伽毫无联系，这，这不就是2017年的《人潮汹涌》？
无敌英俊小甜甜,看过,很差,2017-02-03 09:41:18,20,剧情弱智，情节捉急，槽点太多满满的bug，不知道从哪里吐槽起……春节好痛苦，硬生生要要从一众烂片中选坨shi吃了
猫柒,看过,很差,2017-02-03 11:07:07,21,一个没有好剧本加持的中国面孔宝莱坞式烂片。
小米=qdmimi,看过,较差,2017-04-03 09:01:53,1,随便闹闹，不忍心一星
妞儿,看过,较差,2017-02-03 08:23:52,11,看的直困
skyscraper,看过,较差,2017-02-02 13:38:06,2,没什么内涵，就图一乐呵
桃子,看过,还行,2017-01-30 19:12:40,8,跟动物相关的段落都不错。结合地方习俗的小梗也挺有趣。掉书袋的部分很傻。很多莫名其妙不合逻辑插入的台词。配音糟糕。瑜伽没有依片名融入功夫。女主角，腰窝美！但，一不像印度人；二不像博士；三不像公主。片子贺岁感强，结尾热闹。豆瓣的评论说的好：冲着爸妈看完的笑容，就要给这部电影好评
yu,看过,较差,2017-02-03 12:20:09,12,尴尬癌都发作了
发条橙,看过,很差,2017-11-16 18:52:59,2,惊了，才知道这是《神话2》…
/\ 隱廂。,看过,较差,2017-01-29 00:32:37,37,两颗星都给迪拜飙车那场戏，除此之外乏善可陈。最后舞跳的很卖力，但是衔接真是太尴尬了。
好不起来了,看过,还行,2017-02-03 08:24:56,2,开头神印度无双/哎妈这不炊事班大周吗/一群老朋友撑场/印度小姐姐身材太好了鼻血/歌舞神了/
莫小巧,看过,较差,2017-01-31 21:22:53,12,开头一直到昆仑冰川之后的戏要好看得多，打斗趣味也更多。剧情有，但和没有一样，所谓教授的人物设定也几乎没有什么用处，套上什么身份都行。可能所谓功夫喜剧也就这样了，毕竟一个时代过去了。墙上挂了一幅《神话》金喜善。
李小庫,看过,较差,2018-03-06 23:45:12,1,成龙式的电影在本片里得到了很好的体现 故事很简单 剧情很跳跃 打斗很精彩 结局很圆满 氛围很欢乐 整部电影看起来都好像只是为了争夺“一块钻石” 在与反派的对抗中 不断地变幻场景 一言不合就开打 如果严格挑剔的话 该片在故事上的不足很明显 通过快节奏地推进 营造紧张刺激的氛围 打造欢乐轻松的氛围
根本英俊石小叔,看过,较差,2017-02-12 19:57:38,2,从卡通大片开头到歌舞结尾，没有一分钟不尴尬！狮子小杰克一星，跑车一星
CoCoTara,看过,很差,2017-01-29 12:24:32,82,辣眼睛
富嶽百景,看过,还行,2017-01-31 20:28:20,4,最后中印演员们齐舞简直欢乐。喜欢女助教的流苏上衣。李治廷也不错。家长比较容易接受，过年看的几部，麻麻貌似最喜欢这个。
M堺布桑,看过,很差,2017-02-03 11:46:23,18,一星给这么大岁数还出来打的成龙
荒野瑞式心,看过,还行,2017-02-11 18:08:02,0,觉得成龙很像阿汤哥。黑点与敬业并存。还是喜欢他的动作喜剧，漂亮的招式&看上去又贵又傻缺“高大上”设定。时代变了精神境界也变了要平衡的方面也多了。但仍很有娱乐精神。走肢体动作的喜剧路线就胜在更容易跨文化跨时代被接受吧
明善滿載,看过,还行,2017-02-02 17:21:05,1,结尾最搞笑:）
羊男的乌鸦,看过,很差,2017-02-05 18:31:55,8,20170105ifree。成龙唐季礼积极的赚养老金。一众妖魔鬼怪满世界的杂耍。印度演员演技可圈可点，中国这些就是让本来就bug的剧情更加悲惨
Proxima B,看过,很差,2017-02-03 00:19:31,17,实在烂到无奈
[已注销],看过,还行,2017-03-27 20:50:45,15,这部电影里的演员真的没有丝毫演技可言，去迪拜之前的部分无聊到我都要睡着了，好在后半部分还不错。张艺兴虽说演技不行，但他确实撑起了整部电影的笑点。
Ho_Fai,看过,推荐,2017-01-30 17:19:20,2,拜托啦，可以有6分的啦，比绝命逃亡不知好到哪去了。
团小纸,看过,较差,2017-01-30 17:37:21,38,成龙已经完美继承春晚体质，老套合家欢就是合格，但总归会因为没有新意而被抛弃。隔壁座有对母女是张艺兴粉丝，那么少而没意义的镜头都能high…太小看电影了
f,看过,较差,2017-02-03 08:22:11,17,烂片捞钱 好烦
爆米花教主,看过,较差,2017-03-27 15:30:38,3,刷新了《绝地逃亡》的烂
玉小狐,看过,较差,2017-02-03 12:34:07,12,也太烂了
张苑希,看过,较差,2019-10-23 00:21:27,1,体谅异国演员多台词对不上口型也就算了，一堆人冰天雪地探险寻宝居然连嘴里白气都不带冒的，浓浓的塑料绿幕感都要溢出屏幕了。感觉就是超超超低配版《夺宝奇兵》，再打点功夫、瑜伽擦边球，最后再卖点屈指可数的《神话》情怀胡乱炖出的一锅大杂烩。结尾的群舞还能更尬一点吗？贺岁档真是烂片捞钱利器。
Eco,看过,较差,2017-05-16 21:40:20,1,全球特效景观
爱睡觉,看过,很差,2017-03-28 16:24:41,2,炒冷饭的垃圾。。。
锅四二,看过,较差,2017-02-03 11:50:21,10,除了女主角很漂亮，别的都是在干嘛？
1先森,看过,很差,2017-02-14 14:02:52,5,人人都爱印第安纳·琼斯，但这部电影离夺宝奇兵不知多少个层次。抛不开的是闹剧般的剧情、糊弄事般的起承、薄弱至极的人物形象以及整部电影扑面而来满载的违和感，这样的作品要称之为电影着实都让我有些抗拒，哪怕是成龙原本最精华的动作戏中的精华与灵魂也一并丢给了资本，愿你在晚节不保的名录里安息
半个桃李林檎,看过,较差,2017-07-01 16:15:18,1,不知道Jackie Chan为毛如此执着于文物考古，但对于文物和动物的设置又如此漏洞百出。多一星给宝莱坞美女。连原声也懒得重新配，竟然用舞曲版的《神话》。。。
雪,看过,很差,2017-05-28 23:46:17,1,打得還沒跳得有誠意
bay135,看过,还行,2017-02-05 15:16:17,1,比较失望。。我以为至少是个合格的娱乐电影。但不管是故事，支线内容，动作奇观，还是笑点都很一般。。。除了印度美女的颜值在线。。
球宝宝,看过,力荐,2017-01-28 10:31:48,17,成龙版印第安纳琼斯。。套路非常非常非常oldschool。。就差复制西方中心主义了。不过作为一带一路宣传片。。美女很多，挨个都让人无心看电影。。信息休克这个老冒险片技巧用的很完美，也是最像夺宝奇兵的。眼花缭乱让人来不及细想，就是坠吼的。
Diva Tequila,看过,较差,2017-04-02 23:40:46,2,没笑点 就是印度姑娘养眼
浅浅yozoh,看过,较差,2017-02-03 08:30:16,8,这像是为党拍的电影，一带一路这样的话都冒出来了，这是中国在与外国建交嘛？
魔吉觉吉末,看过,很差,2017-02-02 14:31:34,8,这和瑜伽有什么关系？略微带到了一丝文化底蕴的东西 哎
纤纤,看过,还行,2017-03-18 18:01:31,1,成龙大哥这个年纪还在拍打戏，真的挺不容易，故事一般，有的时候感觉打得挺突兀的。
蓝抑郁剂 Lily,看过,很差,2017-05-06 01:07:34,1,当看到弱智结尾反派跟着载歌载舞的时候，我忽然联想到了喜羊羊灰太狼以及熊出没等等动画片。可怜的一些老人对动画片嗤之以鼻，对这种低幼化的剧情，成龙历险记一般的拼凑却看得津津有味，真是悲哀。
Sanders03,看过,较差,2017-04-04 10:03:13,2,狗看
梅岭藏殊梅长苏,看过,较差,2017-12-28 10:59:50,2,最后突然就尬舞也太尬了
海山·野火,看过,很差,2017-04-02 20:25:25,1,味同嚼蜡，毫无诚意。还不如大闹天竺，大闹天竺看过之后还能有一点稍微感动人心的地方，这部简直就是直接告诉你它连骗都懒得骗你。
伪减肥中的阿谦,看过,还行,2017-04-19 21:56:47,0,故事好差，打斗也不是很有趣了。
小熊QQ,看过,较差,2017-01-28 19:16:11,64,2.5
收音鸡·老陈,看过,还行,2017-03-13 18:51:46,1,170129~~算是成龙大哥+唐季礼搭档的及格片儿吧:)~~
茱萝纪,看过,2017-01-30 21:35:11, ,9,看到宣传辟谷就想扣分，文物一尘不染也是醉，看到古金币放嘴里咬这样好吗，一带一路喷了，里面的土狼是斑鬣狗，场景蛮好，印度美女好看。
辣舞斯旮雷特,看过,很差,2017-10-04 20:50:00,1,一些演员挺好看的。但作为电影，不合格。
清舞翩翩,看过,还行,2017-02-27 16:28:23,1,主旋律 迪拜飚车 狮子老虎抢戏！！
离庭鹿,看过,较差,2017-02-02 04:28:54,16,跟瑜伽有神马关系？ 于20170201
炘少,看过,力荐,2017-02-05 20:38:38,1,成龙，最喜欢的中国影星之一！！！
Lonely,看过,还行,2017-05-02 04:21:45,0,勉强给个3星。。。李治廷不认识，看完一直以为是王力宏。。。汗。。。
潜意识,看过,很差,2017-04-06 10:36:06,1,神话2，连母其弥雅都整了呵呵。
se7en,看过,还行,2017-02-03 10:35:57,6,印度美女身材太好
阿尔法,看过,还行,2017-04-04 09:55:25,0,制作很精良
浩子菌,看过,很差,2019-03-12 17:58:10,0,艺兴警告，成龙老本吃得差不多了啊，别接了
狄飞惊,看过,较差,2017-03-31 20:45:25,2,成龙的电影越来越像春晚了，除了频繁出现“国家”“一带一路”之类的大词，女演员也搞上人海战术了，走马灯般眼花缭乱，简直分不清谁是谁。
一海砖头,看过,较差,2017-02-03 08:24:11,11,睡着了
SingLesinger,看过,还行,2017-07-22 19:34:38,0,这主旋律拍的厉害
张博,看过,很差,2019-03-17 19:16:16,2,本来想打两星，看到曾志伟，减一颗星。这片子里的几个年轻人演的那叫一个车祸现场。
可爱的骨头,看过,很差,2017-01-30 16:09:28,10,你当我是傻逼么！
梵目,看过,较差,2017-01-30 18:13:47,19,大型鉴宝栏目之走进宝莱坞
大头大头,看过,很差,2017-02-03 19:54:29,13,现在是2017年，动作场面还用升格处理，显得很儿戏。整部电影的故事，台词，表演也都如同儿戏。
Chain,看过,很差,2017-04-15 13:00:04,1,假。
岛上的夏奈,看过,很差,2017-08-22 22:29:14,1,给片尾的舞蹈一颗心好了
荷尔蒙看电影,看过,很差,2017-01-28 01:43:05,234,瑜伽？功夫？什么跟什么，年初一熬夜看了个烂片
Macadamia,看过,较差,2017-03-30 12:44:12,2,印度版神话 东拼西凑一堆画风不搭的人一起演最后还真一起跳了段印度舞
Chris  一切由无聊开始,看过,推荐,2017-08-07 09:19:49,1,在很多方面上都看出成龙的老风格，对于我这种成龙影迷来说，挺满意的。打斗方面早就没有绝招了，这个我有预期，但是其中的想象力还是很好，有几段很有意思。李治廷承担了各种当代格斗技术，挺花哨，有难度也有观赏性。在一些特技的帮助下，完成很好！不是专业的，但已经胜过绝大多数业余的。张艺兴脸残
我是大皮哥,看过,较差,2017-02-06 19:27:20,5,刷完整个春节档新片，可以认定《功夫瑜伽》和《西游伏妖篇》是我心目中的两大扑街（然而人家就是俗就是恶趣味就是能卖你拿人家什么办法？不过相比起去年已经难卖了很多）撇开文不对题的片名不谈，故事的脉络和桥段设置也是支离破碎像是剪贴画大赏，单独拎出来看那更是满目的低级趣味和咖喱风情，虚得慌
NICOLE,看过,很差,2017-01-28 19:56:54,59,剧情智商掉线 勉强看在几场较精彩的动作戏和致敬神话的歌舞 一星不能再多
書衣偵探華斯比,看过,还行,2017-01-29 18:17:24,13,三星半。《十二生肖》风格，成龙式功夫喜剧，讲历史文化，用高科技探宝，打斗，飙车，挺乐和。比《大闹天竺》好看，《大闹》太闹腾了，用力过猛。
天蝎小猪,看过,较差,2017-02-04 11:50:17,9,吃老本吃得还不够吗？连打斗设计都没啥新意，片尾的好人坏人一家亲式的阿三歌舞则“硬植入”痕迹太强。本片唯一的笑点就是那头狮子吧，然后就只能啧啧于印度美女的颜和曼妙身段了。
半日光辉,看过,较差,2017-10-03 22:22:52,1,追车戏能看睡着，全程尬演啊。
人线鱼饼的干,看过,很差,2017-02-05 05:46:59,10,啊。为什么要浪费人生。
