用户,是否看过,评分,评论时间,有用数,评论
寒枝雀静,看过,推荐,2018-12-07 11:47:58,67,C＋/ 前半段还以为不过是插科打诨强行炫视效卖动作复古美术的海洋版《黑豹》，后半段则把后者的瑕疵都打了个包扬弃。当主角从国族、血统、力量与对立翻转到人类、混杂、沟通与融合，影片的历史臆想语境完全变成了现实，进步与落后、技术与自然的对立也走向汪洋大海的联合。在这个不断崩溃甚至滑落到倒退边缘的世界，居然还是要靠好莱坞宣告虚幻的平等，这恐怕才是处于文化交界处的真正的Crazy Asian温子仁之力量所在。
踢迩达,看过,还行,2018-12-07 11:08:47,152,温子仁就像一个从没拍过特效大片的暴发户。两星半，降降火。
同志亦凡人中文站,看过,推荐,2018-12-25 15:47:59,53,轻轻松松、啪啪砰砰，这样的超级英雄电影不挺好？温子仁真DC良心大管家——从头到尾堆特效，经费才烧1.6亿！欣赏不来海王徐锦江，51岁的妮可真的美炸了~~~~~
伯樵·阿苏勒,看过,较差,2018-12-04 16:56:08,289,《啊，垮男》…
姨妈的鸭,看过,推荐,2018-12-08 19:21:06,60,特效和场景都非常不错，但是剧情和主角都非常不真实，唯一的真实人类就是那个收到新衣服以后改颜色镶铆钉的生命力很旺盛的青蛙反派。
恃南林以司,看过,力荐,2018-12-07 03:22:32,827,"我收回妇联3的五颗星，文艺片才不分高下，商业片只争第一，今年第一，海王。瓦坎达野人方阵在海马禁军和克总触手、闸蟹狂战士面前没有一丁点排面，没有！泰坦星战士用虫海丧尸战术和铁人三项杀敌？多发展几万年全转基因紫薯去了？你打嘛呢弟弟？打不来架就不要打。啥叫格局，海王振臂一呼，
诸天鱼虾蟹卒，听我号令，天不生我阿Q曼，DC万古如长夜，封狼烟，点海马禁军千骑，撒孜然百缕，随我先斩MCU后军贼首，得胜归来，共饮索尔神血，赏汝千杯！杀杀杀！DC干死漫威，亚特兰蒂斯万岁万岁万万岁！"
Doublebitch,看过,推荐,2018-12-07 02:38:20,44,今年最瑰丽的视觉奇观、最燃的群战、最浪漫的吻、最孤独的海怪都在这里了。
木由,看过,推荐,2018-12-22 02:20:10,21,实力心疼一波帅弟弟，爸没得早，妈妈不想，舅舅不疼，女友还劈腿，一心致力于环保，辛苦20年结果沦为阶下囚。至今不能相信海王居然靠嘴炮说跑了史前大怪兽，以及最后打败弟弟的绝招竟然是齐天大圣定海神针同款用法（耍棍棍）。良心推荐，画面实在是太美了，带着信号弹驱散海怪坠入深渊一幕太梦幻了。不过话说回来，人类倾倒的石油和垃圾怎么处理请海王陛下下集好好讲一下。
扭腰客,看过,较差,2018-12-08 03:08:16,93,超级英雄的外衣下，还是古希腊神话延续至今的烂梗：“半人半神”的混血王子，半道上杀出来逼宫夺嫡。这个视效炫酷，还担不起五星级好评。未来几年，真正能在视效语言上革新换代的，可能还得看詹姆斯-卡梅隆。
黑狗成,看过,推荐,2018-12-07 02:37:29,29,阿凡达夺宝奇兵魔戒黑豹邦德侏罗纪环太徐老怪，烫金蛤蟆皮神秘暗示，招魂精灵男反骨自嘲，亚裔王温子仁自我毁灭，第一部当最后一部做，进化为不具名影坛海怪，苍蝇头坎爷可以活十集。
王奋斗,看过,较差,2018-12-07 12:01:13,86,一片混乱，神话、魔幻、超人、怪兽、异形的大杂烩，还有中国功夫，西洋神拳。所谓的海王，不过傻、大、笨、猛。广告吹嘘的海底世界，模模糊糊，傻傻看不清楚。
大海里的针,看过,推荐,2018-12-07 13:37:24,32,海底版《阿凡达》+《星球大战》，出现了目前为止最符合超英电影主题的一句台词：国王为自己的国家而战，而英雄为所有人而战。
北落師門Hiruma,看过,较差,2018-12-07 22:18:15,48,我真的是dc粉，但这剧情真的跟雷神没多大区别，到底哪来脸吹仅次于黑暗骑士和海底阿凡达？还有吹像指环王的，这部一看就是特效团队堆出来的爆米花毫无人性光辉的电影到底哪一点像指环王？可能我自带杰克苏/玛丽苏免疫，对男主这种血统流和装备流玩家毫无好感，这些年大家看更加无脑的复联看太多，才会对这部如此拍案叫好，还说是dc翻身之作，可见之前dc的那些拍得到底有多差。
顿河,看过,推荐,2018-12-10 23:57:16,14,多个一星，给最后的孙悟空。讲的是找龙王借定海神针，率领虾兵蟹将斗败六耳猕猴的故事。讲的也是青铜圣斗士角斗失败后找到黄金圣衣，战胜白银圣斗士的故事。影片的动作场面大大优于舞美，海底世界大概齐有西游记的影子，至于服装造型就更有些露怯。漫威DC的最大贡献在于把罗马半神人的形象具化了，贡献了男有美队雷神黑豹海王女有神奇女侠黑寡妇海后一系列长腿波霸。
张鹏,看过,力荐,2018-12-07 10:20:29,87,天空属于卢卡斯 陆地属于杰克逊 海洋属于温子仁！！！
女神的秋裤,看过,力荐,2018-12-07 21:47:33,51,前半段是高质量的好莱坞爆米花，不过是动作和特效的刺激，开始怀疑刷口碑。结果海沟国之后全程开挂！那画风、那色彩和运镜，碾压十个扎克·施耐德！角色和感情真正的带入，风格完全不是DC，类似但也不是漫威，那是温子仁，温神牛逼！
科林,看过,还行,2018-12-04 23:20:53,42,此番DC完全摒弃暗黑元素，通篇逗趣诙谐。海底版《阿凡达》、水下版《星球大战》、汪洋版《创战纪》，情节撞车《黑豹》，细节惊现《侏罗纪公园》。多场打斗戏长镜头拍得好看，Amber Heard美得不可方物。最爱海王海后手举红光沉入海沟国的桥段，阴森诡异、剑拔弩张，很有质感。果然，我还是更爱拍恐怖片的温子仁~~~
阿飞,看过,力荐,2018-12-07 10:41:22,80,把他留住@华纳
线段树,看过,力荐,2018-12-07 01:12:15,76,温子仁说他要休息！你不许休息！你给我接着拍！
荔枝超人,看过,还行,2018-12-08 15:33:16,18,温大侠还是品性难移，每次对话没讲完和歌没放完的时候就突然爆的一声，吓人吓上瘾。还是说，你们要把三部“魔戒”的体量塞入140分钟的电影实在太赶时间。
路上耽搁了一下,看过,较差,2018-12-07 02:32:34,79,文戏太尬！台词和剧情发展都没有达到可以接受的基本水平。特效真的不错，好到让我感到很可惜，因为宏大的场景只会让我觉得“这他妈是想干什么”。喜欢一门心思看海底世界和星球大战的强烈推荐，对超级英雄的剧情稍微有点要求的强烈不推荐。
托尼·王大拿,看过,推荐,2018-12-09 11:13:20,22,Talking to fish 这个梗玩的妙啊，整体也是有板有眼的精彩；所以说DC要是早点找温子仁、詹金斯这些个按部就班堆桥段、攒特效的导演按基本形成的超英类型片框架去构筑电影宇宙而不是使出钦点某某某做总指挥还用另一个某某某演蝙蝠侠这种自毁型大招的话，现在或许已经可以看到漫威的后脑勺了。
猛汉世雄,看过,力荐,2018-12-08 21:28:08,34,好好看哦，爽死了，怎么拍得这么二次元，海底世界那几个国家做得像迪士尼动画一样超绝绚丽又各有特色，整个故事也像迪士尼一样温馨，女主角甚至有一头小美人鱼爱丽儿般的绝美红色长发，最后那场海底战争更是做得爆炸好看，不过挨打的都是鲨鱼鳄鱼海马和雪蟹，好可怜，请狗逼海底人不要打鲨鲨好么！海底人也太不爱护动物了！我要再去看一遍，视觉狗的飨宴！香！
汽车大师,看过,较差,2018-12-07 22:12:48,43,2018老明星美颜爆发年
南悠一,看过,较差,2018-12-08 00:31:25,31,我爸爸是灯塔守卫者美国，我妈妈是拥有智慧的英国女王，我爸爸和我妈妈的爱情拯救全人类。
琦殿,看过,2018-12-07 14:20:47, ,24,拜月教主征服了海洋
Carf,看过,还行,2018-12-23 22:57:41,2,再有想象力的魔幻大片，也还是宫斗剧
江寒园,看过,较差,2019-01-29 22:35:47,6,挺无聊的：1，我们也有龙宫传奇，有龙王，东海龙宫，三太子，为什么就不能拍出自己的海底宇宙；2，故事情节老套，与黑豹、雷神系列重复，都是兄弟俩争夺王位；3，意义低，太过于借重外物，黑豹之于战服和植物液，雷神之于锤子，海王之于三叉戟，在这里物（武器）的意义大于人本身，可是难道不是应该凭借自己本身的实力，武器只是外物作为凭藉。它可以快速让人实力提升，但是最终大宗师是要达到片叶飞花皆可伤人的境界，这里的所指意义层次没有我国古代典籍小说三层次明确有理。4，DC一贯的臃肿。
张春[阿卡纳],看过,推荐,2018-12-09 17:21:22,11,我不懂为什么口碑这么好诶。当然特级很炸了，但是故事真是让人毫无感觉嗷。没有一个人有性格，没有人做事有说得过去的原因…
乔京,看过,还行,2018-12-07 11:48:19,24,咸水国大战看饿了
丁丁虫,看过,较差,2018-12-12 16:25:03,15,蠢
筷喜旺,看过,还行,2018-12-09 16:18:14,4,深海版黑豹aka黑海豹，连密恐部分都可以一样我也是服了。真的难看，我现在只想看ginger系列的色情片洗洗脑
银谷,看过,推荐,2018-12-07 14:18:35,11,就是那种下班后可以和朋友们一起约去看的无脑放松特效大片啦，特效确实是最顶级的，很多恢弘的场面会让你忍不住发出“原来特技已经到了这种程度的”惊叹！但然后呢？剧情太乏味了，到最后也没有任何反转，温子仁的节奏控制和场面调度确实无话可说，海沟那段把拍恐怖片的看家本领全拿出来了，但在人性的深度挖掘上就很匮乏了，什么比肩《黑暗骑士》和《指环王》真的是非常呵呵。
丝丝痒,看过,很差,2018-12-07 16:42:39,37,呃，怎么说呢。本来不应该对这种类型的电影有期待，但是真的硬伤太多，剧情很傻。一言难尽的不好看啊。
范克里夫大尉,看过,力荐,2018-12-07 12:24:25,14,特莉丝梅丽葛德大战钢铁兄弟会！
Winnie,看过,较差,2018-12-12 21:16:13,6,我真实地在电影院睡着了……
[已注销],看过,还行,2018-12-10 17:55:03,3,3.5吧，有两场追逐戏不错，一个爆炸爆的很漂亮
面包面条面饼,看过,还行,2018-12-14 02:48:00,4,读得罗马史 抱得美人归 n.b. Romulus传说中就是弑兄 at 大融城
哼哼.floweray,看过,还行,2018-12-08 20:45:28,11,"憋了这么长时间，还是说点题外话吧。
超级英雄，更爱日系，日系更爱奥特曼，奥特曼更爱昭和系，昭和系更爱赛文，赛文更爱《我是地球人》，因为有人文关怀，有历史反思，有人与自然的二元辨析。
美系不是没有扛把子，而我只认没有超能力的蝙蝠侠。蝙蝠侠只爱黑暗骑士系列。
此后，漫威也好，DC也罢，陷入了票房，政治正确，IP等太多窠臼，矫情点说，忘了人本。
即便复联系列，看似高屋建瓴，俯瞰人世，也不过是“救世主情节”的反其道而行之。
现在这世道，恶人遍地，也只能在大荧幕上自慰。
算了，你们开心就好。"
文森特九六,看过,力荐,2018-12-07 21:44:14,8,温子仁，二代山姆·雷米正式达成！
Neroat,看过,推荐,2018-12-23 16:51:31,9,好看。特效精彩，想象力丰富。还有男主角太MAN了，好性感！女主角超美的！一路看下来觉得视效很爽，剧情也不错，温子仁水平挺不错。
過期貓糧,看过,推荐,2018-12-08 09:56:41,5,嚯！圣斗士要这么拍多好啊～跟看海皇篇似的～白银果然还是干不过黄金啊！DC这次表现还不错～
基瑞尔,看过,推荐,2018-12-07 18:26:55,8,宏大如英雄史诗，七大王国和权斗让亚特兰提斯和背后的世界观变得气势恢宏；好笑浪漫如生活片，主角作为outcast第一次适应新身份有着很古怪可爱的反差萌。前段的背景铺陈不冗长，中段用爱情亲情调剂，最后再大气收尾，编排得不让人无聊。此外Nicole和Amber组成了超英片里女性角色最高挑亮丽的“风景线”。特效中的“飞水风中转”和“万兽齐游”很壮观，算是一个不错的开局。
Derridager,看过,还行,2018-12-07 21:21:29,8,直到中段才解决我“为什么海洋和大陆共享一种regime”的疑问，原来是传说中陨落的人类之城，所以“本是同根生”啊。这次超级英雄的蜕变走的是古典路线，回到了古罗马文明（更准确地说是神话中的王子成长叙事），而不再是嚼烂的冷战叙事。全片也充斥着对久远无考的文明之膜拜、敬仰，历史厚重感盖过了类“黑豹”的粉丝向服化道（看完还是觉得这个审美实在无法与中土世界相比，像是cosplay）。故事从“原初失落”开始，主角被自责和half born bastard的身份驱动，同时先天下之忧而忧的设定虽然被抹上罗马风味，但还是忍不出想了一下中国式庶子上位故事。至于为世界和平停战，不过是因为权力更迭，海洋和大陆（象征着国家之间）才能继续保持着动态的张力，毕竟你我的边界都需要对方的存在才得以成立，不算大同。3.5
天马星,看过,推荐,2018-12-08 23:20:42,9,流畅的运镜、瑰丽的奇观和张弛的节奏足以值回票价，更让我兴奋的是温子仁集商业类型元素大成——从「哈姆雷特」的王子复仇到「古墓丽影」的惊险探秘，从「印斯茅斯的阴影」的克苏鲁恐怖到「罗马假日」的唯美爱情——打造出一部难以定义的新超级英雄电影。然而最让我惊喜的还不止于此而是，温子仁在一个西方希腊神话故事的外衣下暗藏了一个东方功夫宗师传奇，东西方的文化元素在温子仁手里玩味得如火纯青，这一点比朱浩伟的全亚裔「摘金奇缘」更加值得赞许。当然以上三点是在牺牲了人物形象塑造与主题表达统一的基础上实现的，这也是《海王》最大的遗憾，因此《海王》可能算不上神片，但绝对是DCEU的救市之作。
头你别疼了星人,看过,推荐,2018-12-07 20:15:46,11,我站小王子！一个缺爱的中二少年。音乐厉害，虽然一段一段连不太起来（西西里房顶上忽然就超级玛丽feel了），但胡来得很带劲。
LORENZO 洛伦佐,看过,还行,2019-01-29 04:43:52,6,3.5 恭喜大家又有了一个逗比偶像，最后的大战一群小海鲜往屏幕飞来的时候我张大了嘴。
巽,看过,推荐,2018-12-17 20:24:53,7,吹爆小温！作为一枚顶级恐怖片导演小温的审美实在太优异了！！！视听水准甚至超过watchmen成为我心中的NO.1！很中二，很西游记，奇妙的没有一个我特别喜欢的演员但每个角色都很讨喜。什么时候正儿八经的西游记能到人家这种工业水准啊…（哀怨的看着老怪…（最后！克总万岁！！！！！
琼斯黄,看过,较差,2018-12-08 01:12:45,18,为了不断变化的视觉奇观牺牲掉人物塑造和有序的节奏感，奉献出超英史上最烂文戏之一，海王兄弟可萌可猛还没有正义联盟里来得立体。兄弟阋墙，彩虹桥，踩着神兽们降临的海武神分分钟穿越到雷神。睡在鲸的肚子里，召唤鱼群才应该是大海之主的超能力啊为什么要给我看“亚瑟王与金箍棒”？海底异世界的美术设定完全无感，花哨却毫无想象力，音乐更是各种风格随意衔接，开篇灯塔上唱起歌，就觉得这片子可能不会好了……
貓小三的意思其實是如果先生,看过,还行,2018-12-23 23:05:50,7,场景设定的美术和人物设定的美术相当分裂。但对两者都有一种像是看了一场闽南黄金新娘式的抵达极致俗艳体验的感觉。这种美学是自洽的、地味的、坦坦荡荡的，但我还是睡了好几觉。
胸口碎大石,看过,力荐,2018-12-07 13:18:02,17,8.5分，海王这种硬朗粗犷的风格好喜欢，能感觉到是一部精心打造的电影，摄影很棒，海底国度和人物动物造型都有浓浓的复古科幻风，非常喜欢，而且很衬那种“long live the King”的气场，原声贴合主题，没有一味强调气势，柔和中有力量。DC宇宙中，海王有点二，小闪是真萌，大超老爷相爱相杀，神奇女侠颜值担当，钢骨……额。
UrthónaD'Mors,看过,推荐,2018-12-07 13:09:39,9,Salav nos Star of the sea                                                      看了一场上天入海的侏罗纪、阿凡达、异形、指环王、海底二万里大戏。海花乱坠～终于从海王这里get到了肌肉之驱的美感193小公主名不虚传～ps威尔森已经是温导的御用男演员了吗？好想问妮可驻颜术是怎么练的，颜值仿佛回到《小岛惊魂》时期简直太抗打。女主海底装很像是穿了紧身衣的小美人鱼。哦！btw最后的彩蛋我只想问为什么黑人兄弟你的命那么硬？期待温子仁来拍第二部
竹顶针,看过,还行,2018-12-19 00:02:40,15,什么群英荟萃，明明是萝贝开会…
小海,看过,力荐,2018-12-13 20:43:16,8,越来越感觉到，流行文化中的绝大部分，本质只是对经典与伟大作品的模仿和荟萃。不是说它们不好，而是如果我们浅尝辄止，停留于此，只会成为流行文化的奴仆。
bymbrofeng,看过,还行,2018-12-24 08:00:34,8,一个视觉冲击较大的情节：海王的爹妈分开20年后，老爹正常的发展成为一个谢顶大肚子的中年男人；但是老妈容颜完全没有变化。。。
明安,看过,推荐,2018-12-09 22:46:27,9,温子仁！温子仁！温子仁！还有妮可基德曼！然后没有了！
小天猴大眼萌,看过,推荐,2018-12-08 22:28:30,4,特效太惊艳了吧，海底大战这个气势恢弘完全不像投资1.3亿啊，各种恐怖电影梗真让人开心，湄拉的脸海王的脸奥姆的发际线真让人想舔，西西里岛配乐的电子游戏感真可爱！情节剧嘛不就是看个爽，还要啥人物弧光又不是拍艺术电影，过不过分嘛！
柏林苍穹下,看过,还行,2018-12-10 20:00:32,11,新瓶装旧酒，技术层面之外乏善可陈。
大-燕-威-王,看过,力荐,2018-12-09 20:04:31,8,面对马王我还能说啥，身材美丽的大牲口哟！！！嗯，而且他由于骑了海马，从马王升级为海马王了……女主很漂亮，就是她的礼服裙，脖领子那一串老醋蛰头让我有点出戏~
mumudancing,看过,还行,2018-12-18 21:59:26,7,《宝莲灯》海外版
Abe,看过,还行,2018-12-08 22:03:23,5,派脆秃很努力了！发际线都这么高了还梳了个这样的发型，而且台词耻度还这么高
小区爱豆,看过,还行,2018-12-08 21:20:38,6,温导，商量下能不能海沟族大冒险来一集单独的？觉得那里最猴看惹。另外。为什么我那么替奥姆感到惋惜啊！真的是从天而降一个哥，刷拉拉未婚妻没了三叉戟没了王位没了妈有了又没了。
danyboy,看过,力荐,2019-02-03 22:39:53,10,大概是因为一年没看电影了，觉得这部超好看，极大满足了视觉体验，而且觉得在这样一个简单的情节下，还能把东方与西方、古典与现代、武打与枪战、恐怖与幽默、打斗与解谜糅合的这么好。音乐很棒，揭秘虽然少但因为没想到还有所以也颇收意外之喜。最满意的观影感受则是和同样一年没有看过电影的内子的轻声对话：这是龙虾，这是鳕鱼，这是螃蟹，这是皮皮虾，这是鱿鱼……
海边的索塞罗,看过,2018-12-08 22:29:45, ,11,作为一个只有两百多年历史的国家，美国人正在通过一系列漫画英雄构建自己的现代神话体系，以弥补自己的神话缺失，当然和这个国家的多元性一样，这些漫画宇宙也是兼收并蓄的拿来主义。而《海王》是其中最具有神话气质一部，并且它继承了商业片前辈《星球大战》《指环王》《阿凡达》这些顶级娱乐产品的优点，既有瑰丽的视觉塑造和特效水准，又有恢宏的史诗场面和历史传说。《海王》的格局超越了所有的漫威爆米花，在DC电影里也会是非常独特和重要的一部，作为一个漫改电影的黑粉，我竟然也被它打动到了。剧本沿用了王子公主爱情童话的古老故事模型，并加入了冒险探秘和宫廷政变夺权这另外两种通俗模式，虽然没有上述提及的前辈大片的开创意义，但确实达到了爆米花电影的上限。
Steamed Punk,看过,推荐,2018-12-07 02:43:44,16,吹爆温子仁！文戏尴尬但是武戏太slay了完全不够看，还非常私心地加了几场jump scare。DC真人电影终于有翻身的一天了我爆哭
王俊俊,看过,还行,2018-12-07 02:25:10,6,"看完深夜第一场，还在回味中。电影唯一的缺点就是故事太单薄，无论是情节还是人物关系，都非常老套，而且还改了很多漫画设定。但是画面镜头、视觉效果那是真的美！
就不提打斗动作，激光武器特效了，光是虚构的海底世界，就称得上梦幻！海底星战，海底阿凡达等等名词估计都是观众第一反应。就这个水纹视效，估计可以冲一下今年奥斯卡了。电影对海底亚特兰蒂斯的再现，有一种第一次看阿凡达的感觉，海底建筑灯光美轮美奂。女主角的服装和颜值也给人印象深刻。但是给我印象最深的，其实还是海王#和媚拉公主潜入海沟国的镜头。安静深邃的大海，一点红光避开一条生路，成千上万的怪物环绕危机四伏，却偏偏安静地让人窒息。下到海底，别有洞天，让人豁然开朗。一切都太美了。"
