用户,是否看过,评分,评论时间,有用数,评论
画船听雨眠,看过,推荐,2019-02-05 11:29:50,2903,1、还是熟悉的韩寒风格，没有浮夸的表演和台词，没有刻意地营造笑点和燃点，就是通过一个半小时的娓娓道来，让观众不知不觉中收获欢笑、热血和感动。2、配乐超喜欢，跟电影的基调特别搭，再次在电影院听到《平凡之路》很感慨。3、最后半小时在巴音布鲁克的赛车戏精彩，韩寒拍起自己热爱的领域果然是驾轻就熟，游刃有余。4、韩寒三部电影看下来，真的是一位很稳的导演，也许出不了经典，但底限绝对是有保证的，真的很棒
芦哲峰,看过,还行,2019-02-06 09:26:28,15,韩寒小聪明，爱抖机灵，因此一部标准的韩寒式电影，就会充满抖机灵的段子。喜欢他是因为他的段子抖得机灵，不喜欢他是因为他的段子抖得不够机灵。可谓成也段子，败也段子。至少也算片如其人吧。
泪汪汪,看过,推荐,2019-02-05 10:51:52,1600,会感动是因为我耶有热爱并且想一直坚持下去的事情。韩寒也不再是一个段子手，讲了一个完整的故事。演员选的真好。
渡口无边,看过,推荐,2019-02-05 09:27:39,1078,三星半。回到自己本职的赛车领域，里面也夹带了很多私货，他的经历让这部片子内里增添了一种能让人信服的情怀和本真。饱含了直男土味和中二的热血，糅合了漂泊理想，韩塞的电影缔造了一种非科班、野路子出身的独有气质。前半段的故事欠缺整体性，拼凑感太强，但结尾巴音布鲁克一战却还是意外被戳动。飞出悬崖，飞驰人生。
昼夜售蓝,看过,较差,2019-02-05 10:36:06,3265,坐拥资本和声望，不明白为什么第三部了还在拍MV电影。
爱情海,看过,力荐,2019-02-05 10:55:21,724,我本以为这样竞技题材的电影会更加偏向男性受众，但看完电影身为女生的我真喜欢的不得了，台词上笑点密集，新梗不断，少了几分文艺的温吞，加快了电影的节奏性，将硬核的比赛过程、解说和温情好笑的剧情主线搭配得恰到好处，在赛车戏部分太牛逼太让人过瘾，高水准的飙车戏，燃到令人目不转睛。还有个大亮点就是黄景瑜饰演的赛车手帅爆了！很出彩!
The Gemini Uspl,看过,较差,2019-02-05 08:55:31,2172,nothing special...
1.9,看过,很差,2019-02-05 09:30:01,9629,杂乱无章，不伦不类
鱼虾入梦ee,看过,推荐,2019-02-05 09:58:33,531,普通老百姓看完谁不想点开QQ飞车呢？
谢谢你们的鱼,看过,还行,2019-02-06 22:14:17,22,比想象中稍微好一点，相比之前韩寒的电影有了一些相对正常并且工整的电影意识，不过，整部电影依然非常非常的普通。说是一部励志片，但是每一秒钟都可以感受到导演兼编剧的韩寒那种由内而外的自恋，既不花时间展现人物的境遇，也没有为人物设置太多障碍，一切的情节设计都来无影去无踪，故事线可谓是一平到底，情感表达肤浅得可以。到最后，你可以发现这个不过就是韩寒对于自己人生的致敬，毕竟，他真的从来没有经历过什么真正的绝望，也绝对不可能拍出真正有力量的电影。
jousennn,看过,力荐,2019-02-05 10:03:16,349,尹正钢管舞跳得真好，人生如歌…梗如果多用几次就不好玩了，但是就是很喜欢沈腾！！
晚不安,看过,较差,2019-02-05 12:50:29,924,这不是电影，这是段子视频合集。废戏一箩筐，还自以为特幽默。功成名就的中年男人对loser是有什么误解？成功和失败都来得那么突如其来，和《新喜剧之王》一样试图用港乐拉好感。我看到的不过就是钱，用钱堆砌出一个个取悦观众的镜头行货。我必须承认，韩寒现在和郭某一样是个商人。作为车手，他当然要炫技并且夹带私货，但是说实在话，赛车段落压根没有拍出紧张感。贩卖煽情语录就算了，还在黄浦江边贩卖小镇感。掌握了资源以后，他当然可以用电影实现童年梦想，但是他根本没有拍出当年让他震撼的商业片。作为初中读完全套作品的前书迷，我知道这部电影是献给逝去的徐浪。但是，它真的不配。建议重看杜琪峰《阿郎的故事》。
暴富的女孩是我,看过,推荐,2019-02-05 10:22:41,415,剧情前半段笑点密集，不尴尬的那种笑点，后面的赛车戏份，很喜欢，速度激情人生理想，可以说因为已知原因，这部电影里的赛车戏是目前国内最专业的了。就是没看够。
SS808杨钰莹,看过,力荐,2019-02-05 10:18:13,245,长路奉献给远方，玫瑰奉献给爱情，我拿什么奉献给你，我的偶像。反俗套，实温情，热血不凉，时光不老。
柯里昂,看过,较差,2019-02-05 12:20:44,719,飞驰的不是人生，是日益飙红的票房，和持续降低的追求。韩寒还是那个韩寒，抖完段子撒热血，前半段是小品拼凑，各自割裂的廉价笑点，后半段是漫画合集，硬凹出来的励志姿态。剪掉的部分换来了更多排片，飞向夕阳后一句“献给XX”，何其容易，流行歌曲、慢镜头、低劣特效，屡试不爽的三板斧。硬要较真的话，可能还不如前几部。
桃桃林林,看过,较差,2019-02-07 23:15:51,490,5分，这是韩寒三部电影里，个人情感上最没感觉的一部。前面的喜剧与后面赛车部分，并不是特别搭。喜剧部分处理得也比较尬笑，还挺无趣的。整部片子在剧情上也有点过于松散，像一堆小段子拼在一起的，有点捏不到一起去。不过，结尾那个飞向天空的反高潮设定，倒是挺读独特的。
爱笑,看过,力荐,2019-02-05 10:43:41,217,OMG，太棒了，很燃很搞笑，都还没看够呢，为黄景瑜打call！
寇妤,看过,较差,2019-02-05 11:01:06,349,4.5。你不會相信這是韓寒，雖然細節一直處理的很好，但各種強立flag，刻意煽情，強行讓賽車手犯錯。與其說他為韓寒，不如說是為迎合各齡化觀眾，就像一個低級商業導演拍出的高級商業片。但我看來就是一部諷刺片，一部缺少人性的諷刺片。還有，我想問日語歌買版權了嗎？
致夏,看过,较差,2019-02-05 11:21:02,334,就是一篇韩寒对赛车至死不渝的长微博。三部电影了，韩寒一点进步都没有，甚至还有退步，导演是要用镜头讲故事的，而不只是用台词。笑点极尬，同场观影的观众也对硬塞进来的笑点极不领情，整场都没什么笑声。如果是对赛车，特别是对拉力赛感兴趣的朋友不要错过。否则，只能欣赏两个小时韩寒自我式的银幕意淫了。
Dear NaNa,看过,力荐,2019-02-05 10:17:01,211,电影的类型不只一种，评价的标准也不只是所谓艺术，意义之类～也有一种就表达曾经此刻的热爱，无论那种境遇荒诞都带上戏谑的幽默～没办法，笑着笑着就看哭我了～
Reaper,看过,很差,2019-02-05 11:34:47,1915,大型扑街现场。韩寒的自恋在这部片中达到了顶峰，有那么20分钟我以为自己在看CCTV 5的比赛直播，特别是我还听到了韩寒自己配音当比赛解说。至于人物和剧情，是节奏的全面崩坏。尬演，尬笑，这次连韩式金句和配乐都没有了。看完千言万语汇成一句话：蛤？！我一个韩粉看完飞驰都脱粉了啊！
阿姆,看过,较差,2019-02-05 10:16:45,301,看到一半出来上厕所评价一下，韩作家还是好好开车，好好写作吧  别来嚯嚯观众了   生硬的要死  各种强行配乐煽情  咱们能不能先正常的讲好故事。结尾略微有一些紧凑感。
冷淡鸡。,看过,较差,2019-02-05 11:23:16,291,尬，疯狂尬，极其违和的中二，很多点演着演着就消失了(怀疑剪辑的锅)，赛车部分非专业人士不懂其中是否合理，看起来还不错，但总体来说是一部大众汽车的广告片，一星给尹正，一星可怜其他著名绿叶演员。李玲玉在哪呢？？？
栗色马,看过,推荐,2019-02-05 10:34:30,273,"韩寒可以啊！


前半段插科打诨笑点非常韩寒，平凡之路的梗简直笑死我了。

后半段全程泪奔，在这片赛场上没有人比他更孤独，天啊我简直爱死这种老套的Heros  never die 的故事了

jump三大原则：热血！友情！胜利！是商业片永远好用的套路，燃就完了。

我曾经跨过山河大海 也穿过人山人海 一个人拍自己热爱的东西怎么想也不会差"
Tomoe,看过,力荐,2019-02-05 11:13:56,174,一部特别想不到的“喜剧”电影，韩寒不愧是个作家，我承认我被感动到了，赛车元素贯穿全场，组装的镜头我看的超级热血，笑点与燃相互呼应，沈叔叔是今年贺岁档赢家无疑了，今年的黄景瑜小哥哥依旧帅气23333
4A成功,看过,很差,2019-02-05 11:19:20,1429,全是段子和毒鸡汤拼凑成的，这也算了，但是居然还不好笑，演員尬演，根本不算是部电影
王湾下雨了,看过,较差,2019-02-05 12:04:22,57,不知道这种电影有什么存在的必要，韩寒就会抖一点小机灵，其他什么都没有。
女神的秋裤,看过,较差,2019-02-05 13:54:11,50,6/10 前半段的故事和剪辑基本是业余选手的不合格水平，段子七拼八凑，情绪和故事明显拼接，出现断层，音乐乱入，更谈不上节奏。最后的比赛还能看，挽回点颜面。
是七月,看过,力荐,2019-02-05 10:07:01,68,有沈腾那不就是搞笑的担当吗 而且韩寒导演太有保障了
酸奶芒果酪,看过,较差,2019-02-05 11:15:05,52,剧本比较失望，故事节奏1小时讲段子+唱歌拉赞助，半小时热血飞驰，前半段太过平缓，笑点编排用力过猛；结尾主角为赛车事业坠海不太适合大年初一观看
豆浆大王,看过,较差,2019-02-05 17:11:27,40,如果说别人拍电影是做奶茶，韩寒当导演就是白开水加几粒糖，一粒糖是亭林镇，另一粒糖是赛车，最后一粒糖是网络烂梗，韩寒始终无法摆脱早年的自己，他似乎这几年从未成长
寂地,看过,力荐,2019-02-06 11:27:23,36,年初一计划之外地看了《飞驰人生》，好得完全超出预料。电影非常幽默，逆境之下的种种尴尬不易都被变成了幽默，看得一直笑一直笑。电影要搞笑很容易，用段子填满就是，这一部却是认真生活过的人才有的对生活的幽默，有深深的热爱却没有丝毫煽情，重重地戳了我的心。它很好笑，却把我看哭了。它在我心里是满分，没错它就这么好。
风间隼,看过,较差,2019-02-12 23:56:24,30,韩寒为什么会觉得自己能当导演呢？拍了三部戏毫无进步啊。“装X/露馅”加上一点小煽情就是他所有的趣味了，从头到尾解决的都是物质困难，主角内心毫无升华。镜头、音乐、表演……一切的部门都服务于他自以为有趣那些冷笑话，全片就没有几分钟是不尴尬的，而最尴尬的就是俩男人夕阳下冷不丁唱起了《光辉岁月》。这种“喜剧”居然票房赢了《新喜剧之王》，我也是无话可说。哦对给两星是因为赛车场面拍得还行。
水房,看过,力荐,2019-02-05 11:02:56,51,《飞驰人生》是春节贺岁档最不容错过的一部影片了。韩寒的电影总是能激发出人内心的一股冲劲，让人热血沸腾。一个人的梦想不容被忽视，一个人只要坚守住内心的执念，就一定会成功。就如张弛所言：为什么一定要参加这场比赛，我不是想赢，我只是不想输。
魏佳鑫,看过,较差,2019-02-05 12:11:51,46,完全就是赶工的速成品，情节、叙事、人物、节奏通通崩坏，重拾梦想的辛酸血泪与新冠加冕的热血燃情仅通过干巴巴的旁白和配乐营造，一点都不高级。韩寒好不容易通过前两部电影奠定的风格和优势，这次全数尽失，老歌用不出精髓，老梗耍不出新风，占据大篇幅的拉赞助戏份有三分之二都是废笔。整体下来如同映前徒有其表的汽车广告，唯一可取的是与赛车相关的视听语言部分——但这远不能成为韩寒电影的长板与标签。岳父这次玩票玩砸了，有点可惜。
皮革业,看过,较差,2019-02-06 14:45:38,27,挺期待最后的拉力赛，毕竟是职业车手的视角，又是考验电影语言的关键。沈腾一发动赛车，心想不会弄成汽车广告吧，千万别整发动机的CG画面啊，结果马上就出现了那种瞬间加速动力澎湃的镜头……
做个犬儒就挺好,看过,较差,2019-02-05 12:50:41,38,韩寒真的是一部比一部差，故事主线本身很简单也很套路，中间插科打诨，硬撑！包袱多而不精，癞蛤蟆不咬人，膈应死人。
菠萝菠萝蜜,看过,推荐,2019-02-05 09:27:33,113,尹正小哥哥的演技越来越成熟了，感觉这次孙宇强这个角色更有发挥空间
神威太太,看过,较差,2019-02-05 14:54:03,35,整個系列拍得最爛的一部
又又,看过,较差,2019-02-05 21:52:27,30,难看，笑点实在好尬。不过能把自己热爱的东西拍成电影，也是很羡慕韩寒了。
一直想大海,看过,力荐,2019-02-05 10:12:51,56,"虽然说剧情模式不算新鲜但是一句台词个人觉得真是神来之笔！""明天游乐场找我，绿色恐龙就是我""这句话真的让人百感交集，(虽然有可能过度解读)游乐场是欢乐的，但是扮演恐龙的人却有生活的辛酸，既让人一听起来觉得搞笑但是细想却是悲哀"
梦梦梦梦,看过,力荐,2019-02-05 19:24:35,37,大年初一和爸妈一起看电影，感觉最前面有点无聊有点尬，我是真的没有想笑，扣一分，黄景瑜出场好帅，沈腾尹正老搭档，黄景瑜尹昉老搭档，一对负责搞笑，一对负责颜值，后半部分赛车的部分太燃了，又过瘾又帅，黄景瑜有进步，开赛车下赛车的什么的好帅，没看够。看在林臻东新车王的份上再加一分，没办法，谁让我花痴，哈哈
江湖骗子,看过,力荐,2019-02-05 10:27:22,46,太值得一看，少年心性，捉摸不定
老鱼冷冷冷,看过,较差,2019-02-05 12:47:09,34,有些对白莫名其妙，有些镜头不知所云，除了赛车情节之外没什么可圈可点之处了。
L.,看过,很差,2019-02-05 12:21:08,157,韩寒老师 体育竞技电影软切超难看 叠画这种手法现在做ppt的都不再用了你知道吗？？？？我们要看的是热血精神是拳拳到肉是生死时速是泥土混杂着血和汗！不是尴尬笑话和飞向太阳！！！！靠！！！
丧豕,看过,力荐,2019-02-05 10:46:17,45,"都说一个导演的前三部电影会奠定他的导演风格。
说实在话，韩寒的风格我并没有找到一个具体的旧有的风格来概括，但是也不能说他走了一条新路。
他好像只是把文字中独特的韩式冷幽默搬到荧幕上，以特有的包袱将成年世界的心酸与无奈，一点点拆分给你看，笑也不是哭也不是，最后的开放式结局看似留白，在我看来总归是虽败犹荣。
阶前听雷，池前看雨，花开千年人犹不老，少年心气仍在。

附：最后有守望先锋的彩蛋"
琦殿,看过,推荐,2019-02-05 12:38:41,10,沈腾的《平凡之路》，才有资格说“我曾经跨过山河大海，也翻越人山人海”。
= ^_^ =,看过,较差,2019-02-05 20:05:46,15,摄影没有电影语言，角色立不起来，不管是主角还是配角，没有记得的角色。笑点频现却太刻意，偏离剧情。没有反面角色的剧情太平，乏味没有起伏感代入感。韩少的电影本来是春节档最看好的结果失望而归。他的电影跟他写的书一樣偏散文。好的片乘风破浪，后会无期跟飞驰人生都虚无缥缈
熊阿姨,看过,很差,2019-04-13 12:04:48,14,韩寒完犊子了，俏皮话套路令人作呕，抖音口味儿的杂拼片。
19431818,看过,推荐,2019-02-05 20:39:16,107,车的部分都很喜欢，特效也蛮用心感觉到经费的燃烧是值得的，其他的部分就还好，沈腾依旧是那个有笑果的沈腾，鲸鱼依旧是帅气的鲸鱼，尹正还是美美的尹正，结尾处理的还蛮超现实的，以前买过韩寒不少书，包括早期的像少年啦飞驰，但现在对他好感度好像一直在下降哈哈，冲这个题材，四星吧～
门前一棵树,看过,较差,2019-02-05 19:35:45,15,希望韩大作家有一天真的能和自己和解，这才是所谓的飞驰人生，如今的飞驰人生，只不过是躲在自己的舒适区里罢了。
小红一号,看过,较差,2019-02-06 03:56:51,15,评分这么高是认真的？？除了后面赛车那段实打实，前面那些全部都是水。这还是沈腾演，换个人还得再扣一星。
JOJOORC/Z,看过,力荐,2019-02-07 16:14:05,11,没想到，有生之年我会看韩寒的电影哭得稀里哗啦。当一个人落魄、不再年轻、不再有荣耀的时候，靠什么活下去或者死去，我认同韩寒的答案。
放开那个浪味仙,看过,还行,2019-02-07 00:51:04,5,段子手、老歌王、拉力赛车手，韩寒的电影总像是自己人生片段写照，这部尤其突出。前面段子一个接一个，最后的拉力赛确实燃到了。彩蛋不该加，好不容易烘上去的情绪就没了。
猛汉世雄,看过,还行,2019-02-10 21:07:41,9,这部也不怎么样，整部电影里都隐藏着一种鬼鬼祟祟的“你们看我多会抖段子”的机灵劲，说不上来，蛮烦人的。但是这部我可以给三星半，因为最后那段赛车戏拍得比较燃，让我这种对所有体育活动完全免疫、尤其对竞技体育绝对免疫的人类都能感受到一点燃。
不摸纸,看过,很差,2019-02-05 14:31:46,13,傻不傻啊。假不假啊。希望韩寒以后爱上高尔夫，多露个贵，露个专业呗。
已注销,看过,较差,2019-02-05 16:12:36,13,本来就不喜欢韩寒，别人买的票就来看了，只能说拍的比较随意，这种题材本来就是炒冷饭，失意之人为了理想而坚持，那我去看食神好了，去看黑眼睛好了，根本就没有剧情创意度的情况下，还不如前辈们拍的有意思有意义，那就更显得糟糕了。
大波罗霸,看过,较差,2019-02-05 17:17:02,11,一星半。除了最后赛车那场戏其他都是闹着玩拍的，七零八碎的完全没有一点连贯性，转场生硬台词烂透，不看导演是韩寒还以为自己又看了部开心麻花的贺岁大电影
对你爱不完,看过,较差,2019-02-05 21:41:49,14,只能说，韩寒保持了和《后会无期》、《平凡之路》一样的水准，都是一样的优缺点，或者说，他一直在原地踏步。
阿木,看过,力荐,2019-02-05 11:15:38,20,失败并不可怕，人生虽然并不能重来但至少可以跌倒后还爬起来，影片就像是一首中青年人的喜怒哀乐之歌，既有着失败后的无助无奈，但更多是为了追寻梦想而从跌倒地方爬起的振奋。即使是已然成功的年轻一代，也带有不傲不矫的热血。
江湖骗子,看过,较差,2019-02-05 17:53:32,14,和爸妈一块儿看的，仨人都不喜欢，哈哈
徐达多,看过,较差,2019-02-06 17:53:06,10,这么多年一点长进都没有，还在耍小聪明，还在拍MV，还是毫无叙事技巧，还在用一样的转场手段，一次次毫无节制的用，毫不重要的情节大费笔墨，想看的赛车狂飙点到为止，真是片中韩寒自己写的台词那样：你不是比别人有更多付出，也不比别人在拍电影上更有天赋，你只是坐拥更多的资源获得了更多的关注，靠着浪费资源取得了常人难以拥有的机会去为自己的前半生拍一部电影。这是韩寒式的成功，在电影上面，和郭敬明式成功并无区别。为片尾终于难得的真情怀加一星。
随意,看过,力荐,2019-02-06 10:38:32,11,真的好好看 看了两遍的我 说实话第一遍我只觉得好笑 第二遍才觉得只是在这么难的人生找到了一些欢乐 黄景瑜也太帅了吧 演的也是好好啊沈叔叔给你点赞
空山,看过,较差,2019-02-05 18:42:52,12,克制金句的段子电影，模式化的故事，干瘪的人物，最后强行升华。韩寒电影的笑点设置，总比观众慢一拍，从《后会无期》到《飞驰人生》，没有任何改进。还去翻了一下《像少年啦飞驰》，文字也有这个缺点，永远让你笑不痛快。全片最震撼的是绿色赛车冲出赛道，跌落悬崖。赛车，真危险。
焚紙樓,看过,较差,2019-02-23 13:03:08,7,搞懂了，今年的四部賀歲片是兩個陣營在比拚，前三片的陣營特徵在於觀後感起手於「以這作者（寧浩／韓寒／周星馳）而言……」，剩下那片則起手於「以中國而言……」。而最終票房證明了，即便在9012年，華人的品味依舊是是如此可愛的：數大為美。
萨库拉,看过,还行,2019-02-05 15:33:33,7,韩寒一卖弄小聪明我就昏昏欲睡，整体比较套路无惊喜，但结尾有加分。一定要挑优点的话大概是他对老歌有自己的品味，延续了《乘风破浪》里配乐的化学反应。
