用户,是否看过,评分,评论时间,有用数,评论
朝暮雪,看过,推荐,2015-04-11 21:38:31,178,"《速激》系列第二好的一部，仅次于《速激5》。
单单是血洗医院的片头就让人肾上腺素爆棚，杰森·斯坦森和道恩·强森的动作戏也有很高的观赏性，并非是简单粗暴的硬碰硬。
温子仁太娴熟了，完全不像是第一次拍商业大片。
第一幕汽车从天而降、第二幕汽车穿越大楼太震撼了，这两场戏都足以和《速激5》的“推箱子”媲美。
只有第三幕相对差一点，略微遗憾。
德卡特·肖炸死韩的一幕又将《速激3》串联起来，同时也揭晓了《速激》系列的时间线：1、2、4、5、6、3、7。
温子仁没有给保罗·沃克安排一个死亡的结局，而是让他微笑着与观众道别，不煽情，不做作，温暖而又自然。
假如要选一部作为《速激》系列的大结局，这一部最合适不过了。
PS：有头发的韩死了，有头发的布莱恩退隐江湖，而光头的主角和反派都活到了最后。《速激》系列中有头发的都没好下场。"
RITA,看过,推荐,2015-04-05 07:52:51,98,观影过程中随时都在等Paul Walker因公挂掉的悲情时刻 结果活生生回家带孩子了……
头上长角,看过,推荐,2015-04-11 15:02:53,85,片儿是好片儿，只是我这条搬砖狗累到在影院睡着，突然好心酸
QuizChang,看过,力荐,2015-04-16 14:05:33,11,全程无尿点
萨库拉,看过,推荐,2015-04-22 21:43:04,14,明早起来就会忘了那些哐哐哐和砰砰砰，但却会一直记住最后保罗的车分道扬镳渐行渐远的镜头。这是我见过对死亡最美的致敬之一。加一星。
璐baby,看过,推荐,2017-02-10 16:23:07,10,我挺不理解为什么放在大荧幕上的作品，要以黑为主色调，看电影的时候努力去看清，去感受，结果看到的就是一片黑漆漆在乱动，一拍的多好，越往后越找不到感觉。但为了致敬保罗沃克，四星值了
恶魔奶爸Sam,看过,力荐,2016-08-06 16:38:22,7,非常人贩光头与速激光头手持扳手大战。全篇精华只在最后一段的MV和配乐，献给保罗
刘康康,看过,力荐,2015-04-13 01:05:31,3,温子仁的导演能力还是挺好的，我蛮喜欢每个人摔倒时的180度旋转镜头，要是用来拍恐怖片多好，拍什么动作片啊……剧本的问题怪编剧好了……最后的结局真的把我感动哭了，镜头缓慢上摇，对准了天堂，这大概是最好的告别。
伍德与夏洛蒂,看过,推荐,2015-04-25 23:32:13,8,一直没勇气看，7对我来说意味着最后，永远回不去当年的最后。温子仁果然还是拍鬼片更合适。爆炸和枪战很多但这些都不是速激，在rio扭着屁股飙车的小团体才是忘不了的真情人。片子三星，四星给永远的Paul Walker，真想让画面定格在海边，结尾的致敬让我在影院哭到发抖。
汪金卫,看过,较差,2015-04-12 02:30:35,201,非常失望。三场飚车枪战戏里，第一场最牛最给力。第二场特效撑场面。第三场拖沓且神棍，简直无力吐槽。至于文戏简直是灾难，台词各种脑残。就像编剧脑子进水。比5，6差太多。我看得直打呵欠。非常怀念当年看完5首映后骑自行车一路狂奔的兴奋。对了，字幕非常坑爹。中国特供3D毫无效果。勉强两星半
薇羅尼卡,看过,力荐,2015-04-13 10:27:52,3,"FOR PAUL, the best movie series ever."
爱罗武勇,看过,2015-04-04 15:19:52, ,27,"Salute, mi familia. We’ve come a long way from where we began. I’ll tell you all about it when I see you again. For Paul. It's never goodbye. | 猪脚光环太浓烈槽点太多，一直出戏笑不停，直到最后回忆杀，即使没看全也能感受那深情，好多妹纸眼泪抹不停。。原来我一直搞错了CP。。"
安东,看过,推荐,2015-07-25 21:06:30,3,for Paul.
思郁,看过,还行,2015-04-13 12:04:45,18,故事设定上真够漏洞百出的，最终目的是通过天眼找大反派杰森·斯坦森，找天眼的时候杰森斯坦森一次次出现了，你妹的，还找啥天眼啊，开打不就完了。曲线救国也不是这种笨法。编剧编不下去了。动作场景都是不可能的任务，可以跟阿汤哥的谍中谍系列相比了。
旧书君,看过,还行,2015-04-18 21:36:52,8,这年头不加点#POI#动作片都没法拍。对温子仁挺失望的，又一个被流水线同质化的导演。可惜ww去了#BVS#片场，所以开篇就强拆CP。安娜乳吸呀归来荣升女一简直光宗耀祖#LOST#。空降实拍掌声鼓励。
匡匡,看过,还行,2015-07-28 14:04:25,8,半夜醒了，怕鬼，睡不着，看了一会儿呯呯邦邦叮铃咣铛，愉快的睡了过去。里面的人，男男or女女，全都又丑又有个性又不会死，所以才一个个拽得二五八万的是吧？
尉迟上九,看过,推荐,2015-10-05 20:30:33,7,一部无力吐槽的炒鸡爆米花电影，四星给最后飙泪走心的10分钟和这系列多年的陪伴，永远怀念保罗！
小熊QQ,看过,还行,2015-04-18 22:13:54,12,特效不错，仅此而已，超过两个小时的电影异常漫长。最后说一句，没有出屏只有纵深的3D都是耍流氓。
大恐龙周,看过,力荐,2015-04-13 07:53:19,6,飞机上下来那段吊炸天 反正就是各种不会死 可惜现实不这样T T
昵称被占不开心,看过,推荐,2017-02-06 15:27:40,9,片尾音乐响起泪目，怎么说的出再见。特效赞
教授,看过,力荐,2015-04-18 20:05:22,6,动作场面极其强大 节奏推进的不错 感情戏处理不拖泥带水（经典台词微博上刷过好多次了） 音乐出色 好莱坞大片教科书级的典范 而且完全没想到温子仁居然拍这种片子完全得心应手
荔枝超人,看过,还行,2015-04-05 22:34:35,10,PG-13界的【突袭死亡塔】，感觉整个影厅都快被掀翻了。就是追求刺激的痕迹太重了点。
托尼·王大拿,看过,还行,2015-09-19 16:20:14,3,从头打到尾，开拓了科幻电影的新疆域；两个多小时的激烈前戏似乎就是一场为结尾做铺垫的漫长的告别。看到最后甚至在不怀好意地想如果没有保罗·沃克的意外离世，这将是比第六部更宏大的一场惨案。
谢谢你们的鱼,看过,推荐,2015-04-12 21:35:58,5,强于第六部，但是逊于第五部，JW个人风格在摄影上展现得淋漓尽致，有不少地方玩出了新花样，不过最后一场大戏对于《鹰眼》的借鉴有点太明显了，难怪玩的没有前两场那么有意思。为保罗订制的结尾忧而不伤，苦情又暖心，恰到好处，也看到了几位演员表演上最真挚的一幕，值了。
斑斑点点,看过,推荐,2017-02-12 11:43:10,8,看完这个电影已经一年多了，具体的故事内容和细节已经记不太清楚了。但是片中的各种飙车，特技，美女，肌肉，依然历历在目！
欢乐分裂,看过,还行,2015-04-13 15:45:02,4,三星半；真的很难客观评论此片，撇开for paul的情感因素，影片本身三星足够；可当现实的死亡和虚拟的重生在银幕上交织，当结尾的快剪重现此系列的光辉岁月，当“怎么说的出口再见”，当分叉路越行越远终不复见，感慨仍是一片；同样衷心希望这是最后一部。
非常不小心,看过,很差,2015-04-12 13:03:56,118,实在不能忍的大烂片
kylegun,看过,力荐,2015-04-17 22:03:15,2,装甲车烂尾楼保罗大战托尼贾，不死光头火爆缠斗上天下地，汽车当做飞机驶，Kurt Russell激光镜！结尾洛城战争场面很不错，但整个文戏故事很明显因为保罗逝世而赶工凑数。停车楼决斗是致敬温子仁自己之前拍的《Death Sentence》吧
元宝宝,看过,还行,2017-02-14 13:29:16,8,被洗脑式宣传致敬保罗沃克，所以果真配合宣传走进影院一观究竟。除了通片的飞车特技和主角们开挂式决斗之外，影片结束后能留给我就是一桶空了的爆米花桶。电影嘛好像没啥记忆点值得我好好回味了。
启明星的指引,看过,推荐,2018-04-07 17:26:33,7,依然刺激的赛车，剧情更加感人，最好的赛车类电影。
螃蟹,看过,推荐,2015-04-21 09:53:55,2,虽然整体墨迹了一些，不够流畅，估计是意外导致的临时变剧本没办法了，但还是有很燃的两段，让人看的时候内心如有万匹草泥马狂奔，只能说，太敢想了。。如果不是刚当上房奴，甚至愿意为那两段再刷一遍。作为一部遭遇了如许意外的电影，完成度算是相当高了，加一星。
幽灵不会哭,看过,还行,2015-04-30 09:06:57,4,被过度消费的保罗·沃克，本来剧情就不重要，但动作场面的视听轰炸还是非常容易让人审美疲劳，最后一分钟营救也缺乏亮点，说白了就是不怕死，夸张到了科幻片的地步，设计简直是最大败笔，只顾耍帅和扔炸弹就让一众大神们疲于应付了，还要关在那样的监狱里，你真以为自己是汉尼拔呀？
小可爱,看过,还行,2017-02-17 09:46:11,7,一部电影看下来完全不一知道主题是什么，除了飙车，打架，有重点吗？
猪老三,看过,较差,2015-04-10 21:08:58,119,煽情胜过激情，打架多过飙车，3D效果基本为0
请你吃童话,看过,力荐,2016-09-29 12:48:07,5,see you again
苏幼,看过,还行,2017-04-25 08:06:37,6,挺好的，画面感挺好。。
河狸,看过,推荐,2015-06-03 20:55:39,3,看看场面就好了。保罗沃克是谁？不好意思，我不认识他。
国王KING,看过,推荐,2017-04-15 22:09:51,7,"It's been a long day, without you my friend, and I'll tell all about it when I see you again...FOR PAUL."
kingkongofkhan,看过,还行,2015-05-31 19:30:47,3,下部必须得是飙车对抗外星入侵，期待温子仁做一个科幻大片，漫改或者游改也成，恶魔城还有戏不
荞麦,看过,还行,2015-04-10 16:21:26,10,对，你开车开很快，你能开车从飞机上、悬崖上往下飞，你开车从这栋楼飞到那栋楼……不过……so what？
鼓腹游,看过,推荐,2015-07-24 22:37:56,5,从前几部的过目即忘，到5、6的惊艳亮点，再到速7的怀念和致敬，对我而言，速度系列已经让我成为了一个死忠粉。8
余小岛,看过,推荐,2015-04-16 19:39:36,5,从头到尾我都在想导演该让保罗什么时候领便当。都了最后所有人坐着看保罗一家人在海滩上幸福地嬉戏的时候，就好像我们所有人看着另一个世界的他。
黑狗成,看过,较差,2015-04-12 18:46:16,22,沃克加一星也就这么多，温子仁你确定这种档次的剧本不需要修改？导演费交一半出来送沃克家，麻溜点。
狼矛,看过,推荐,2020-02-26 00:04:50,1,优秀的爆米花大片，高潮迭起，以及没让Paul Walker在电影里再死一次，大概是导演最后的温柔吧。
令狐冲的小尾巴,看过,力荐,2015-04-15 21:14:36,1,don't break my heart
Ciao,看过,力荐,2015-07-25 18:40:52,4,追车场面太刺激，看得很爽。
时间的玫瑰,看过,推荐,2015-04-06 13:34:38,3,音乐响起来在电影院里哭成狗。剧情真是经不起推敲，为啥我觉得Ludacris还挺帅。
Mona Lishark,看过,推荐,2015-03-25 12:17:25,0,发指！
思路乐,看过,推荐,2017-01-14 18:31:35,1,【B+】此片真正证明了温子仁执导成本破亿商业大片的超凡实力，并给温子仁的电影生涯立起了第二个高起点。从那之后，“温子仁”这三个字在某种程度上就是爆米花商业大片的质量保证。
脱氧核糖十三,看过,还行,2017-04-29 11:17:49,0,只看了结尾。
盔酱兮,看过,力荐,2015-04-12 23:32:53,1,六星
小米=qdmimi,看过,还行,2015-09-26 22:18:32,0,电影游戏化
H2O.,看过,力荐,2015-04-13 21:16:12,3,"因为有巨石强森，所以给五分！！！！！！PS,飞机降落简直要帅疯了！"
笑挽冷风,看过,力荐,2015-04-21 23:29:02,3,影片没有逻辑、剧情没有关联性，有的只是轰鸣和场面。毫无疑问，该片是整个系列里的最雄伟的一部。不过，倘若回过头来想想影片的故事和情节，就晕车了。影片的确是有速度的，但是激情？就是一点惯性。保罗的终结篇
发条橙,看过,推荐,2016-04-08 18:38:21,1,保罗遗作 依旧非常精彩规整的爆米花动作大片 这次把各种夸张场面的发挥到了极致！
nikki,看过,推荐,2015-04-18 14:58:55,0,话说速激我还从没去过电影院看，入座率九成，观影效果大大影响。故事方面基本无视，各种飞车穿越还是看得很刺激的，大只佬打得不好看，敌方被绳子拉下去那个身手真好，两个女的打的很不错于是我就想起之前看鲁邦三世那打的真是渣。最后的闪回跟分手较感动，说实在拿这集当最后一部就算了嘛
摇完就滚song,看过,推荐,2015-04-19 21:06:02,3,作为一部拍到能够拍到7的动作电影，就已经算成功了，成功的秘诀不仅仅是火爆的动作场面和视觉效果，而是百转千回的饱满剧情和成功的人物塑造，沉稳的范，深情的保留，幽默的黑人和忠诚的技术男，再加上不辞而别的保罗沃克，结尾时的场面真是太他妈泪奔了。
羊男的乌鸦,看过,还行,2015-04-12 22:39:08,0,ifree。20150412。整体观感就是累。好累。太累了。电锯惊魂的导演导的速度激情完结篇？讲不出再见。
無響應,看过,推荐,2015-04-23 23:33:40,0,机器宝宝又有新基友。日本片段竟然用回了东京漂的曲子，突然怀念起全班偷看片的时光。三大光头照亮电影院。老男人的街头械斗你不懂。vans滑板鞋时尚。特殊的拆石膏方式。科幻感穿大厦简直反人类。最后眼泪环节虽然有点生硬，但是不哭不行了。
Han,看过,很差,2015-04-26 10:46:22,2,Every single shot was a waste of time - nothing cinematic except it's a bundle of images.
第七大陸,看过,还行,2017-04-27 10:50:48,1,这分，是为了保罗沃克啊
Tom,看过,还行,2015-05-28 13:14:43,0,玩不出太多的花样了，图的只是个情怀
初音龙骑,看过,还行,2020-01-15 19:44:39,2,7.5分，这电影如果我是在初中或高中时看，我应该会很喜欢看，现在看觉得实在是太夸张了，基本上也没啥剧情可言，从头打到尾。特效如飞车闯大厦、飞车降落伞等确实非常惊人，但一部电影仅有特效好是不够的。许多人是悼念保罗而打的感情分吧。看的第一部《速度与激情》系列。
虾坨坨艺仔,看过,推荐,2015-05-08 23:19:34,1,这部玩的也太大了吧！一天看三部速激我真是太拼了！保罗的死让人有些受不了。唉。
杰诺拉泽,看过,2019-03-26 20:40:25, ,0,爽几句完事了。
莫小鱼,看过,还行,2015-04-12 22:59:37,1,槽点在于，恁被拖着去当电灯泡，姐不干这活好多年！！！
ibelieve,看过,推荐,2015-04-25 22:28:52,0,5在广州，6在北京，7在上海，但Paul已经不在。看过前面6部的人，看这部怎么能投入，只能不断地哭啊哭啊哭。客观来说，因为paul的去世，他的戏份真的很难演绎，这部客观来说真不那么精彩……哎。
、须有时,看过,力荐,2018-06-25 21:42:21,3,感觉7是整个系列里面最好的一部，也是最让人泪奔的一部。
看不见的城市,看过,很差,2015-04-15 22:44:39,3,再也不要跟九零后同事一起看电影了
圣墟,看过,推荐,2017-01-22 22:53:46,1,全程高能、粗暴直接的硬汉对决
Retro Dirt,看过,2015-04-17 04:55:53, ,0,开头的IMAX介绍太酷了惹，虽然前作没看过但也不影响观看。动作戏太夸张太不真实（其实我只是想去凑个热闹。
双层芝士,看过,还行,2015-05-17 22:14:12,0,Bill Maher总是吐槽为什么政府要投入大量预算在军事/国防上面，而不是福利，他真的应该看看这些卖座的动作电影——还是有非常多人愿意为一些跟自己可能毫不相关的东西买单的...
逸宸,看过,推荐,2015-05-10 14:10:57,0,电影就是燃燃燃！各种特效音效轰炸！闪瞎眼的红色跑车穿越三座大厦印象及其深刻！温子仁真是让人眼前一亮，看过他几部恐怖片还真没料到拍动作大片一点不含糊。电影如此给了保罗沃克最好的谢幕方式，虽然我对他没什么印象，但影片结尾处的刻意安排还真是让人感慨又感叹啊。
Δεερ,看过,推荐,2015-06-12 21:14:39,1,我这辈子做的最正确的决定就是进你家的店，点了一份三明治。  戳中泪点啊    不过不得不说楼上说的对保罗沃克是整部电影的遮羞布
刮刮油,看过,力荐,2015-04-14 19:12:03,1,还是五星吧。场面，明星，情怀都有的电影不多。看的很棒。没什么可挑的。
H.C.McTang,看过,推荐,2015-04-26 00:04:31,0,一直打打打~ 尿点倒是没有，困点集中在后半部。
公民阿良,看过,推荐,2016-08-29 09:26:12,0,等你挖透這38英尺厚的鋼筋混凝土，我的拳頭和蔴袋就在地道那一頭兒恭候你大駕。
YQY-Vader,看过,推荐,2017-01-04 12:03:25,1,补标For Paul
Lan~die,看过,推荐,2015-05-09 20:40:40,1,温子仁到底是拍恐怖片的，镜头比较有紧张感。跑车跳伞穿楼各种扔很爽，不过电影的情绪高潮全靠告别Paul Walker。能这么直接地去纪念和让他留在电影里，还是很好的。
幕天席地,看过,力荐,2017-04-25 11:14:18,3,特别值得回忆的一部，六七八都是在电影院看的，只有这一部，值得反复看都不会腻
欲剩,看过,推荐,2018-05-06 14:44:30,0,DId the ending make you cry? Yes.
望仔减肥失败了,看过,推荐,2016-05-15 18:04:34,0,这么多集了，你还没意识到谁才是经常和你配合使出合体技，永远第一时间来救你，无条件信任你，一直帮你说话…是你的好基友啊啊啊啊啊！
BOSS米我要,看过,力荐,2015-05-04 22:57:03,0,太好看了！头一次看动作片儿看得这么热血沸腾！~而且整个电影院就我们两个人简直是包场太爽了~
阿素喇,看过,推荐,2015-04-13 03:06:55,0,场面加一星
