用户,是否看过,评分,评论时间,有用数,评论
晗姐万岁,看过,还行,2020-09-30 16:32:40,3541,春晚大杂烩，情绪轰到那儿了，你不哭都不行。别管真与假，眼泪是真的。咔咔哭完，出来一想，为什么哭了？自己也想不明白。
蓝抑郁剂 Lily,看过,推荐,2020-09-29 09:49:20,1131,邓超墨镜一戴，手包一挎，张口就来两千万的生意，“土”和“豪”那种冲突感拿捏得绝了！而且真的是喜剧效果满满，土味欢乐回乡之路，浓浓的陕北乡情呼之欲出！
雨女无瓜,看过,推荐,2020-10-01 12:34:53,1012,最后一课赚我眼泪
9  .,看过,推荐,2020-10-01 13:20:54,828,当陈思诚和徐峥的长镜头放在一起，高下立见。最喜欢《最后一课》！有人说回不去的是家乡，但是家的意义你看见了吗？
小烨,看过,力荐,2020-09-30 01:02:40,5318,“最后一课”节奏很棒，范伟演技惊人，把我的泪点掐住了。“神笔马亮”最惊艳，笑点很高级，从笑到泪的情绪转换自然恰当，看得很舒服，麻花做喜剧还是厉害，超越了以前的自己。
Lynchman,看过,还行,2020-10-01 01:57:42,1267,包装春晚，开箱村晚；除压轴的开心麻花单元外几乎都趋于尬笑还非要硬拔高的小品范儿。国庆档真正的新片即便都由聪明人操刀，可外表再精致都没能藏住玩命赶工的窘态，这样的复工速度绝非良性电影市场该追求的样态。
朱林昭,看过,力荐,2020-09-19 22:24:40,2996,作为一名曾经遇到过好老师的人，最后一课哭到不行。脑海里都是那个曾经在我最迷茫的时候点醒我的老师的身影。想说老师的一个小小的鼓励，能够成为学生心里的种子，而这粒种子终将长成大树，影响人一生。
睫毛1019,看过,还行,2020-10-01 14:23:43,1010,前三个故事不错，邓超+俞白眉真的是不出意外的垮+尬。
罗罔极,看过,推荐,2020-09-30 21:10:32,588,我最喜欢的还是徐峥那个故事。前半段可能略显无聊，令人摸不着头脑，但整部下来就像多米诺骨牌一样，一点点逐渐引爆，到最后，轰地一声，好多人都哭了。
未注销,看过,还行,2020-10-01 13:23:08,1199,沈腾马丽的《神笔马亮》牛逼，单凭一己之力让我把片子给多一星。其他单元真的十分so so。
突然粉碎,看过,较差,2020-09-29 20:42:33,3130,像片头那个稻草人一样，又假又空，自我感动，开心麻花意外的还行
喵老师2333,看过,较差,2020-09-29 21:39:17,1409,太难看了。虽然我不喜欢开心麻花，但是确实只有最后一个符合合家欢喜剧的节奏，跟春晚小品实景化似的。前面四个节奏稀碎，宁浩那个题材ok就没敢往深拍，另外三个就是三坨屎。
一条黑色的狗,看过,还行,2020-10-01 12:36:09,648,如果说去年的我与国还有那么一点用心，今年的我与乡真的尬死我了，真的求求现在的导演不要一拍电影就拍喜剧，那些烂梗真的不好笑，让人尴尬起反作用。徐峥部分还不错，邓超那部分其实也挺好，开心麻花有点小浪漫，宁浩和陈思诚，真的尬，还放在第一第二部分，差点就想离场。
韦斯安徒生,看过,推荐,2020-10-01 01:09:14,489,「北京好人」：最讽刺，最荒诞。「天上掉下个UFO」：最热闹，气质上的“载歌载舞”。「最后一课」：最催泪，最聪明，徐峥的短片总会让人觉得他又行了。「回乡之路」：最平庸，不过在超白二人组履历里算矬子将军了，仍然透着“那么普通却那么自信”的既视感。「神笔马亮」：最好笑，虽然绝大部分包袱还在语言上，笑点还在表演上，但就是能让人笑出声。
西楼尘,看过,推荐,2020-10-01 15:34:33,253,张北京的手抽掉一管偏私的血，黄大宝的手造起一条便捷的路，范老师的手捧回一盘少年的梦，乔树林的手栽下一株希望的树，马亮的手画出一墙田园的歌。医保卡拯救了蒲公英，UFO拯救了爱情，苹果树拯救了沙漠。列宾的美术长在东北田野，画里的校舍建在江南山村。我们用手回馈家乡，我们也靠双手努力地生活。
the xx,看过,很差,2020-10-01 04:02:03,1946,真的一点都不好看。。。。。。。。。。
Neroat,看过,推荐,2020-10-01 10:07:15,651,家乡是个老话题了，这次拍的还算挺有新意的，展望未来、回首过去，基本都覆盖上了，就算没拍到我的家乡，也大概能感同身受一些桥段。人设都挺有趣，葛大爷演的张北京依然又贫嘴又暖心，黄渤演的黄大宝八成原型就是手工耿，范伟演的乡村教师张弛有度，没有故意煽情又能把情感烘托到位了，王源演起乡土小伙也还有模有样，看不出他其实还挺有灵气的。作为献礼片，几个导演互相补充，搞笑和温情的元素都有，完成度挺不错，值得推荐。
孙小喜,看过,较差,2020-10-01 12:38:04,658,喜剧就是把过时的春晚小品搬进电影院吗
亵渎电影,看过,较差,2020-10-02 00:42:43,391,现在咱们来换个思路想想，假如把这几个故事搬到春晚舞台上会是什么效果？是不是一点违和感都没有？因为它本质上就是五个小品段子，主旋律的命题清晰，跟小品演员比拍小品，自然是开心麻花在笑果上胜出，因为人家这么多年从来就没拍过电影。宁浩是最稳的导演，这个故事像“祖国”的续集，一如既往的松弛。片子还有一个亮点，范伟是最亮的那个老表演艺术家。看完这部电影深切体会到电影是意识形态的宣传工具，当它带着强烈的目的性和煽动性而来的时候，一旦遇到会拍的人，价值观输出效果是非常强大的，可以轻易控制观众的情感。也正因如此，电影的日常也成了审查的日常，这件武器太强大了。
苏打水,看过,还行,2020-10-01 12:35:18,877,神笔马亮最佳！！没话说！！我的沈马组合，圆满了！
朝暮雪,看过,还行,2020-10-01 23:20:22,201,"全都是小品的模式，前半部分是喜剧，后半部分升华一下，很生硬，甚至很尬。
只有《最后一课》像一部电影，《北京好人》和《神秘马亮》一般，《天上掉下个UFO》和《回乡之路》垫底。
《最后一课》用老范生病为引子巧妙连接一座城市的过去和现在，1992年和2020年。
老范得了阿兹海默症，什么都不记得了，连儿子都认不出来了，但还记得28年前学生的鞋子破了、不会算算术、没有颜料。
《北京好人》太短了，拍得不够透彻，不如前作《北京你好》。
《神笔马亮》无功无过。
《天上掉下个UFO》故弄玄虚，虎头蛇尾。
最后应该再加一段，揭晓UFO是假的之后，结果真的UFO来了，但大家都不相信了。
外星人入侵地球，冷锋出现了，说道：犯我地球者，虽远必诛！
《回乡之路》题材很好，但导演水平太差。邓超是个好演员，但的确不适合当导演。"
Hubble,看过,很差,2020-10-01 09:01:34,675,尴尬到死……我竟然起了一大早跑来看这个！？
舒农,看过,较差,2020-09-29 20:52:30,429,农村医保+三个半美丽乡村+半个电商扶贫。眼界终究宁浩高一点，可春晚小品吧，还是麻花会拍。
杜撰,看过,较差,2020-10-01 12:31:41,338,毫无疑问，是烂片。
豆瓣路人己,看过,较差,2020-09-29 15:49:57,268,说一个观感吧，抖音里时不时会推那种在乡村的视频主，去展现脱贫之类乡镇的奇观。这片子同理，也能看出一群在城市生活的导演，真的很难懂这种“脱贫”。个人喜欢：麻花、宁浩、陈思诚、徐峥、邓超（csc那段满脑子里贵州的水司楼
诛三太子,看过,推荐,2020-10-01 11:12:13,471,陈思诚拍的天上掉下个ufo还挺特别，把小人物的故事拍活了，黄大宝有他自己的简单快乐，虽然看起来憨憨的，但其实意义深远，暗示群众的智慧是无穷的，回乡之路也挺喜欢，闫妮报菜名把我整饿了都，王源演的小导游嘴唇都裂了，还原度很高，还有这个真的不是灯光片么？航拍黄土高原太美了，感觉国庆可以安排一波旅游了
行路难难行路,看过,还行,2020-10-01 14:10:41,285,怎么能这么无聊……除掉最后一课还能看点其他都是什么
大奇特(Grinch),看过,2020-09-29 20:43:20, ,107,满足形势和高唱赞歌的喜剧，可称作“歌颂式喜剧”。它不会有受批判的角色和值得讽刺的事件，对立面只是过去的时代。所有角色、事件都沐浴在艳阳下，乌云和阴霾统统看不见。“歌颂式喜剧”的目的就是歌颂，表现“好”与“更好”之间那种无冲突式冲突，“好”是过去的时代，“更好”是现在。讽刺在歌颂式喜剧中是犯忌的，它更符合小品舞台的定位，若是短片集锦就很像是一台小品晚会了。
蓦p,看过,推荐,2020-10-01 00:08:53,287,有笑有泪还阔以，五个故事四个都有点跑题，与其说是《我和我的家乡》，不如是《我和我正在变好的祖国》。唯一回归家乡的就是邓超闫妮那个单元，实实在在的回乡之路，治沙的主题也很有意义，不过故事和人物设定都挺老套，还是邓超惯用的角色反差赚眼泪…虽然但是，我还是哭的不行不行的哈哈。电影挺适合国庆看的，在那个氛围下面，爱国之心会融入到更宏大的自豪之中，甚至觉得自己的人格都在发光，流的每一滴眼泪都充满欣慰（也可以称这个情感叫自我感动）但是感动了就说明电影不失败。
Dexter。,看过,较差,2020-10-01 14:17:49,219,我和我的中国梦
呵呵一笑,看过,力荐,2020-10-02 20:50:12,0,简直就是一出中国喜剧电影联欢会啊，我的好好看看会不会成为经典，事实证明，挺有意思的每一个故事都有其精彩点，如果非要排个序的话，神笔马亮，北京好人，最后一课，回乡之路，天上掉下个UFO
夜行动物,看过,很差,2021-01-12 23:36:58,13,我个人非常喜欢主旋律电影，但是这部片子实在过于谄媚，让人尴尬
Q。,看过,较差,2020-10-16 18:47:51,7,在电影院看这种小品，各方面都挺让人尴尬的。★ ★
津五渡,看过,较差,2021-01-04 22:52:03,4,可算看完了，整体非常失望。宁浩的《北京好人》和闫非彭大魔开心麻花团队的《神笔马亮》勉强给三星，徐峥《最后一课》和邓超俞白眉《回乡之路》两星，陈思诚《天上掉下个UFO》一星，综合二星较差。最大的问题就是失真，你在“祖国”上造假可能还能糊弄糊弄，你在“家乡”上造假谁看不出来啊？其实看的时候一直会想到自己的家乡，我要拍我的家乡标题就叫《千村万落生荆杞》。
张劳动,看过,较差,2020-10-07 16:46:57,4,我觉得吧，最后那个把歌颂的再减掉一点点，那个故事就及格了。徐铮的那个，通篇我都觉得是在反讽。假到不行，我们就是演场戏给你看，你，爱看不看。北京大爷，沙地苹果太像工具片了。UFO？I 服了 YOU。葛大爷说，我看行的时候，我想替他说，神州行。
李小翠,看过,力荐,2020-10-01 12:38:05,29,《我和我的祖国》开启了国产电影的这种分段式的新模式了，《家乡》非常可爱，笑点自然，没什么大情节却包含了武打片，悬疑片，动作片，科幻片和土味视频的要素，几个单元都不错。《我和我的祖国》，《我和我的家乡》，明年是什么？《我和我的村庄》，《我和我的炕头》吗？哈哈哈哈哈哈。
骑着上帝流浪,看过,很差,2020-10-02 23:02:43,6,这是一部污染了电影这种载体，更污辱了我们这个时代的新闻联播式电视剧。#以后陪家人也不会看这种东西了#
書衣偵探華斯比,看过,推荐,2020-10-31 23:40:35,2,十一期间看的，一直没评论，不多说了。喜剧方面最喜欢《神笔马亮》，最触动我的居然是《回乡之路》？
伊叶sara,看过,还行,2020-10-18 19:12:54,1,硬上正能量好尬。最喜欢UFO，至少在认真搞笑，没有灌鸡汤。
平平无奇,看过,很差,2021-01-26 21:29:00,10,我看的是春晚吗请问？生气，烂电影糟践了好演员
浩子菌,看过,推荐,2021-01-08 21:53:46,2,《我和我的》这类家国情怀主旋律电影实在太有意义了，特别是今年的合拍片里没有陈凯歌这种早就脱离群众的导演就更舒服了。整体而言，除了陈思成那个外星人与唐探粗糙融合在一起的作品拉胯以外，其余三个都拍得挺好，特别贴合我和我的家乡这个主题，特别是夏洛马冬梅主演的《神笔马亮》，把熟练的开心麻花笑完美融合在温馨叙事剧情里头，又好哭又好笑，四个作品里最好的一个了。
shininglove,看过,较差,2020-10-11 11:42:04,8,完成度高不高，主创信不信，情感真不真，数数有多少台词是喊出来的。
Finrod,看过,较差,2020-10-12 11:22:12,11,主题是把人骗回老家，所以注定很欠说服力，得花大功夫掩饰甚至卖弄这种不自然，生造奇观，观感因此比去年国庆的拼盘更差。宁浩依然不错，树下远去的背影算是精神气上告完别了，最后那段添上也不会太失体面。徐峥那段很明显不够踏实，但索性就把电影造梦造乌托邦的过程呈现出来，即使有取巧之嫌，范伟也中和掉不少浮夸。剩下三个，一个东拼西凑，一个毫无可取，一个恶心透顶。
傅慎行,看过,力荐,2020-10-01 15:22:27,43,最令我感动的是回乡之路篇，王源真的颠覆形象，去掉偶像光环，真真实实给观众呈现了乡村支教老师的形象
三千岁,看过,较差,2021-01-03 21:03:26,7,《我和我的祖国》姊妹篇，不出意外，今后的国产电影都会是这种成色。电影不再是单纯的娱乐媒介或精神食粮，更多时候担负着宣传社会主义核心价值观的责任。《北京好人》：没有激活医保卡的麻烦赶快激活，参与医保，就医无忧；《天上掉下个UFO》：村干部和当地有实力有技术的骨干要起到先锋模范带头作用，做好引导；《最后一课》：海外华人华侨也不能忘本，常回家看看，你的根在中国，是中国培养了你；《回乡之路》：要开拓思维、解放思想，充分发挥主观能动性，顺应时势方可更好地奔小康；《神笔马亮》：到农村去，到祖国最需要的地方去。不要可劲在城里扎堆，乡下也别有一番风味。
yicFree1988,看过,力荐,2020-10-01 22:33:40,24,"有笑有泪，的确好看。
宁浩的《北京好人》part太好笑了，葛优的喜剧输出真的强。UFO剧情太拉垮，没有什么意思，强行主旋律，有些尴尬，完全不是陈思诚的水平。徐峥的《最后一课》是我觉得水平最高的part，故事结构立意和完整性也很强，无论是剧情设计，还是画面艺术感，还是演员的表现力，都非常出彩，电影院里很多人都被感动到了。王俊凯作为新人表现得不错，非常有融入感。事实证明徐峥是个非常好的商业片导演，只要别乱拍喜剧。《回乡之路》比较平，闫妮的演技加分不少，但整体也没什么特色。《神笔马亮》最自然，沈腾的喜剧感真的太好了，稳定输出，电影院看沈腾没失望过。
虽然有好有坏，但整体还是给了五星，五星是80-100的话，应该能得90分。
最后，我爱我的家乡。"
每天要喝八杯水,看过,推荐,2020-10-01 17:17:38,14,虽然有点像旅游宣传片，但还是挺煽情的，自豪感和归属感油然而生啊
祁十一,看过,较差,2020-10-03 15:07:12,11,中国很美，电影很蠢很无聊。
车大德,看过,较差,2020-10-04 13:12:52,15,5个故事均没有深刻表达人性，却不谋而合都用了“谎言”来表达属于所有人却不属于任何人的乡愁。为什么对家乡的爱都要靠骗呢？你感受一下
水浒三国金刚,看过,推荐,2020-10-01 15:30:20,1,神笔马亮好于回乡之路好于最后一课好于北京好人好于天上掉下个UFO
