用户,是否看过,评分,评论时间,有用数,评论
朝暮雪,看过,还行,2017-07-27 09:34:04,912,1.看看人家装逼装得多专业。2.由于全国发布高温警报，主角只好去非洲避暑了。3.Tundu：我不要去中国，中国太他妈热了，我会被晒黑的！4.张翰在本片饰演亦凡，整个太平洋都是他承包的鱼塘。5.达康书记、东来局长都是幌子，实际上反派是美队对冷锋的考验，下集他将加入复联一起打灭霸。
傀。,看过,推荐,2017-07-31 11:03:10,830,说剧情有bug，我承认。但你看的燃不燃？high不high？动作打得过瘾不过瘾？看得心潮澎湃没有？激动不？国产商业动作片能拍到这个水准，已经值得表扬了。不给鼓励还在那挑刺？呵呵。
what'swilliam,看过,还行,2017-07-27 14:58:00,1209,3星半。1.电影结束有掌声出现，近期少见。2.一粒爱国主义大补丸，有人吃的开心，有人觉得补大了。3.从头打到尾，从白打到黑。4.从片头字幕到影片细节，完全展现了吴京作为一个超级直男的糙和猛。主角光环媲美终结者。5.达康书记无亮点，张翰变谐星。6.3D？？？7.导演的掌控能力逼近Hold不住的边缘。
Sofia,看过,力荐,2017-07-28 22:20:50,633,也许，你永远也不会知道你的祖国给了你多么强健的安全感；也许，你终有一日会发现你也深爱着你的祖国。
穆子衿,看过,推荐,2017-07-27 08:28:29,1120,意料之中的精彩，意料之外的惊喜。属于我们的英雄，展现狼性的军魂。
槑槑,看过,推荐,2017-07-27 10:03:31,969,好燃啊！好看！表白吴京和达康书记！
月呀么,看过,推荐,2017-08-06 12:19:55,318,国产主旋律大男主剧终于从 打日本人+泡日本妹 进化成 打非洲人+泡白人妹。巨大的进步！！希望有一天可以进化到 打外星人+泡半兽人妹
中立的手指,看过,力荐,2017-08-03 15:49:07,187,《惊天危机》我给了4星，《海军陆战队员3》我给了2星，本片好看程度介于两者之间，可以给3星。另外两颗星是爱国主义加成，不给怕小粉红不放过我。
柯里昂,看过,较差,2017-07-27 22:01:08,3652,符合“有钱了续集反而拍更差”这一放之四海而皆准的规律，场面越做越大，然而伴随着各种动作场面和特效场面的升级，这一部的叙事反而变得非常凌乱。格局颇大，想拍成《黑鹰坠落》，结果撑死最多也只是官方主旋律版的《敢死队》。吴京确实有野心，但论自我角色定位能力远不如同是动作演员出身的甄子丹。
Irreversing,看过,很差,2017-08-01 23:04:20,896,中国狗不咬中国人，还敢拦水箱
瓦力,看过,较差,2017-07-27 23:03:18,3071,无脑动作片，模仿好些国外大片再想怎样就怎样一股脑堆，槽点巨多，几位主角血厚到科幻级别，吴京重复演满血、红血、中毒、极速回血、爆种...确实很拼但片子太投机取巧，反派照搬上集辱华外国佣兵，目测《战狼3》反派依旧会千篇一律...故事不行堆再多大场面假high瞎燃也没用，《变5》不才刚玩砸么？5/10
舒农,看过,较差,2017-07-23 21:03:00,2436,纯粹拍的很难看啊……
可爱卟,看过,推荐,2017-07-27 08:54:04,675,和第一部同样精彩，看完之后我热血澎拜啊
雷霆老姐姐,看过,力荐,2017-07-28 23:10:23,553,诚意满满，全程无尿点。吴京非常帅，剧情比战狼1好看多了。
darkcat,看过,2017-07-29 21:32:17, ,498,非洲小朋友演技在线
[已注销],看过,较差,2017-08-07 15:47:35,1548,这等三流动作片靠着煽动所谓的民族大义就能成为票房第一，真是中国电影工业的悲哀。
王大根,看过,较差,2017-11-08 23:44:55,698,就像中年男人酒醉后躺在呕吐物里做的一个梦
shininglove,看过,还行,2017-08-05 19:30:58,188,陕西金秀贤主体思想勋章获得者，将海军崛起、新非洲政策、村民强拆等话题包裹成一张满分公务员申论卷，第一部一拳一脚边境硬拼，第二部是动作明星肉身神话化，穿民族主义披风扮演救世主，只用了两年。
周冲,看过,较差,2017-08-02 00:40:02,1350,吴京版手撕鬼子
Paco,看过,很差,2017-08-07 14:52:11,564,推特这东西，不是它不存在，是你用了也没用，懂？
最终幻想水产,看过,还行,2017-08-11 06:43:55,211,我就想知道，那个狮子追他们的车，到底是不是也想要急支糖浆。
Vamei,看过,很差,2017-08-05 23:57:36,753,中国特种兵在非洲救人。靠巧合推动剧情，尴尬。
七七,看过,力荐,2017-07-28 22:09:57,581,燃爆了！剧情节奏快又紧凑，全程都看得很爽！但是也看的好紧张！！里面反派说杀人就杀人！吴京好man，但是笑起来还是很可爱的，让我想到了以前看过他的《太极宗师》《金蚕丝雨》里面的他。值得二刷三刷的片子。
紅豆生南京,看过,较差,2017-08-07 10:21:35,850,事实证明男人杰克苏起来比女人可怕多了，女人最多幻想下霸道总裁，男人的幻想要上天下海，喝最烈的酒扛最沉的枪，徒手接飞弹，甩出眼泪的姿势都是最帅气的样子。ending pose完全可以开发一个新IP：flag-man。两星给动作团队，几场肉搏戏很ok，多半星给张翰，完全没料到他是全片最适合的选角
小川叔,看过,力荐,2017-08-06 12:19:42,139,看完了战狼2，还挺好看的，没有评论说的那么烂，除了吴京动不动总是画粗眉毛很跳戏，以及偶尔有流露出的自恋气息，我觉得吴京请张翰，应该就是为了掩盖这份自恋。坏人依旧死于话多，赵东来一直告诉人民，很抱歉现在只能靠你自己。。感觉吴京可以接棒成龙了。达康书记好赞！
A L E X,看过,很差,2017-08-13 17:38:13,465,真的不是在自黑吗
袁长庚,看过,很差,2017-08-11 19:28:52,485,抱歉，作为一个多少有些民族主义情绪，对人民军队多少有些情结，经常被批评过于直男审美且买了票的观众，这就是我能给出的全部评价。
冰雪皇后昧拾金,看过,很差,2017-10-01 17:04:27,309,无脑突突片，突突部分不评论，但整个情节设计就是小学生水平，台词幼儿园水平。编剧英语词汇量太小，洋人靠一个F词表达一切感情，国人口里则只有官腔。玩国族主义开心就好，但背后的东方主义、沙文主义也别假装没看到。这种片子态度好点还能给个三四星，但却使尽卑劣手段压制批评，只能请您负分滚了。
一默,看过,推荐,2017-08-01 22:57:52,82,1.一部纯粹的老派直男荷尔蒙片，在传统动作片没落的时代，很难得，2.作为导演，可以说成熟得很快了，瑕不掩瑜，3.陆达康书记绝对是惊喜，4.战乱和撤侨等故事设定很真实，和平很宝贵5.是比较分红，不过文青小清新们也真的是在温室里待太久，6.反派太弱是最大的逻辑硬伤。
李九弟Jody,看过,还行,2017-07-30 14:56:10,31,1. 首先恭喜战狼2即将成为2017第一部票房过20亿（现在是60亿预期了...）的国产片。2.国人好像特别需要这种大场面动作片提士气。3.比上一部好，疫情+战乱的双线设计还是可以的，但结尾彻底崩掉了。4. 吴京真男人，能屈能伸又聪明，敬佩。
社会桃儿,看过,还行,2017-07-30 21:52:41,49,能征服女人，能征服上司，连黑人兄弟都必须拜倒在你的杰克苏光环下。能腾空飞跃，能开坦克漂移，全球不治传染病到你这儿就好了，被数十人包围他们说退兵就退兵，最后千人斩之后你没受一点伤，在美女怀里一睁眼，春梦醒了。爽吧？以后也别嘲笑爱看韩剧的女人了。
百里即墨殇,看过,推荐,2017-12-18 14:06:15,143,真的燃爆了，看得时候已经很晚了依然全场爆满，太热血了，我们能够如此安稳，是因为有人替我们抵挡危险，遮避严寒
林大海,看过,较差,2017-08-09 21:59:34,147,看得我尬死了
K,看过,较差,2017-08-06 19:33:30,188,另一种意义上的小时代。以及照目前趋势发展战狼3打印度无悬念了。下一集我要看歼20轰20最次武直10来一打好吗谢谢。
有病要读书,看过,很差,2017-07-30 00:29:14,152,犯我中华者，虽远必诛其超市！
思故渊,看过,还行,2017-07-29 16:11:07,55,"跟隔壁比起来，结论就是：帝国主义文宣就是比社会主义文宣好看。当然，Be careful what you are wishing for, it might come true. 你想要帝国主义，就会得到帝国主义的全部。"
Spide,看过,很差,2020-05-24 02:33:07,30,五个一政策现在就是在赤裸裸的嘲讽这个电影
Q。,看过,还行,2017-07-31 10:04:03,70,没看过第一部，似乎在衔接上没什么太大影响。单从电影来说，吴京是真的很拼，呈现出的质量也不差，但这种小粉红个人秀实在是让人提不起太大兴致。★★★
[已注销],看过,较差,2017-08-17 17:46:24,66,China prono，只为中国梦。为什么陈家驹布鲁斯·威利斯的事我们觉得真实，这个我们就觉得假呢？谁的错？
潋 | Béatrice,看过,很差,2017-08-11 23:54:02,165,呵呵。五个字可以概括全片：直男的意淫。技术和思想双重层面的完败。导演，您是小时候被女性或者异族狠狠欺负过吗？才能想象出这样一盘毫无逻辑脱离现实的戏来满足和补偿自己。这跟印度想象世界爆发三战然后印度轻易打败了中国有什么区别。另，以前真没看出来您是如此爱炒作的人。
吃胶片的考拉,看过,还行,2017-07-28 11:50:20,104,情节有硬伤，坦克能漂移，特效没做完，海军镜头像是偷来的素材...这类槽点太多了。这本该是一部不合格的烂片，但美队的动作指导救了它。用美式动作片的套路包装了吴京的个人英雄主义，结果是动作戏都能看，别的都看不下去。
九命猫@victor-eyes,看过,还行,2017-07-29 17:09:48,161,为啥没人怀疑官二代国有资产转移？抗拆迁，黑白勾结，让领导先走，中非复杂关系……种种疑问都回归中国爸爸站在你身后支持你保护你这个主旋律主题，看过会感觉胸前的红领巾更鲜艳滴。吴京做了个标准的尺度测试。
勾陈一,看过,推荐,2017-08-05 23:02:37,21,看到最近豆瓣上打分争论得厉害，默默刷完。给不同人都有机会表达和存在才是豆瓣有意思的地方啊，要不给打分评论说话的片子才是真没劲了。卢靖珊好美啊啊啊，另外东来同志依旧那么帅哈哈哈。电影涉及到的中国在非洲越来越多的投资，商业和军事合作都是很有意思的话题。
冯凝,看过,还行,2017-08-06 22:29:23,38,吴京的智慧是，既然我艺术造诣有限，我就用两个武器：一个是廉价的民族主义情感，配点乐飘个国旗一下子感觉就来了，二是类型片结构和打戏，做成了粗暴的规范标准。再往上就什么都没了，但是要是真往上了，票房也没了。
反三俗专家,看过,推荐,2017-07-29 22:07:37,142,一部充满个人英雄主义和国家情怀的老式动作片。场景设在了非洲这点较新颖。其实此片本质上和《黄飞鸿》《霍元甲》是一样的：打斗为主，情怀第二，剧情次之。美国那些超级英雄也异曲同工。如果一个国家经济文化强势，拍这样的片就是扬国威，反之就是意淫。所以对我们来说，自强不息，就是多赚钱多读书。
gegemoon,看过,还行,2017-07-30 20:09:37,36,吴京的导演功力越来越让人刮目相看了，不光打戏精彩，选角很聪明，连鱼塘主的傻X富二代都那么合适。扣一星因为矛盾冲突略犯懒，反派动机有点不明，一会儿为了钱一会儿为了权，一会儿又是种族主义。不过反派那边都挺帅的，可惜啊。
慧小田哲思学,看过,很差,2017-07-30 12:49:17,41,据说能引来5毛，test 一下
思考的猫,看过,推荐,2017-08-13 21:32:03,15,不错，好看，比湄公河更进一步，我很喜欢的一点就是，妈的，要玩就玩把大的，坦克大作战，舰对地导弹都上
