用户,是否看过,评分,评论时间,有用数,评论
五色全味,看过,还行,2018-02-21 03:30:21,37,林超賢借主旋律資源大玩類型，上天入海，規模數倍升級了自己曾經的《神枪手》《重裝警察》，製作能力上遠拋《戰狼》，並不刻意販賣民族主義。證明香港電影導演今時今日仍舊充滿執行力和活力，深入異地仍能打出一片天的蛟龍部隊不就是香港電影人嗎？人物和感情的積弱是老毛病，血腥場面太多不宜
娅娅娅,看过,力荐,2018-02-16 00:43:47,370,一气呵成，没有大段文戏，主要在作战间隙穿插，但却更好展现了蛟龙突击队状态，两个狙击手之间的紧绷又协作的关系，女兵机枪手和石头之间感情，表现的不多确很到位每个人物都很立体不会拥挤也不会冲突，其他就是宏大的场面，燃燃燃，爽爽爽，看的酣畅淋漓，影片质量之高可以说是中国战争片的里程碑了！
君寻,看过,推荐,2018-02-16 15:01:25,296,→_→母亲大人说比战狼有意思，我表示赞同~
人参,看过,很差,2018-02-17 18:06:26,140,我爱国，但是这种类型的片子真的，爱不起来。
Ms_underwater,看过,还行,2018-02-19 00:33:24,57,就想问问那个带炮儿的无人机早干吗去了
一口可乐,看过,还行,2018-02-18 22:06:05,71,炸到睡着
巴伐利亞酒神,看过,推荐,2018-02-16 16:44:06,149,大年初一带半个军迷的老头子和打酱油的老娘观此片，预料中的人丁兴旺，未预料的意兴盎然。咋说呢，从动作层面到思想境界，都领先了战狼2无穷尽个身位。战斗场面，强调团队作战，没有个人英雄主义；而不仅仅营救中国人质，将外籍人质也一起营救的决定，也瞬时拔高了整个立意，去除了狭隘的民族主义。
darkcat,看过,推荐,2018-02-22 18:33:31,47,看完想赶紧吃两把鸡
三七莲华,看过,推荐,2018-02-16 22:05:56,65,不怎么煽情的国产片值得珍惜！缺点也是文戏太弱了一定要把中国拖下水的叛军脑子瓦特了吧。比战狼好了一个湄公河，而且难得分工明确的团队合作，看起来真实很多，基本从头打到尾劈里啪啦忍不住想这是在补春节放不了烟花爆竹的遗憾吗……哦对需要警告不少血腥场面不太适合儿童观看。
阿德,看过,推荐,2018-02-16 07:06:50,145,解救人质那段堪称华语电影最佳战争动作戏，冲锋战、狙击战、小巷追逐战、沙漠坦克战，场面不断升级，根本不给你喘息机会，林超贤奉献了一部好莱坞水准的军事战争大片。
熊阿姨,看过,推荐,2018-02-21 22:17:11,66,不用恶心人也能干干净净拍撤侨。
腻腻,看过,还行,2018-02-18 21:59:42,82,真的就不咋的阿...挺假的- -
馬尾士,看过,很差,2018-02-24 13:07:32,131,头都炸疼了。画面生猛，意义单薄。
古戈,看过,还行,2018-02-21 20:10:51,38,难以想象这部电影会有这样的高分。除了画面镜头和各种装备，其他乏善可陈。情节转化突兀，拼接痕迹严重。人物先后转变也有点莫名其妙。想描写很多人，结果主次不分，没写好任何一个人。这不是一个完整的故事，这是一个拼盘。整体成熟度上远逊色于战狼2。
A L E X,看过,2018-02-28 20:53:33, ,27,我再也不想看这样的电影了
LORENZO 洛伦佐,看过,还行,2018-05-22 00:39:35,18,都说好但没看出来和战狼或者湄公河的区别啊，就是煽情少一点点了越来越好莱坞了？会拍这种电影怎么就叫好了？好莱坞多少电影后期和技术不是外包给中国做了？
shininglove,看过,还行,2018-02-22 19:08:04,22,海陆空伟哥大电影！
姚璐,看过,还行,2018-02-19 20:08:39,42,这个电影不分级真的好吗。。电影院的小朋友都吓傻了。。
wly,看过,推荐,2018-02-16 15:10:03,229,狙击手好厉害好炫酷，唯一一个女兵巾帼不让须眉，枪林弹雨我真的好担心她。还有吃糖剧情时候就隐隐感觉到FLAG。虽然我不太懂各式武器，还是看到燃。大尺度的血腥场面演绎残酷战场，也许为了能播血腥景，还是有几处略生硬的强行体现主题。
蓝下老婆,看过,力荐,2018-02-16 00:33:06,373,真是太震撼了，全程看得热血沸腾，不愧是大制作手笔，还有我喜欢的景瑜，更是锦上添花，支持
哎哎哎,看过,力荐,2018-02-16 12:10:01,270,很燃很燃，太厉害了…
Franz,看过,较差,2018-02-17 13:58:28,731,无聊，冒死营救非洲战乱区华侨的故事，第一次看到一半退场。一路不停的打打杀杀，评论里面夸的文戏不超过二十分钟，也可以从另一个角度说明，电影几乎没有情节，全是战争场面；本是因为8.5的高分被吸引，现在看来水分很大，爱国主旋律想要复制战狼2的成功，可惜未得精髓；借政治正确，消费爱国情怀
国王KING,看过,推荐,2018-02-21 20:53:00,35,光是「我们带你回家」就看得热泪盈眶……感觉观看过程全程神经紧绷，炮火与子弹看得触目惊心。
青 天大老爷,看过,力荐,2018-02-19 19:44:42,81,有可能因为时长问题删减了部分片段，使得剧情几个点有bug。整部剧节奏紧凑，没有一点浪费的片段，全程高能。我以为会有第二部，可是在电影最后十分钟还是快速结束了黄饼问题。有几处血腥的画面，少儿不宜。不同于一般的个人英雄主义，红海更强调团队合作精神。
麦垄风来翠浪斜,看过,推荐,2018-02-23 11:52:52,70,还挺激动人心的，场面宏大，作战意识武器先进，我个人来说挺好的，很爽啊，子弹横飞的。但我小表妹给吓着了，场面对她来说有点血腥了，不建议小孩和胆子比较小的女生去看，大半夜的看完电影安慰人真的很累。
獨孤島主,看过,推荐,2018-02-16 22:39:07,33,扬长避短，把讲耶稣放在第二位，全力开动类型片的纯粹快感，思路非常清楚，但最后夺饼单独开一场而不直接连贯情绪，有点奇怪
齐木楠雄,看过,推荐,2018-02-24 15:12:43,15,电影很激烈，看着很累，炮弹与断肢横飞，各种断手断腿特写，还有打穿动脉的飙血特写，各种新式装备层出不穷，更适合装备控观看，为嗯哼爸爸打CALL，大荧幕上超级帅
神探夏老师,看过,2018-02-28 14:06:02, ,20,如果是三天前我看这部电影，会觉得很好看，甚至会觉得为这个国家感到骄傲，但是经历了那件事情，我现在只觉得恶心。对不起这部电影，可看性真的很高，良心之作。不打分了。
透明,看过,力荐,2018-02-16 21:40:16,50,我们再也不用拿《英雄》《长城》 这种片来定义国产大片了！！！
内陆飞鱼,看过,推荐,2018-03-03 22:13:13,20,不错，接近好莱坞水准了，从湄公河到红海，林超贤一直在立行业标杆，而且无人可破，只能自己挑战自己了。
小痕呀,看过,推荐,2018-04-04 22:05:35,13,我因我的祖国而骄傲，拍的很燃很热血。
朱3D,看过,力荐,2018-02-18 22:05:27,69,“和平年代”限制了我们的想象力，真实的战争可能远比电影更加残酷。
reply1988,看过,力荐,2018-02-16 12:08:06,190,大年初一，期待已久！绝对是国产同类型的里程碑，超越了湄公河行动。全程2个小时我精神紧绷，买的水都忘记喝了。沙漠坦克追逐、翼装飞行、狙击射击，很多元素都具备了，真的很棒！血腥镜头也非常惨烈，真的希望那些巨婴们看看我们的军人是怎么保护我国公民的！有些衔接很突兀，但是瑕不掩瑜！
冉笛,看过,很差,2018-02-17 20:09:05,0,与各种不同肤色的人一起看完这一部中国海军英雄赞歌。武戏无问题，全程无文戏的结果是故事紧张有余感染力不足，人物形象扁平（其实顾顺和李懂这条线本可以制造戏剧性的，顾顺接替罗星上阵，顾顺很拽，李懂习惯了罗星，这就是一个很好的切入点，即：两人如何化解矛盾，如何成为心心相惜的战友）可惜。浪费了一众好演员。
金伯颜,看过,力荐,2018-02-17 14:06:16,115,国产战争救援片逼近世界顶尖水准的证明之作。
公园笨龙,看过,力荐,2018-02-17 02:15:08,54,尺度真大…超过好莱坞了…我喜欢
明太鱼团子,看过,推荐,2018-02-20 13:05:33,58,行动线的清晰度完全不够，到后面根本分不清到底是哪几方势力在对打。还有黄景瑜演的那个狙击手虽然是又拽又痞，但莫名觉得gay里gay气……一直在撩人家观察员（
天亮天黑,看过,还行,2018-02-20 16:10:58,30,这部电影，描绘了一种非常写实的场景：支援力量为零，战术屡次不灵，上级只能请示，任务必须完成。
七七,看过,还行,2018-02-22 20:41:28,42,还算不错，只是大过年的实在不适合带娃看红海，太血腥！
Derridager,看过,还行,2018-02-26 21:21:30,15,看来随着新时代加冕时刻的到来，这样媒介化构建国家形象和输出强国意识形态的中特民族主义电影肯定还少不了。制作自然没问题，可是依然屡有不适。原因如下：发展中国家就想迈大步子输出新霸权主义，其实是蛇吞象；打来打去展现的只是外在力量，内在的精神部分欠缺；另，不反战的战争片没有太大价值。
[已注销],看过,很差,2018-02-26 22:17:47,17,林超贤本来是香港三流导演里我蛮欣赏的一个。
郭连凯,看过,推荐,2018-02-18 18:58:04,27,4.5 this is some real shit!!!!
西屿,看过,力荐,2018-02-18 22:09:53,69,PLA牛逼！！！！！没有一个镜头是浪费的！！！！！
Tyger Tyger,看过,还行,2018-02-18 10:18:40,11,作为动作片，合格。最后抢核原料一段，单独看无问题，可对照前头大段渲染的战斗残酷与艰难的基调，就显得轻飘和不接。对手的那个小狙击手，敢情林超贤一定看过《黑猫警长》～～
请叫我鬼叔好么,看过,还行,2018-02-23 13:06:11,24,7分吧，情节细节太薄弱，就剩突突突了
小鱼变成老鱼了,看过,推荐,2018-02-21 04:47:48,23,脸盲患者到最后都没把几个人谁是谁对上号……
Hey Johnny,看过,推荐,2018-02-20 17:55:14,23,勇者无惧，强者无敌，爱我中华，扬我国威！——主旋律电影新打法。
无忌,看过,力荐,2018-02-18 22:08:56,72,接下来不知道哪个部门找林超贤拍大片？！期待。
品客,看过,推荐,2018-02-17 23:52:46,28,林超贤这一次超水平发挥了，除了空间感较差，湄公河行动里的问题都得到了解决。各种成熟好莱坞战争片的元素融合让电影拥有了一种大杂烩的特殊风味（是褒义）。
躲猫猫社社长,看过,较差,2018-02-18 01:01:34,27,没完没了，只知道使劲塞塞塞，预算足，完全不知收敛。前一个小时有出彩之处，之后逐渐进入Team America模式。另外，解放军廉价的站桩式指挥室、操作系统、制服和央视纪录片介绍字幕向大家展示了几乎为负的审美。号称真实事件改编已经无耻之极，和《黑鹰坠落》比拜托要点脸。
狐,看过,推荐,2018-02-10 22:53:47,200,看了超前点映，意外的精彩，二刷了IAMX。没有那么多个人英雄和国族情绪，战斗情节的专业度和观赏性都已经是国片最佳水平，堪称世界级。剧本是减分项，人物代入感弱，也许是有意要维护军人形象，不去探讨人性话题，比如傲慢狙击手，冲动记者和保守指挥官都是经典的可以发挥的人物。总体瑕不掩瑜。
霧鳥,看过,很差,2018-02-16 09:42:01,82,并不算太好
Violet何舒,看过,力荐,2018-02-17 20:41:03,35,林超贤导演真的太棒了！国际水准，走心之作！很久没有看到这样的院线片了，赞赞赞！
#阿子#,看过,还行,2018-02-22 13:16:54,11,强烈呼吁电影分级，血糊糊烂肉镜头太多了。必须强调不适合小朋友看！！！海清还是有点尬，张译演得很不错。巨型官方军力宣传片最后还是海军赢了。剧情不能多想，感觉玩游戏的人看了会很熟悉……看完之后午饭果断吃素了
SydneyCarton,看过,推荐,2018-02-21 18:08:46,21,湄公河是警匪片，战狼2是动作科幻片，红海是战争片。
勾勾子,看过,推荐,2018-02-24 13:05:04,27,相比战狼的个人英雄主义bug，这部的团魂是碾压式的。勇者无惧不是因为无所畏惧，而是因为敬畏死亡又心怀大爱。
庄小龙也有尾巴,看过,力荐,2018-02-23 14:34:59,12,"无论你在世界的哪个地方，只要联系中国领事馆，我们就会保障你的安全。
这世上哪有什么岁月静好，只不过有人替我们负重前行。
向所有军人致敬！"
拐了,看过,还行,2018-02-09 23:48:15,60,中国版《黑鹰坠落》，就军事和战场层面制作非常出色。
水浒三国金刚,看过,推荐,2018-02-23 12:33:47,15,拯救同胞邓梅
spencer,看过,力荐,2018-02-17 17:03:49,31,怎么也想不到2018年就能看到这样的军事电影，这个国家进步的速度总是出人意料。
iriselite,看过,还行,2018-02-19 16:15:06,18,作为电影而言，毫无叙事章法，人物塑造。。。只有感官刺激了。
苏妄言,看过,力荐,2018-02-17 12:07:15,39,没有对比就没有伤害，没有战狼2的存在，这片子也就是是三星到四星的水平。林超贤导演在某种程度上就是影片质量的保证！
