用户,是否看过,评分,评论时间,有用数,评论
光影传奇,看过,较差,2017-01-28 09:09:12,216,任何不说人话的电影肯定烂片！
相逢何必不认识,看过,很差,2018-02-09 19:14:34,33,舒淇怎么会喜欢说Rap的幼齿，西游尬篇，不过跟去年春节档其他影片比，还成
Ruby超人小姐,看过,力荐,2017-01-28 18:46:49,773,在电影院里看到爽爆，都打算二刷了，觉得至少能打个四颗星吧，结果一看豆瓣评分看不明白了，这么低的分我要打五颗星中和一下~
砰！萝卜？,看过,较差,2018-02-02 22:37:06,72,真的是我有生之年最后悔的一件事，花了钱进了电影院去看这部电影，看的时候我就后悔了，吴亦凡演唐僧，那张嘴不要告诉我真的不是被针线往上缝了么？一直都是一个表情，台词很尬，冲着周星驰我去看了这部喜剧片，和美人鱼还差一万步，真的是很辣鸡的片子，孙悟空也很奇怪，后面的王丽坤露出来的大胸……
birds,看过,推荐,2017-01-31 13:37:08,89,二刷好感多了不少，接受了唐僧白骨精的感情设定，对演技也不苛求之后，意外关注到许多有意思的地方，黄霑的梁祝配乐，青蛇味的蜘蛛精等等邪魅的场景、人物。配上星爷的语言段子，对西游越来越独特奇异的视角，包括与大话的牵涉，放下牵挂的顿悟而存于心中的不了情，这种结合别开生面更添回味。
嘟嘟熊之父,看过,较差,2017-01-28 22:20:08,69,孙悟空和唐僧真的不熟，他们既不分外眼红，也不同仇敌忾，他们只是表面装熟而已，这一点最让我痛心。
scaryzion,看过,很差,2017-01-28 15:53:47,221,烂。要到什么时候对西域的意淫才能跳出这种窠臼。红孩儿和白骨精的整个设计都是失败的，更别说唐僧的感情戏了。段子都是从互联网上抄袭来的，比春晚还没出息。
上弦之日,看过,很差,2017-01-28 09:54:05,167,毫无剧情可言，故事都说不清楚，根本就没有个逻辑线
易老邪,看过,还行,2017-01-30 16:48:34,13,还可以，毕竟是徐克执导的，徐老怪的功力比周星驰可深厚多了。2星半。
29°,看过,还行,2017-01-28 17:49:32,32,本来一个人看电影是一件很酷的事情，结果好多孩子啊！操！希望星爷不负我，像第一集一样多点少儿不宜的镜头，比如开头孩子被吃了这种，跪拜
柒柒♀,看过,很差,2018-05-29 06:26:22,19,电影很烂，剧情看着挺糟心的！王丽坤扮演的的蜘蛛精还是啥演的挺好的，造型也不错，大姚演的也很好，但那孙悟空，唐僧，猪八戒演技看着真的是让人想吐
kylegun,看过,力荐,2017-02-08 22:12:39,23,香艳蜘蛛怪巢异兽现形，歌舞升平真假虚实孩儿之国，情感白骨骗中骗决战三假如来。中间有一段很难笑，沙僧八戒存在感太低，但整体恶趣味得有想法，可以继续拍下去~
zhang 2nd,看过,推荐,2017-01-30 00:28:13,82,“你打我啊”这句台词太帅了
粉堕百花洲,看过,较差,2018-03-20 23:18:31,25,周星驰的情怀电影票已用完，两位大导合作的作品并没有想象的惊喜，演员演技也很一般。
一行清泪丶,看过,力荐,2017-01-29 12:07:17,180,本来在考虑给三星还是四星的 看到这么多一星和喷子我就毫不犹豫地更新成了五星 你们想平衡水军 那我平衡你一下你们也不过分吧 评分不是你们显示自己所谓品味的工具 也许不比当年 但绝非一无是处 起码不是简单的一星和烂片可以概括的 还有什么欠不欠电影票的就闭嘴吧 谁稀罕你这一张电影票还
皮革业,看过,还行,2017-01-29 00:12:31,29,整体来说，还是更偏徐克一点，靠特效、造型顶着。演员实在是太差了，周星驰的那套东西完全演不出来，一比才明白，邓超和文章还是不错的……
婴儿葛葛,看过,推荐,2017-01-30 13:36:03,118,感觉跟影评界的差距越拉越大了。觉得挺好的，人物有发展，顺应时代进行了现代化，传统的师徒尊卑关系变平等了；故事有反转；特效有想象力。硬要解释唱衰这部国产商业片的理由，应该是影评界观片阅历的进步，远大于国产片制作水平的进步吧。然而，论品味，你们没让《降临》评分上8，仍让我耿耿于怀呢。
Bless_U,看过,很差,2018-05-04 22:23:26,23,台词好尬，星爷调调的台词还是星爷本人来吧。星爷，时代在召唤，要与时俱进，虽然怀念从前的你，但不代表你那套适合现在的演员。
rivert,看过,力荐,2017-01-31 17:49:20,50,徐克领会周星驰精神还差一点。但够了。
冯凝,看过,很差,2017-01-28 12:05:33,121,大年初一看这个，是不是今年一年国产片的征兆，有点害怕。
帝月,看过,很差,2017-01-28 08:14:07,162,终于可以理直气壮打1星了，内地影市毒瘤药丸
metoo_0825,看过,较差,2018-02-28 21:20:57,29,还是喜欢星爷当演员的电影。
君住朝阳头,看过,很差,2017-01-29 17:42:22,8,星爷已经把我的情怀消耗光了
Saturly,看过,推荐,2017-02-01 21:06:52,47,刚看完王宝强的电影再看这部，我给四星！！！
橘猫爱吃鱼,看过,很差,2018-06-10 07:21:41,17,冲着周星驰和徐克去看的，除了特效真就没有什么亮点了，主要演员演技真心烂。
朝阳区陆依萍,看过,还行,2017-02-03 10:38:31,18,想给老爷下跪，三星全给徐克.....
窗外有嘛,看过,推荐,2017-01-29 07:05:19,581,特效炫炸，笑点很多，不过旁边的小旁友永远能比我早get笑点。唐僧孙悟空身上有很多周星驰的影子，黑暗系神话让人很过瘾。电影里的细节处理得很有意思，比如唐僧满怀心事月夜下刻佛像，国王滚下来后断了的荡来荡去的糖葫芦，摇头摆尾的大鱼。美中不足，我更喜欢延续师徒猜忌提防胜状态过大团圆结局。
爱的镇魂歌,看过,还行,2017-02-08 13:46:20,9,西游服药片...病的不轻呐。
日啖牛排三百块,看过,力荐,2017-01-28 21:06:11,366,我个人阅历觉得《西游伏妖》6分差不多。有很多好笑的段子，尴尬的是唐僧嗓子哑了悟空动杀心那段唐僧从树上掉下去不搞笑。红孩儿的造型个人很不喜欢。蜘蛛精那段一只蜘蛛和唐僧聊天很搞笑，蜘蛛变身后下半身是半身人的想法很好，大鹏金翅鸟的战斗力很符合原著，天上地下就如来治得了，秒孙悟空轻轻松松
藤椒虾虾,看过,很差,2017-01-29 18:21:37,18,烂片，星爷何必与徐克合拍呢？还不如拍各自风格的电影，这个电影只有特效值钱吧，请演技烂的“演员”毁电影…
张天翼,看过,较差,2017-04-18 11:08:58,9,红孩儿的设计真帅，比丘国兼具童趣和妖异之气。孙悟空坏的一面点出来了，但表现和“收”得太潦草（不会吧？大伙看他咧大嘴吓一吓人就满足了？）那个bgm玩那么多遍，自己不会腻不会不好意思吗？
孙行者行者孙,看过,很差,2018-02-28 23:13:22,40,一星给星爷，无厘头风格真的只有他自己适合演，他演就是好笑，别人的演技演起来尴尬到爆……
十三,看过,力荐,2017-04-18 09:26:26,29,86西游并不是吴承恩的西游。真实的西游故事暗黑、暴力、血腥、想象力爆棚，有猪猴博弈也有懦弱鸡贼的唐僧。三十年过去了，观众也应该长大到能接受真实的《西游记》了。我特别喜欢周星驰的两部西游，来回看了好几遍，它们更无限接近于我认识的《西游记》。
翻滚吧！蛋堡,看过,还行,2017-01-29 23:58:44,40,徐老怪和周星驰的组合竟然有互补的效果，这届豆瓣评分不行
饭饭,看过,推荐,2017-01-30 20:09:36,218,我觉得挺好看的呀，至少是七分或七点五分，虽然不免有些旧梗但电影里有着惊人的想象力和创意，画面和动作都非常棒。不知为什么比功夫瑜伽低？
护你周全,看过,很差,2018-04-05 21:25:14,23,演的好尴尬，看的也好尴尬，为了搞笑而搞笑，好无聊！！
树上的兔女爵,看过,推荐,2017-01-29 23:25:56,39,徐克真是个够后现代的人，看的时候突然觉得他脑子里一定装着一个小男孩的奇仙境。不知道是编剧还是导演的原因，爱情条线七零八落弱得一塌糊涂，但是电影整体非常风格化，冲着这点我还是喜欢的。故事的话，和小时候看西游记电视剧感觉差不多。
飞行官,看过,还行,2017-02-07 00:17:57,7,不是编剧、导演、摄影剪辑特效等幕后人员的问题，演员中姚晨也没有问题，剩下的，真的问题大了。
在你身体里冲刺,看过,推荐,2017-01-30 02:07:55,194,这特效炫酷的登峰造极了，加两星都不夸张。还有我说真的各位，咱商量个事儿，别见着有吴亦凡的片子就打一星了行不？每回分数这么低我都带着低分的心理准备去看，结果TM弄得我回回感觉有惊喜，我他妈也不想这样啊？！
[已注销],看过,较差,2017-02-03 19:40:49,14,如来神掌滥街啦 这翔一般的剧情 段落式抽風 一群替身使者 原班人马只在回忆杀里出现 二师兄搞笑担当 白骨精超尴尬 风雷水火加强版排山倒海
刀峰1943,看过,力荐,2017-01-30 07:48:02,272,很有诚意的一部电影 大家能不能诚恳点
媛媛,看过,还行,2018-04-05 21:17:46,16,哎，又是一部没有看完的电影。没法看呀！！！看不下去！！！弃弃弃！！！
魔法少女李秀莲,看过,较差,2017-01-28 14:00:30,44,韩红看了想打人，依萍看了想开枪
艾晨,看过,较差,2017-02-09 21:04:55,5,友情给个两星吧，一星半给特效，半星给林允。相比起来，我觉得欠文章一个影帝。
萧秋水,看过,很差,2017-01-28 11:21:41,70,刚刚看完了《西游伏妖篇》，爆米花电影，适合儿童，虽然我很有童心，但也觉得就是一场热闹，看完就完了。特效的确不错，然而一场好电影的看头，肯定不只是特效和热闹。徐克诚然是“老怪”，星爷也童心未泯，但两强联手的这部作品，还是觉得有点失望。
喻鸣,看过,还行,2017-01-28 22:23:59,43,虽然预告花絮一直在掰扯“没有特效”，但最后能看的也只有特效， 全金属外壳的红孩儿是个突破。当年对降魔篇印象不错，可惜这次双王没有双剑合璧，反而和昨夜的春晚一样“好尴尬哦”，幸好还有舒淇的客串。 林允问有没有爱过时竟然回答“没有”，为除却巫山不是云的唐僧点赞。两星半。
20thCenturyFox,看过,很差,2017-02-01 11:07:08,41,既然请了加拿大炮王，压根就没想过让普通观众去看吧。
董醉野,看过,力荐,2017-01-30 07:27:00,175,豆瓣评分已经成了利益争斗的肮脏之地。
无鬼斋,看过,还行,2017-04-21 00:03:10,3,科幻。取经路最长的是师傅的套路。
草威,看过,还行,2017-02-04 22:51:57,7,暗黑版西游，说真的还看得有点心花怒放，觉得有人居然可以这么玩电影，佩服徐克。没情节是小事，除了卡司这种硬伤以外，我觉得比较失控的是流行语有点太密集了，破坏气氛。除此之外，真的可说喜欢。我给半个六星。（另外，吴亦凡说的是哪国话？为什么口型就没对上过？）
Leann,看过,很差,2017-01-28 20:02:54,48,已看，太特么烂了。。可以打零分或负分吗？
J-Virginia,看过,推荐,2017-01-28 21:04:54,504,我反正摸着良心打分 看开心的电影 开心就好啦
芥末蘸酱,看过,还行,2017-01-28 11:53:36,119,基本保持了《降魔篇》的水准，《大话》是讲至尊宝，《西游》就是拍唐僧。但两部《西游》都是三段故事拼成一个整体，也算是偷懒的表现吧。
豌豆公主滚床单,看过,推荐,2017-01-31 18:04:53,20,我可能得了一种……谁演孙悟空我都会喜欢上谁的病………除了黄渤和王宝强，实在太脏了喜欢不起来。第四星给get到的涵义吧。。文章版的唐僧比这个好多了，基本上打星和演员都没什么关系，但是编剧和导演也是，太玩票了。
崇子,看过,很差,2017-04-24 12:58:29,7,虽说是边做其他的事边看的。但是也是被烂得无以复加。徐克不要勉强拍周星驰的风格还好，这一勉强啊，简直就是乱七八糟，学的都是皮毛，都是皮毛啊。不过，周星驰居然也同意这样的电影上映了。我对他的好感也到此结束了。白白～
油漆未干,看过,还行,2017-01-28 15:04:10,73,前半段挺好看啊，既周星驰也徐克，后半段开始就节奏变乱，打斗戏里那么多没用也不好玩的台词，第一部的时候明明很简洁啊，不知道是发生了什么，难道是后期俩人磨合不下去了？
两生花,看过,推荐,2017-01-31 14:59:23,133,非常棒啊，以后这种商业大片绝对不能相信豆瓣的评分了，开场暗黑西游记超赞啊，如果孙悟空真屠村我就打五星了，虽然不如上一部，但作为一部商业大片，绝对合格。
天腐之国,看过,很差,2017-01-28 17:19:51,24,打响了鸡年国产烂片的第一枪
甜鱼拌饭酱,看过,很差,2018-06-10 07:25:14,15,剧情太烂，没有连贯性，打斗全靠特技，某人的面瘫演技太令人尴尬。
陆大鹏Hans,看过,还行,2017-02-03 21:46:34,10,特效不错，情节很弱，个人觉得没有上一部好看，但值回我付的30元票价
蜉蝣渡海,看过,较差,2017-01-28 14:27:08,124,这都第几年了，就不应该对大年初一上映的国产“大片”有多大期望，这是我的错，心疼银子，心疼时间，心疼为看电影而做的前后折腾。剧情东拉西扯，没有逻辑，没有人设，没有主线，没有感情。蜘蛛精那段还不错。
已注销,看过,很差,2017-01-28 15:13:49,37,看过的最烂的一部周星驰电影无疑了，西游1和美人鱼虽然也没多好但好歹都是有跌宕起伏的情节的完整的故事，这片整个儿就是一盘毫无G点的散沙。
尒,看过,推荐,2017-02-01 04:06:15,92,当想拍喜剧的时代，比起内核庸常的韩寒，这一部邪典殊为不易
[已注销],看过,很差,2017-01-29 08:32:37,23,全程只认得三张脸，舒淇，姚晨，吴亦凡。一直到电影谢幕我才发现，哦这个孙悟空就是你们讲的那个林更新啊。吴亦凡演技尴尬。四面八方都咯咯咯笑起来的时候，我表示完全笑不粗来。（冷漠）
梁边妖,看过,推荐,2017-01-29 17:40:03,29,只有这个级别的投资才能把真正的仙魔之战烧出来。看到国产电影里出现这样的想象力，即使剧情表演满是硬伤，我也没那么生气。
無 歡,看过,还行,2017-01-28 02:34:46,42,其实是两星半，本来有三星半。所有女妖精都很出色，但电影被吴亦凡一个人的智障般的（没有）演技毁掉了……
刀叢中的小詩,看过,推荐,2017-02-13 09:00:48,17,近看《西遊2》，編劇頗見星爺功力，徐老怪的特效和畫風亦棒。能從原著之暗黑處著眼，挖掘人性妖性之複雜幽晦，一反以往西遊故事之簡單套路和平面特性，加入蒸氣朋克和黑暗歌特等元素，厲害。至於演員，最大的失誤就是唐僧了，一笑就淺，淺的直露餡。林允是不自然。林更新和姚晨都還不錯。
永恒,看过,力荐,2017-01-28 22:10:15,373,懂的人自然懂
