用户,是否看过,评分,评论时间,有用数,评论
同志亦凡人中文站,看过,还行,2017-10-06 12:45:50,214,换身梗、学艺梗，局部好笑、整体冷漠。这年头要找一部言之有物的喜剧也不容易啊，感觉全世界的喜剧创作都进入死胡同了...
m89,看过,较差,2017-09-30 12:27:18,1376,大失所望，连这种身份互置喜剧的平均水准都达不到，所谓演过好几百场、千锤百炼的笑点全都是廉价无聊老掉牙的性笑话和周星驰。亏得马丽和艾伦老师的演技撑场啊，否则就是一星的货。对了，再重申一遍，驴得水不是开心麻花的作品。
what'swilliam,看过,还行,2017-09-30 10:40:17,236,3星半吧。一剪梅男孩客串是惊喜，整体从故事梗到各种笑点梗都太老了。。。然后马丽“变性”之后的反差弱了很多，因为她本身就是爷们性格啊。。。前年夏洛教煎饼侠什么是“没有对比就没有伤害”，今年我觉得反过来了。
柯里昂,看过,较差,2017-09-30 11:05:20,181,重看减至两星，开心麻花的东西果然还是经不起时间检验，短期内就产生了非常严重的审美疲劳。
Jorrow,看过,较差,2017-09-30 20:49:32,172,换身的梗真的是烂，可偏偏又百试不爽。只是一个点子衍生出来的小品式作品，再东拼西凑一堆硬挠你胳肢窝的笑料。也许不是开心麻花的名头，会扑街吧。相比而言，我反倒觉得夏洛特烦恼更像一部电影。
恶魔的步调,看过,推荐,2017-10-01 01:39:11,37,居然性转＋拳击…有种浓浓的漫画改编感…上山修修的桥段看着好像某集麦兜…
芦哲峰,看过,还行,2017-09-30 18:21:01,38,万年老梗结出新笑果，演员有功力，笑点很密集。
静待花开,看过,力荐,2017-09-19 14:33:21,551,剧情老套，台词低俗，但是那又什么关系，电影为什么一定要搞得高大上晦涩难懂，全场观众从头笑到尾，笑出眼泪不就够了么，强力推荐铁拳
651564165cz,看过,还行,2018-01-21 08:11:42,111,不怎么搞笑，是个烂片。居然能撸二十几亿的票房
A天涯任我行,看过,还行,2018-01-14 00:47:16,93,互换身体这梗虽然早已拍烂，好在演技在线，拍出了国产片自己的特色。其中沈腾绝对是最亮的笑点，他给人一种你看见他就想笑的感觉，这也是作为喜剧演员的天赋，整体还是不错的，相信国产喜剧片明天会更好。
木卫二,看过,较差,2017-12-25 21:52:29,68,故事好像没什么错，但每个地方的感觉都不对。说是本土化周星驰的老梗也不对，应该是把老港片的面团，大块大块的刀削入油锅，十分北方纯粹土产。
曾于里,看过,推荐,2017-10-02 13:28:30,30,身体互换的老梗玩出新花样，笑果十足
好姑娘老妖,看过,推荐,2017-10-01 22:24:03,31,很好看。笑料都在点上。可能最大的槽点在，男主的身材看起来太柴了，不大像拳击手？？？
愿。,看过,还行,2018-01-20 03:24:03,69,开心麻花的三部电影里比较差的一部，但是这个脑洞不错，合格的喜剧片，但是有些地方确实挺尴尬的
南悠一,看过,较差,2017-09-30 10:34:21,130,好笑而不好。电影语言上是非常不及格的。但我还是全程笑了，艾伦是不错的。前半部分男女换魂有太多旧片了，正经的《女男变错身》跟这个极像，不新鲜。不过它加入了一些拳击比赛的情节，所以尽管前半段看似笑料多，实际上后半段更扣人心弦一点。作为一个话剧剧本，故事尚有上升空间。
29°,看过,推荐,2017-10-02 23:28:22,36,从头笑到尾，合格了。不需要给我讲道理我就是去开心的
托尼·王大拿,看过,较差,2017-10-03 00:07:08,64,饺子皮挺新鲜的，饺子馅就有点过期了，但这香精添加剂什么的呼啦啦一掺，也尝不大出来哪有问题。
好痛,看过,较差,2017-09-30 14:51:24,107,"笑点还算密集
勉强多给一星

完全不理解《夏》之后
开心麻花怎么会成这样
于我天朝平均水准的尬片差别不大"
斯齊佐飛力尼克,看过,推荐,2017-09-30 23:21:53,31,第三部了，开心麻花用实力证明他们的电影都值得上电影院一睹，因为整个电影院的人都真的笑得很开心，尽管和《夏洛特烦恼》一样，很多笑点都恶俗，剧情经不起推敲，但是能让人在电影院笑得这么开心的就是一部出色的喜剧。
快乐人生,看过,还行,2018-01-12 23:05:27,106,还好吧，题材不算新颖，不过胜在细节处理不错，笑点很多，看着开心愉快，这就够了
皮革业,看过,还行,2017-10-02 22:23:03,15,十一住乡下，最近的影院要十几公里，在个新开的Mall里，影院音响很渣，更渣的是观众，打电话小孩叫的，中间有个家长打开了闪光灯，崽子一直在银幕上比划手影……这样的环境就需要这样的电影——麻花就是有中国特色的vaudeville嘛。
李野,看过,力荐,2017-09-27 11:48:36,393,好看好看 今年最好笑的喜剧片
Bless_U,看过,较差,2017-12-25 09:44:31,133,听说不错去看的，呃就是一般吧，爆米花电影，看的时候哈哈笑一下，看完之后没有想回味的地方，有些梗是挺尴尬的…没有情圣经典。
金利是个省油灯,看过,较差,2017-09-30 12:12:47,88,看了一个男女互换身体的小品，又送了一个三流的复仇故事。
艾小柯,看过,还行,2017-12-26 14:31:28,15,演员的表演还是很不错的。情节尽管俗套但完成度不错，有早期香港喜剧的风采。
风间隼,看过,较差,2017-10-06 15:29:53,31,只有羞羞没有铁拳，人家《缝纫机》好歹还有流行歌和美女，这片的动作戏跟艾那谁的身板儿一样松弛。通篇都在打软色情擦边球，包袱既不塑造人物也不推动剧情，就是纯咯吱人，好玩的几个笑点都在预告片里了。只有三人喝粥一场还算有点戏味儿。
纤指十三,看过,还行,2018-01-22 20:45:29,67,笑点还是有，但是感觉套路还是有点俗，故事还是满励志的，给三星
赛珞璐,看过,较差,2017-09-30 17:08:10,60,两星半吧
水木年华,看过,较差,2017-10-05 21:09:09,55,真的不觉得这部电影值10亿票房 不好笑也不娱乐
老咪,看过,很差,2017-09-30 19:11:45,638,夏洛虽披着扭曲的价值观强行“感动”令人尴尬，索性还有不同凡响的笑料，这次抛弃情怀直接裸奔，预告片将全片笑点一网打尽。娘娘腔梗是主线，人物精分随手就来，变身后缺乏性格转变的挖掘，女主“被利用”这个很关键的节点竟然毫无说明糊弄过去了，情节像其中毫无眼泪的干嚎哭戏一般虚假、无趣、粗糙。
小川叔,看过,力荐,2017-10-01 22:03:37,132,看完了羞羞的铁拳，我觉得，全程特别好看！一直看到mv结束，从一个商品来说，他是合格的，到结尾的时候莫名其妙的燃是怎么回事？只有我一个人觉得，吴良特别帅吗？觉得吴良帅的人请点赞。最可惜的是常远。我看的话剧版就是他演的。更可惜的是艾伦，虽然我看出他已经在努力减肥，但还是不像个拳手。
胡月,看过,推荐,2017-09-30 00:49:34,32,以前我对喜剧最高境界的定义是笑着哭，现在该改成哭着笑。能让人笑也是不错的，中国还有帮人在认真的做电影，真的是认真的做。女主要换个颜值高的就给5星如倪妮，马丽虽好，但还是喜欢长得好看的美女，减1星
李现老婆,看过,力荐,2017-09-30 11:23:29,132,我是真的太喜欢开心麻花这个团队了，从寂寂无名到现在的大红，几乎每部作品都认真对待精心打磨。这部比《夏洛特烦恼》还好看，全程笑点，笑得差点捶墙，而且层次感很强，是超值回票价。
miguoduo,看过,还行,2018-01-28 08:36:16,82,故事挺一般的，但票房很高，可能现在观众就是喜欢轻松一点的吧，沈腾马丽能起到很多宣传作用，他会成为下一个票房号召力吗？
小说爱好者,看过,还行,2018-01-23 23:04:49,83,爱奇艺vip上看的这部电影 因为当时口碑  票房都挺不错的 但没时间去电影院看， 所以爱奇艺vip一上我就马上去看了，可能是期望过高吧 觉得并没有那么好看，就是那种有笑点 但笑点中又带着点尴尬的感觉 ，但也算是及格了 所以我给三星。
自由的玩,看过,还行,2018-03-11 10:30:34,19,笑点比较尬，尤其去上山学武的时候，互换灵魂很老套，电影最后一段还可以，希望开心麻花越做越好。
H2O.,看过,力荐,2017-10-02 21:00:37,65,我头都笑痛了。
大奇特(Grinch),看过,很差,2017-09-13 21:55:59,465,男女换身本就是个相当陈旧的题材，笑点也不高明，除了马丽的表演有一些细节，沈腾有自带的喜感外，全程尴尬。
易老邪,看过,很差,2017-10-01 21:17:34,364,剧情狗血、段子烂俗、笑点肉麻、全片无聊乏味尴尬至极，与《夏洛特烦恼》完全不在一个档次上。
Pegasus,看过,较差,2017-09-30 15:03:52,60,大众刚需 符合一切之前的期待 一切剧作安排为了好笑 结果也就只有好笑了
水怪,看过,较差,2017-10-02 23:38:11,30,这片子不知道为什么在相交前作的情况下，应该是追加了很大的投资，但整体看上去特别廉价，大概是人员费用的泡沫吧。内地的喜剧片如果只是追求这种逗笑的桥段，而非从剧本和人物内核上去努力，基本又会进入长期的尴尬喜剧陷阱了。
等风来离开你,看过,推荐,2018-01-20 23:37:22,101,"对男主的初认识还是在夏洛特的烦恼中的那个傻大个。
男女灵魂对换，确实挺稀奇。小什么蛋的那段差点笑惨了。
沈腾还是沈腾，确实厉害"
降落伞,看过,较差,2017-10-01 03:25:28,44,开心麻花是大陆唯一没有周星驰影子的喜剧团队。
