用户,是否看过,评分,评论时间,有用数,评论
,看过,较差,2019-02-05 12:14:37,72,"【2019年2月5日-太原万达影城龙湖店 14号厅（12.1声道IMAX激光厅）】
外星人都被抖音吓坏了！！！
大型闹剧，宁浩的风格全无，剧作更是差。烂梗、各种无聊的笑点集结。
（疯狂的系列最差，抖音的资本力量真的强大，霸占了春晚，霸占电影，是想统治传播媒介么？垃圾。）（短评里居然吹出了喜剧之王，拉倒吧）"
素履之往,看过,还行,2019-02-05 12:16:11,36,文明有多自以为是，有点意思。
大白,看过,较差,2019-02-05 23:38:32,66,全程没一次开怀大笑，更尴尬的是，后半段居然给我看睡了。宁浩的电影，有黄渤，有沈腾的电影，居然把我看睡了。这是我的问题，还是电影的问题？
五色全味,看过,较差,2019-02-10 02:28:53,35,中國山寨馬戲團不但玩謝美國特工，讓他們享盡屎尿屁，還把外星人當猴耍，用中國飲酒文化統一宇宙，問你驚未？說是反諷，但根本沒有自省和自嘲，只有沾沾自喜的小聰明。兩個中國人活在架空的山寨世界公園中，與整個世界毫無關係，根本也沒有描繪二人的友情和周遭環境，閉關鎖國的二人只憑施虐和虛與委蛇的「都在酒中」，最終大發橫財洋洋自得，真是大國寫照，這部戲的意識形態其實也是《戰狼》，只不過是更中國式實利主義和庸俗化的勝利。劇本也糟糕到一個點，對美帝和外星文明只是單純反智的醜化，根本談不上「諷刺」；對兩個主人公更談不上有任何態度，只是廉價犯賤的搞笑而已。所有脫離文本和人物對這部戲的解讀都顯得自作多情。美國特工含著糞球還要在嘴中左三圈右三圈地轉，我還以為這電影是王晶拍的。
红鳍小鳞鲷,看过,较差,2019-02-05 11:33:08,60,无趣是最可怕的
朝阳区妻夫木聪,看过,较差,2019-02-05 20:30:13,54,当二手玫瑰和太空漫游同屏出现时我就已经预见影片之后的分裂了。试图用神经喜剧屎尿屁的形式来讲述一个深刻甚至宏大的议题，最后的结果只能是一顿嬉皮笑脸的“我就蹭蹭我不进去”。笑不出来，且看得人浑身不适，人类面对无论是比自己更高阶或是更低阶的生物时，首先想到的方法也只能是“驯化”。低阶物种得到高阶文明的刺激后，最终被制伏的方法仍然是依靠“被驯化”。大概是我不太能接受人类这种程度的傲慢和卑劣吧，所谓的阶层跃迁和抹除差异，我是没太看到。而且在你国，S国和C国不配拥有姓名，即便傻子都能看到其中的隐喻；把别的国家一顿黑不说，到头来还要人家跑到你的土地上对着自家的建筑一顿扫射，最后炸平了整个“世界版图”后，自己获得了全宇宙的代言权。讲真人类都已经这样愚蠢了外星人居然还想要建交，我看是真的喝高了。
姜汁可乐,看过,较差,2019-02-05 11:37:45,59,大失所望，没有了黑色幽默就只剩下一出闹剧了。一大早去看了《疯狂的外星人》，感觉这应该是疯狂系列里最平庸的一部。喜欢黄渤，喜欢沈腾，喜欢宁浩，可是看完就像是一大桌子讨喜的菜却找不到特别爱吃的，惋惜又难过。
車神薛仔,看过,较差,2019-02-05 18:33:00,63,弱智。
九只苍蝇撞墙,看过,较差,2019-02-24 11:26:41,34,2.5。宁浩的团队并不傻，讲了一个“聪明人要让傻瓜明白他在说什么，就必须把自己的智商降格为弱智”的故事，并且站在傻瓜的视角上带着讽刺的口吻隐晦嘲笑了傻瓜世界的粗俗和愚蠢。我们也可以由此作无限的联想，那些不同思维方式之间的对撞，会不会最后变成国人组团出国旅游式的，蹲在卢浮宫门口泡康师傅碗面，抠着脚在开往普罗旺斯的大巴上搓麻，这和训练外星人翻跟头骑自行车也许只有夸张程度上的区别。它对于愚昧的洋洋得意到底是自豪还是自贱，看官各有判断吧。只是这种隐喻式的框架下，纸片一样单薄的剧情人物和功利性无处不在的笑料段子稀释了意义表达，让人闹不清它到底是真的想说点什么，还是东拼西凑图个热闹赚钱了事。
陈鱼,看过,较差,2019-02-05 22:02:54,45,宁浩你在搞毛？为了占个春节档就刻意搞这么闹腾吗？绝杀的阵容，绝杀的题材，居然拍的如此不堪入目，如此会讲故事的导演没讲好故事。除了配乐可以加分，配乐不出彩就快到一无是处的地步了。
MrTOMandMsJERRY,看过,较差,2019-02-05 20:37:28,43,快手配乐和抖音特效不做评价，笑点也不高级，靠演员称了个及格分。
西帕克,看过,较差,2019-02-06 19:35:28,34,没想到春节档真正的意淫大片是这部，你有外星科技，我有中华神功。
得闲喵团,看过,较差,2019-02-05 21:52:44,39,恶俗的刻板印象设定的集大成者。
寂地,看过,较差,2019-02-08 20:10:50,30,像过年回家亲戚给你讲的笑话，你也笑吧，也理解吧，但你坐在那儿心里替他们有些过时的笑话尴尬，但也没到让人生气，就陪笑吧。长辈们说不定喜欢这个笑话，过年嘛，大家开心就好吧。可是我很小的时候就看过《乡村教师》，很喜欢那个故事…这部电影和它毛关系都没有…
影志,看过,还行,2019-12-21 01:32:49,13,“外星人是来旅游的吗？”、“地球都你的了，毁灭吧赶紧的”…哈哈哈，这两处笑死。刚果骚骚猴，有脾气的外星人，耍猴还是耍人，宁浩这部“疯狂三部曲”的第三部，从章节结构上还算严谨，人耍猴、人耍外星人、外星人耍人、外星人耍猴、猴耍人…每一环紧密相扣，而又映射现实，极其讽刺。“犯我地球者，虽远必诛”后居然想起了《难忘今宵》…黄渤和沈腾最后还要来个惺惺相基，“我和欢欢选一个”，已经被耍猴了，还要来虐狗吗？ =。=
圣迭戈-北岛,看过,较差,2019-02-05 18:22:20,34,《外星人保罗》用戏说净化落后保守，《疯狂的外星人》用戏虐宣扬故步自封。风格还是宁浩的风格，我诧异这恶臭粗鄙的文本是否出自宁浩本人。
不准偷看我洗澡,看过,较差,2019-02-05 10:25:18,38,开头很精彩，给我感觉的是不愧是科幻电影，精彩！然后就呵呵了，什么鬼，很无聊又无语的喜剧，笑点有一些，比如外星人喝醉之后
蒲浦,看过,较差,2019-02-05 09:40:29,34,額，其實還好，5.5分差不多。演員的演技在綫，劇情稍微有點尷尬，有點看不透導演想表達的主題，笑點中規中矩，沒有啥映像深刻的地方，抱著很大期待來的，稍微有點冷。不過還算不錯，對得起電影票。無聊的人可以去看看。
15616112943li,看过,较差,2019-02-05 10:16:30,39,开场以为走错了厅~带着爸妈看以为是喜剧片，一点都不搞笑～失望
管理￳员,看过,较差,2019-02-05 17:18:09,34,难看 特别难看 外星人好可怜。。。。
草威,看过,推荐,2019-02-09 21:54:49,20,笑了很多次。外星人唠社会嗑本身不就是个戏谑嘛，放在贺岁档算说得过去了，没想到评价这么低，我国观众太爱思考，有些短评比电影本身可黑色幽默多了。
chlorophylle,看过,很差,2019-02-05 14:57:24,36,男朋友说看电影不如买牛肉，初一看电影的机会还是我争取来的，结果就是这么个垃圾。毫无逻辑满篇尴尬就算了，再加上沈腾完全变春晚小品，感觉比较适合缺乏观影经验的小朋友，一颗星给动物。
阿懒,看过,很差,2019-02-05 17:43:57,28,"最大亮点是黑叔叔爆粤语。全片尴尬到爆，我笑不出来。（后排有个女观众一直说外星人好恶心。）直接成为我所看过的沈腾主演最差、黄渤主演最差、宁浩导演最差的一部电影。不管你觉得开心麻花出品的哪部电影最差，都比这部好笑。（看过《疯狂的石头》、《疯狂的赛车》就会觉得这部电影一点都不宁浩。）跟刘慈欣的小说故事没有半点关系，完全谈不上改编。

关键字：绿皮外星人、土味插曲、呕吐、屎、大圣归来。

大年初一就看了这部电影，今年接下来看的每一部电影都能多给一星了吧~"
连锁六号,看过,很差,2019-02-06 23:07:19,28,要批判这部电影的审美必须要连同这部电影想要迎合的那一部分观众的审美与素质一起进行
德卡的羊,看过,推荐,2019-02-09 12:36:11,15,75/100，表象是个异常荒诞的“耍猴”故事，不仅仅是玩弄着外星人的高概念，魔幻现实风下讲述的是中国特色的对于陌生人/事物的认知过程，黑色幽默下是个相当硬的内核，猴→外星人→猴→外星人的终极闭环，用无比之黑色幽默的讲述手法与山寨文化一刀切入那国民性，有些时候真该脸痛，确实就是这么牛逼这么狂妄不是吗？并且顺带大黑特黑了一把“C国”，各种其他电影的元素恶搞的真是简直了，从贾樟柯的《世界》起步，5次原版和变奏的《查拉图斯特拉如是说》用的简直了，《降临》那段我也要笑死，更别提《战狼》《邪不压正》的流行文化大观、《ET》的纯致敬。。。什么叫解构？这才叫解构，这文本弄成这样我都觉得牛逼，每个镜头全是戏，别忘了这春节档里，真正的电影作者也只有宁浩一个人。
双鸭山,看过,较差,2019-02-05 13:47:47,30,剧本不够全靠演技来凑。没笑出来。
飞翔的菊花,看过,还行,2019-02-05 10:29:42,23,有一些笑点，但是感觉主题不太突出。            //翻了一下评论，我感觉耍猴，耍外星人，包括“抹黑”美国人（我认为这部剧中美国只是全体人类的一个代表罢了，而不是针对特定国家）的剧情设定是为了反讽吧，并不是在宣扬这样做是值得鼓励的。貌似大家对这部电影的理解差别很大。
Paco,看过,推荐,2019-02-13 23:55:53,16,"丰富，完整，惊喜。这么大一个春节档，最后能把一部真正的杰作隐藏得严严实实的，这就是这片里的中国。
响起民乐版的《查拉图斯特拉如是说》仅仅是因为外星人被调了包吗？把猴戏定在世界公园仅仅是为了拉长美国线么？徐峥能不能挑个别的角色客串？一场高级迷影杂耍，一部关于食物链的喜剧史诗，一张土味的地球名片。"
黄悦_,看过,推荐,2019-02-05 15:50:58,14,《疯狂的外星人》的精彩程度比《喜剧之王2》高起码两倍。
低端木匠,看过,推荐,2019-02-15 23:22:48,1,酒缸里的天地大同。就是中间铺的太长，疲惫。还有大刘的乡村教师去哪了……半毛钱关系都没有好吗。和凌子探讨了一下，乡村教师非得国师拍不可，乡土大片，想想就刺激
朝阳区陆依萍,看过,推荐,2019-02-05 18:51:36,17,在如此高的期待之下，成片没失望实属不易，又附赠一个又一个惊喜，春节和老妈一起看也很开心！#沈腾的表演真配不上黄渤啊#
若离,看过,推荐,2019-02-05 08:22:34,27,沈腾才是新喜剧之王吧，疯狂三部曲这一布是真的有牌面
大島,看过,还行,2019-03-13 18:31:02,14,这个外国人拿了多少片酬跑来丧权辱国啊
jj73浅之,看过,较差,2019-02-05 21:20:51,24,故事表演人物喜感都没有问题，前半段跟着老家乡亲们笑得很开心，甚至还挺喜欢对山寨文化、西游文化、以及适度中国元素的运用，前面以为酒桌文化耍猴思维都是开玩笑黑色幽默呢，逐渐接近尾声发现卧槽是认真的，这就尴尬了。越接近结束笑容逐渐消失、看得愈发凝重。严重辱美情节暂且按下不表，对宇宙观世界观毫不辩证、毫无底线的戏谑，让我身为天朝臣民，仿佛同为井底之蛙——面对头顶针眼大的蓝天，仍洋洋得意——而感到阵阵不寒而栗。在这点面前，所有技巧的娴熟全部功亏一篑。
detox,看过,很差,2019-02-06 02:59:10,30,看完只想说 天啊这是个什么东西？？？
怀金曳紫皮狮虎,看过,较差,2019-02-07 20:14:08,20,令人生理不适，非常讨厌。
像我这样的存在,看过,推荐,2019-02-05 08:17:40,25,片头bgm相当带劲
Ao3kloze,看过,较差,2019-02-05 15:18:02,26,真难看啊  要不是被安排在春节档肯定被骂成屎  事实上电影真的讲的是一坨屎你说巧不巧 给多一颗星因为以为自己演了电影还好和黄渤不是太像
高小猴,看过,很差,2019-02-05 14:09:46,27,本想就是去无脑傻笑一下，结果完全笑不出来...................好气啊！
西北化为乌有,看过,推荐,2019-02-05 12:22:40,14,宁浩无疑是聪明的，他在片中层次分明的构建了一组阶级关系，然后通过闹剧的方式把这组关系打破，最终达成对于整个人类社会的嘲弄和对阶级存在的消解。结尾的那场无比咋呼的打闹，就是对一切阶层鄙视链条的彻底否定，甚至是质疑文明存在的根本意义。这或许才是刘慈欣一直在讨论的母题。当文明褪去阶级外衣的那一刻，人和猴，高等和低级，没有区别。局限性在于，这场反叛的寓言最终还是要以玩闹戏谑的底层发财梦匆匆瓦解。
油盐不浸是一种境界,看过,很差,2019-02-05 17:40:07,20,不好看，全程在影院尬坐，特别难受的观影经历，这片子三观跟我完全不合。只看到了恶俗和粗鄙，为了恶俗而恶俗，为了粗鄙而粗鄙，这种宁浩式的“黑色幽默”一点吃不下去。
monica喵,看过,力荐,2019-02-05 19:28:33,10,市井小人物、外国特工、宇宙来客外星人的混战，还是那个很疯狂的宁浩，笑点、脑洞都出乎意料，个人很喜欢。黄渤沈腾站那就让人发笑，笑点自然流露，出场不多的雷佳音，徐峥有惊喜，春节档最好笑喜剧认证！
壹只鹿,看过,还行,2019-02-05 10:15:47,14,"宁浩终于完成了“疯狂三部曲”！
石头——赛车——外星人~
说到拿着铁棒，戴着“环儿”的猴，我就想起了美猴王孙悟空。那么在2019年春节贺岁档，由中美合拍的“疯狂”系列大电影——《疯狂的外星人》已经上映，正在热播，新晋金马影帝——山哥将在里面亮相，希望大家多多支持国产电影，文体两开花[坏笑]"
苏民民,看过,推荐,2019-02-12 20:08:15,0,这样一路反讽嘲笑c国真的好嘛，哈哈，那个c国领导人好像川普！
焚紙樓,看过,较差,2019-02-23 13:03:04,6,總覺寧浩沒留心，自己究竟想拍太嚴肅的鬧劇，還是太胡鬧的悲劇？於是兩邊都沒了底。例如《E.T》的外星人從孩子身上帶回了愛，到中國則只帶回了酒，到底是想突顯文化差異，還是文明高低？C國那句「你們中國已經太多人所以不該代表地球人」亦是，到底該當成述語嘲其邏輯不通，還是當成笑話然後細思慎恐？
北海道 花系,看过,较差,2019-02-05 19:34:35,15,从来没看过这么难看的宁浩的电影。笑点尴尬，电影院里别人在笑，只有我get不到点，多次想要提前离场，电影票钱让我留了下来。剧情说的好听是黑色幽默。在我眼里就是卖蠢。没有一个人智商在线。也不知道到底是在讽刺中国人智商低还是外国人智商低。最后的猴子头上的圆环很像紧箍咒，很好玩，加一星。
心生,看过,还行,2019-02-05 21:45:37,5,可能是期待值稍微有点高，整个看下来，我个人没能get到多少笑点，当然它倒也不至于是让人尴尬的那种片子。简单来说，感觉还是平庸了点吧，想玩概念，但是落地没太行。把外星人拉进来，一起讲喜剧故事，荒诞倒是更荒诞了，但是很多地方都会觉得太扯了。外星人特效也不太行，跟环境融合的最终效果时常差点意思，一看到它的脚与地面之间的那种不协调感，就会出戏。片子没有显得很糟糕的原因，很大程度上要归功于沈腾和黄渤两位，自身表演上各自的特质和能量。外国人被安排得也太蠢了点……尤其最后空军跳伞都带那个啥，真是…唉。影片告诉我们，没有什么问题，会是白酒化解不了的。期待更好的宁浩，或者，哪怕回归始初都足以再次发出亮眼的光芒。
Tom Light,看过,较差,2019-02-06 00:51:33,11,"你站在楼上看风景，看风景的人在楼上看你。外星人装饰了你的杂戏团，你装饰了别人的梦。"
卡丹,看过,较差,2019-02-09 10:08:36,11,笑点太浅薄了，跟外星人喝酒有点搞笑，但非常不高级。无法忍受电影里埃及有十几座金字塔，飞莫斯科结果飞到俄国中心。中国人对外国的理解就这程度？
Morning,看过,很差,2019-02-08 00:13:02,12,很多情节我是满脸问号的，当然坐在影院椅子上不顾笑声思考下，还是能够将这些符号们联系起来的，意象嘛，古诗那么小的体量都能完成符号之间的联结及阐释新的意义，别说电影这种综合艺术了。同《心花路放》一样，更多的是展现成熟的套路和技巧，我仅仅是觉得将这些东西贡献用来辅佐这样一个故事，是可惜的。
颜小兽,看过,推荐,2019-02-07 20:21:43,6,很徐峥，有一点沈腾，但是不太宁浩了。这是我对这部电影的全部观感。
悟饭婆婆,看过,很差,2019-02-05 14:15:07,14,宁浩疯狂系列最差一部，观看期间不断在跳戏，剧情有些乱，人物塑造不知其所以，失望。PS：小朋友们应该很喜欢。
Gavy,看过,还行,2019-02-05 10:21:39,24,没惊喜
崇子,看过,还行,2019-02-06 14:33:11,11,主要是我这个养宠物的人，看着小猴子被剃光…就笑不出来了。一直在担心老耿不要小猴子了…一直担心小猴子会不会被附身后死掉了…扶额。电影末尾写了“动物在本片拍摄过程中没有受到伤害”。有兴趣去看这个电影的朋友，在看得时候不用像我一样担心，小猴子一直都好好的，最后也是good ending。
两江狐子,看过,很差,2019-02-05 23:02:35,14,大型坏猴子前传，有自我告白之意。剧本也许不错，原作看过忘了，就成片来看这个故事很黑暗，偏偏做成喜剧，越看越别扭。猴和人一样都是灵长类，智商不低，训猴或说虐猴过程看久了会别扭，跟“恐怖谷”概念类似。也不知道宁浩是否真有这个意思，外星人的肢体被设定得形似猴子，表情也类似于人，世界公园里的两个江湖骗子把外国人一通耍，把外星人一通虐待洗脑驯化，激怒后反抗然后屈服于地球文明，非常反智且不可一世，还伪装成笑点要从观众这捞一笔，用心坏得很吧。
ccjd,看过,很差,2019-02-05 19:40:20,14,这个电影和刘慈欣的科幻小说没有任何关系，就是刘慈欣火了，就要借这么个名
沧海一小生,看过,还行,2019-02-05 13:04:53,10,七分，宁浩+黄渤+沈腾～三驾马车还是很有看点的，但是我想说，沈腾自己对自己的PK张驰赢了，不在表演在故事、在对观影人情怀的把握！
