boxDesc,movieId,movieName
10477,1220736,神秘世界历险记4
10125,246714,马戏之王
10113,672164,幸福马上来
9674,1216365,小偷家族
9640,1223430,浴血广昌
9512,345493,飓风奇劫
9460,1199331,厕所英雄
9132,1197181,金蝉脱壳2：冥府
8382,246596,昨日青空
8020,1216326,你好，之华
7911,342165,武林怪兽
7693,560411,阿凡提新传：种金记
7683,342791,巴霍巴利王2：终结
7508,1205514,雪怪大冒险
7422,341941,冰雪女王3：火与冰
7269,1216914,潜艇总动员：海底两万里
7082,1208008,泄密者
7079,343945,解忧杂货店
6994,1208342,江湖儿女
6879,1203310,龙虾刑警
6697,1215919,印度合伙人
6608,338426,湮灭
6499,342754,三块广告牌
6488,338400,神奇马戏团之动物饼干
6434,247083,闺蜜2
6306,1048288,英雄本色2018
6174,1203678,我的间谍前男友
6142,345862,妖猫传
6126,1204714,忌日快乐
6013,1227585,新灰姑娘
5934,342068,寻梦环游记
5424,345991,暴裂无声
5351,367738,完美陌生人
5297,343667,流浪猫鲍勃
5137,1200045,深海越狱
5101,1200978,遇见你真好
5091,78480,狗十三
4984,346096,阿修罗
4950,344771,谜巢
4851,1197626,镰仓物语
4706,1229214,爸，我一定行的
4681,1208748,小马宝莉大电影
4540,342900,通勤营救
4430,1189514,断片之险途夺宝
4352,1199188,犬之岛
4063,1204476,印度暴徒
3927,1209260,卧底巨星
3807,345013,战神纪
3785,1217434,大闹西游
3723,1204720,妈妈咪鸭
3682,1206839,我是你妈
3614,439495,苏丹
3502,344162,脱单告急
3490,1198439,低压槽：欲望之城
3449,78490,冰封侠：时空行者
3121,1213098,的士速递5
3023,1221035,老爸102岁
3021,343176,奇葩朵朵
3015,1219776,网络谜踪
2876,1203768,浪矢解忧杂货店
2856,1234403,恐龙王
2827,345870,传奇的诞生
2779,1212533,金龟子
2587,346465,绿毛怪格林奇
2549,257454,第七个小矮人
2472,1229749,宝贝儿
2447,1212787,坏爸爸
2241,672382,虎胆追凶
2180,1213193,猫与桃花源
2078,528054,青年马克思
2062,1217650,魔镜奇缘2
2062,1199029,玛丽与魔女之花
2057,1220838,藏北秘岭-重返无人区
1973,11237,阿飞正传
1959,344453,整形师·脸
1934,1199446,泡芙小姐
1931,337191,妄想症
1904,1207335,滴答屋
1853,1201381,恋爱回旋
1797,1204093,功夫联盟
1791,1208148,中国蓝盔
1783,410641,我说的都是真的
1759,1218299,深海历险记
1716,1180993,花滑女王
1685,1211063,太空救援
1661,344742,完美有多美
1650,344043,圣诞大赢家
1636,1136547,疯狂丑小鸭
1609,1212413,大坏狐狸的故事
1603,344661,邹碧华
1581,345963,阿里巴巴2所罗门封印
1499,883179,汪星卧底
1462,343944,太空熊猫英雄归来
1433,1187542,昼颜
1427,342412,超能泰坦
1421,337129,亡命救赎
1411,1198828,古剑奇谭之流月昭明
1358,655258,机器之血
1326,343887,守信少年
1310,1229915,中国合伙人2
1277,346339,为你写诗
1265,319904,盛世秧歌
1253,1208456,李保国
1207,1189938,道高一丈
1158,1225029,信仰者
1148,1165276,摘金奇缘
1140,1132494,生存家族
1115,1203436,金钱世界
1113,1220969,惊涛飓浪
1059,1177952,狗狗的疯狂假期
1041,344135,淘气大侦探
1033,1204493,天慕
1024,1197732,心理罪之城市之光
987,1216296,说走就走之不说再见
980,1182417,萌犬好声音
976,475721,24小时：末路重生
968,345058,解码游戏
928,1246221,天渠
881,592271,小悟空
868,328844,虎皮萌企鹅
864,1220923,我的宠物恐龙
837,1212982,人怕出名猪怕壮
823,1238946,最后一公里
805,1221348,又是一年三月三
804,343905,帕丁顿熊2
802,344164,脱皮爸爸
746,330115,我和神马查干
745,342607,未择之路
693,1243911,春天的马拉松
690,334598,玛雅蜜蜂历险记
679,569712,黑子的篮球·终极一战
678,635863,香港大营救
670,603864,战犬瑞克斯
669,493549,大寒
662,1196151,李宗伟：败者为王
661,1217651,小公主艾薇拉与神秘王国
655,667783,爱在记忆消逝前
632,643506,古镇画情
609,1219270,最后一球
605,341540,麦兵兵之夺宝联“萌”
588,1217789,出山记
573,1212450,小猫巴克里
573,1236912,远去的牧歌
570,342568,诡梦凶铃
567,329733,迷镇凶案
559,1211086,敦煌不了情
548,1225065,文朝荣
542,1201161,赛尔号大电影6：圣者无敌
539,368109,帝企鹅日记2：召唤
532,257664,克隆人
527,1225340,您一定不要错过
502,334625,美食大冒险之英雄烩
502,836,毕业那年
494,341578,那些女人
485,1197507,吃货宇宙
479,1211570,咕噜咕噜美人鱼2
478,1238696,生活万岁
477,1229774,李学生
456,345000,毕业作品
452,1200245,第三度嫌疑人
447,1187437,念念手纪
438,1198834,给19岁的我自己
414,1206089,妈妈咪呀2
411,1207577,黑暗迷宫
402,1212518,西北风云
401,246835,寻找罗麦
399,1215573,暗夜良人
397,1218253,阿里巴巴三根金发
384,337093,龙在哪里？
381,672137,嘻哈英熊
363,344323,S4侠降魔记
362,1238706,你美丽了我的人生
359,367845,无敌原始人
358,338391,湄公河行动
337,1217141,午夜幽灵
335,479074,冷恋时代
334,1229963,警车联盟
329,1244914,龟兔大作战
326,1212248,爱的帕斯卡
320,1198455,二十岁
311,1199020,跨越8年的新娘
311,1218718,尖叫直播
308,1212840,记忆折叠
300,1229768,两只小猪之勇闯神秘岛
292,1229950,午夜整容室
283,1209094,我们的青春岁月
282,1218298,肆式青春
282,1207707,爱猫之城
273,1234049,灵魂契约
269,1233373,超时空大冒险
261,1200609,大世界
259,1196131,神探狗笨吉
254,1196215,路过未来
253,1220908,恐怖浴室
253,1213191,暹罗决：九神战甲
244,1224643,阿拉姜色
241,346180,青蛙总动员
241,337443,至爱梵高·星空之谜
240,1228750,照相师
238,1227737,男生宿舍
238,858598,莫斯科陷落
235,1210869,午夜十二点
233,341753,三只小猪2
232,1211641,美丽童年
232,1238758,我的冤家是条狗
231,1238695,瞳灵公馆
227,1227002,黑暗深处之惊魂夜
226,1207100,米花之味
226,666793,恐怖快递
226,558308,绝命时钟2:22
222,1229753,两个俏公主
213,344080,第一夫人
210,1198213,营救汪星人
208,1048266,暮光巴黎
207,1222188,惊慌失色之诡寓
205,1225016,禹神传之寻找神力
