boxDesc,movieId,movieName
5706,338409,亚瑟王：斗兽争霸
5622,880690,我的爸爸是森林之王
5577,1203120,巨额来电
5446,672281,这就是命
5392,358750,刀剑神域：序列之争
5064,248771,昆塔：反转星球
5026,1196171,引爆者
4778,344081,地球：神奇的一天
4687,1200664,常在你左右
4476,346154,喵星人
4453,349452,声之形
4368,246463,魔弦传说
4317,346460,冰雪大作战
4297,345972,大耳朵图图之美食狂想曲
4241,1197558,猪猪侠之英雄猪少年
4199,342183,乐高蝙蝠侠大电影
4099,1207188,钢铁飞龙之再见奥特曼
4072,1181776,李雷和韩梅梅——昨日重现
4025,1203251,毒。诫
4019,1042603,了不起的菲丽西
3869,930966,鲨海
3739,1170252,有完没完
3672,346625,至暗时刻
3317,346167,黑白迷宫
3298,490367,重返·狼群
3260,313,英雄本色
3232,1197452,麻烦家族
3169,343470,玩偶奇兵
3040,672202,青禾男高
3039,367815,阿唐奇遇
3005,338499,超凡战队
2946,343985,烽火芳菲
2872,346383,最终幻想15：王者之剑
2750,246360,“吃吃”的爱
2716,346511,暴雪将至
2615,1204795,二次初恋
2565,617007,精灵宝可梦：波尔凯尼恩与机巧的玛机雅娜
2555,1203458,忠爱无言
2530,246276,冰雪女王2：冬日魔咒
2518,1201660,血狼犬
2461,341753,三只小猪2
2430,342193,天生不对
2221,1208113,嘉年华
2143,1132555,托马斯大电影之了不起的比赛
2108,248268,恐袭波士顿
2023,346411,守护者：世纪战元
1825,346641,相爱相亲
1783,342362,相声大电影之我要幸福
1762,345992,美好的意外
1761,345877,极致追击
1733,246230,天空之眼
1716,257722,雄狮
1645,343639,缉枪
1625,1201630,抢红
1601,345668,健忘村
1590,1204581,豆福传
1567,1204621,我的爸爸是国王
1509,343833,请把你的窗户打开
1487,247086,神秘家族
1472,344880,天才捕手
1455,338393,当怪物来敲门
1411,438338,维京:王者之战
1387,1142462,深夜食堂2
1368,342181,提着心，吊着胆
1361,336923,上海王
1355,1207172,情遇曼哈顿
1346,358776,与君相恋100次
1294,367889,玩命直播
1294,247373,临时演员
1287,1187526,那年夏天你去了哪里
1280,344154,笨贼别跑
1277,248576,碟仙诡谭2
1262,246222,海洋奇缘
1251,176,麦兜响当当
1215,248818,潜艇总动员之时光宝盒
1210,368034,兄弟，别闹！
1162,1209176,六年，六天
1151,544704,灵狼传奇
1149,672091,怨灵2
1136,1208031,你若安好
1081,344881,你的名字。
1033,1193542,捍卫者
1022,1190680,推理笔记
1014,341605,中国推销员
1011,1205281,异兽来袭
1005,344809,美容针
982,345970,冒牌卧底
981,336851,仙球大战
962,1209323,回到火星
940,605624,一念无明
936,345193,夏天19岁的肖像
905,1205027,绿野仙踪之奥兹国奇幻之旅
903,368228,勇往直前
889,248648,我是马布里
882,1205886,那一场呼啸而过的青春
872,1204979,以爱为名
846,1204608,时间去哪儿了
840,344742,完美有多美
818,338365,海边的曼彻斯特
797,346477,萤火奇兵
795,343744,秘果
793,345973,我是医生
777,343476,不成问题的问题
770,341565,我不做大哥好多年
769,246261,罗曼蒂克消亡史
765,346321,会痛的十七岁
753,345106,你好，疯子！
709,1200675,玛格丽特的春天
709,337058,不期而遇
703,38977,迷失Z城
681,1211004,一路绽放
650,1212450,小猫巴克里
610,197420,失业生
593,1211570,咕噜咕噜美人鱼2
592,344199,惊魂绣花鞋
570,1208145,笔仙咒怨
554,368089,和田玉传奇
547,342613,单身日记：好孕来袭
546,1198459,假如王子睡着了
509,264152,李三娘
502,343253,恐怖理发店
496,1140198,疯狂特警队
490,1204586,20:16
486,1206402,圣诞奇妙公司
484,1204052,怪物岛
473,346102,借眼
470,1200471,通灵姐妹
467,1204794,胡杨的夏天
457,1207785,S的秘密
450,341528,指甲刀人魔
447,1200610,窦娥奇冤
435,672178,八月
430,1199242,垫底联盟
392,342276,刺杀盖世太保
391,346216,回马亭
387,337075,惊天解密
383,343887,守信少年
376,1199126,夜色撩人
376,1208030,诡域新娘
375,344043,圣诞大赢家
374,344751,一万公里的约定
373,346038,点五步
370,342109,咕噜咕噜美人鱼
369,635848,深宫怨灵
367,342869,青春逗
353,1211239,夺金四贱客
339,344661,邹碧华
334,345063,大象林旺之一炮成名
334,246499,蝴蝶公墓
329,335222,皮绳上的魂
324,336946,双面劫匪
315,343351,碟仙前传
313,247448,少年巴比伦
307,1132343,碟仙之毕业照
307,346662,超能龙骑侠
305,368047,花腰恋歌
292,1133164,七月半3：灵触第七感
291,1198738,一路逆风
290,1159320,小情书
267,345522,怨灵宿舍之白纸女生
265,343355,恐怖电影院2
257,345786,银河守卫队
250,248918,神奇动物在哪里
243,1203287,恐怖毕业照2
242,246330,煎饼侠
240,1187517,火力全开
235,1204814,撞邪31号
234,839397,理查大冒险
233,1196172,午夜惊魂路
227,466744,六人晚餐
226,340946,纯洁心灵·逐梦演艺圈
226,79042,箭士柳白猿
226,1208756,真假森林王
225,1194409,因为爱情
222,345946,乡关何处
214,1208672,初恋日记
213,1207706,夜半凶铃
213,1199238,心惊胆战
206,1170247,你在哪
206,1207099,老兽
203,345627,天梯：蔡国强的艺术
200,668587,冒牌监护人之寻宝闹翻天
199,1198735,辛巴达与美人鱼公主
