boxDesc,movieId,movieName
5356,345755,鲁滨逊漂流记
5332,247301,快手枪手快枪手
5204,246581,恶棍天使
5084,342758,一念天堂
4823,245997,寄生兽
4740,247898,奔爱
4396,247718,我们的十年
4308,247458,冰河追凶
4199,249795,真相禁区
3953,247244,摇滚藏獒
3778,334578,圣斗士星矢：圣域传说
3744,248997,垫底辣妹
3741,249018,我最好朋友的婚礼
3655,343010,那件疯狂的小事叫爱情
3630,248851,天亮之前
3616,341529,冲天火
3603,342203,我的战争
3556,247869,幻体：续命游戏
3533,257392,末日迷踪
3530,334747,通灵神探
3501,246438,蒸发太平洋
3442,248366,年兽大作战
3412,246154,我的新野蛮女友
3312,247645,夜孔雀
3297,338357,大唐玄奘
3243,346759,勇士
3103,344073,名侦探柯南：纯黑的恶梦
3075,346129,火海凌云
3025,346564,间谍同盟
3024,343477,刑警兄弟
2950,246884,谍影特工
2752,247712,恶人报喜
2583,341589,樱桃小丸子：来自意大利的少年
2499,246594,精灵王座
2341,337020,地心营救
2281,248637,勇士之门
2242,344898,蜡笔小新：梦境世界大突击
2179,1187526,那年夏天你去了哪里
2141,344043,圣诞大赢家
2103,346379,暗杀游戏
2087,345216,一句顶一万句
1986,249187,废柴特工
1944,341056,一切都好
1892,367835,麦兜·饭宝奇兵
1869,345663,超能太阳鸭
1855,344644,铠甲勇士捕王
1804,246335,谎言西西里
1792,345158,托马斯和朋友们：多多岛之迷失宝藏
1744,257715,宾虚
1730,246509,爱情麻辣烫之情定终身
1693,346365,阿拉丁与神灯
1686,343567,灵偶契约
1554,336835,极速之巅
1548,247050,海洋之歌
1545,345919,少年
1520,341376,宝贝当家
1445,338424,巴黎危机
1389,10757,缘份
1352,247039,惊天绑架团
1345,246301,谋杀似水年华
1244,345970,冒牌卧底
1236,336769,诺亚方舟漂流记
1213,246045,我叫MT之山口山战记
1193,338373,邻家大贱谍
1145,248216,再见，在也不见
1123,346087,小明和他的小伙伴们
1110,606538,老阿姨
1104,342747,在世界中心呼唤爱
1100,345076,发条城市
1098,336671,龙珠Z：复活的弗利萨
1080,343597,筷仙
1041,337438,大火种
1021,342599,国酒
1007,346180,青蛙总动员
999,246276,冰雪女王2：冬日魔咒
971,343526,我是哪吒
953,246362,纽约纽约
938,248495,钢刀
925,345049,床下有人3
896,345924,洛杉矶捣蛋计划
883,346644,情况不妙
873,337054,妖医
865,343082,判我有罪
832,246592,果宝特攻之水果大逃亡
828,246243,魔法老师
816,247694,刺猬小子之天生我刺
812,345106,你好，疯子！
807,246450,泡沫之夏
804,341882,育婴室
803,249142,致我们终将到来的爱情
787,342741,魔轮
785,248215,铁拳
760,245966,蜜月酒店杀人事件
759,341670,黑处有什么
745,341361,巴霍巴利王：开端
741,343024,马小乐之玩具也疯狂
732,342815,笔仙诡影
729,346658,泰迪熊之玩具大战
720,1132371,神兽金刚之青龙再现
708,346255,七月半2：前世今生
706,336861,红色警戒999
676,248867,非常父子档
668,246965,飞鹰艾迪
653,248716,六弄咖啡馆
645,342073,路边野餐
641,1136547,疯狂丑小鸭
629,343944,太空熊猫英雄归来
624,455397,毛丰美
618,343266,斗龙战士之星印罗盘
618,345105,最萌身高差
618,345963,阿里巴巴2所罗门封印
606,345739,恐怖将映
606,1196913,我在故宫修文物
597,344840,水墨大别山
595,531857,绝对控制
594,362681,我和我们——我在周恩来班的故事
584,345881,猫脸老太太
583,345102,白毛女
550,344530,超级保镖
550,346286,死亡游戏
531,336061,贫穷富爸爸
524,344769,诡娃
521,345048,笔仙撞碟仙
513,298913,黑盒子
505,249307,糖果世界大冒险
501,248194,哪一天我们会飞
496,1132375,地球四季
495,345023,龙拳小子
491,368036,终极硬汉
484,368000,幽灵医院
467,344437,我是处女座
451,346546,聊斋新编之画皮新娘
447,248174,呆呆计划
443,346476,死亡笔记
441,368116,张震讲故事之合租屋
431,368271,丑小鸭历险记
420,79042,箭士柳白猿
413,342616,掠夺者
399,341190,诡新娘
396,344154,笨贼别跑
392,345775,水果宝贝之水果总动员
391,248115,不速之客
387,344005,荒村怨灵
386,345693,恐怖禁忌之红旗袍
362,245981,古曼
360,344687,分手再说我爱你
360,345923,记忆碎片
349,1197558,猪猪侠之英雄猪少年
344,246198,一个勺子
342,1158554,荒村凶间
331,264152,李三娘
325,332313,长江图
318,342568,诡梦凶铃
317,1132403,食人岛
306,344453,整形师·脸
293,342730,我们毕业啦
276,345694,恭喜发财之谈钱说爱
263,79185,我不是王毛
260,341297,恐怖笔记
259,342234,反黑行动组
249,336766,夺路而逃
247,342833,234说爱你
242,1132299,功夫四侠
241,246497,花样厨神
239,342096,辣警霸王花
237,344409,一家老小向前冲
236,248903,催命符之劫后重生
235,1189048,遵义会议
233,345638,半熟少女
229,343275,夜半哭声
225,247787,黑海夺金
223,342233,失眠男女
218,367992,枕边有张脸2
215,337195,夏威夷之恋
214,342563,凶手还未睡
209,1182756,怨灵地下室
197,1187417,白云桥
193,344812,五女闹京城
192,53242,钢铁骑士
189,337511,舌尖上的新年
183,1196196,凄灵室
183,345737,夺命枪火
179,341084,我的诗篇
176,344679,白雪公主和三只小猪
173,414670,五女拜寿
171,341081,喜乐长安
170,410609,爱在星空下
169,246263,摩尔庄园3：魔幻列车大冒险
