boxDesc,movieId,movieName
14770,346765,小飞象
14375,1292,海上钢琴师
14269,1228869,半个喜剧
14197,1284594,我为你牺牲
14045,1170287,愤怒的小鸟2
13276,1228776,下一任：前任
13140,1226516,哆啦A梦：大雄的月球探险记
12975,1225993,雪人奇缘
12646,443387,星球大战：天行者崛起
12498,1233150,小猪佩奇过大年
12382,342903,上海堡垒
12382,1277982,决胜时刻
12158,1215114,廉政风云
11526,1250341,夏目友人帐
11293,883196,一个母亲的复仇
11190,1240752,小Q
11087,1219670,海市蜃楼
10162,1207254,鼠胆英雄
9907,1167831,波西米亚狂想曲
9760,345397,催眠·裁决
9180,1204589,绝杀慕尼黑
8558,1209269,全职高手之巅峰荣耀
7594,342773,霹雳娇娃
7446,1222078,巨鳄风暴
7326,1212512,蜘蛛侠：平行宇宙
7090,1251281,被光抓走的人
6764,1205909,祈祷落幕时
6498,345875,风中有朵雨做的云
6396,345797,猪八戒传说
6320,1206824,人间·喜剧
5548,1211698,碟仙
5499,1242130,古田军号
5219,1245196,友情以上
5195,246973,妈阁是座城
5052,457445,掠食城市
5036,1237279,特警队
5020,1233255,五月天人生无限公司
5013,1227006,吹哨人
4770,1211412,神奇乐园历险记
4750,346690,你是凶手
4522,507792,地久天长
4460,907653,狂暴凶狮
4442,1239844,钢铁飞龙之奥特曼崛起
4427,1229683,铤而走险
4182,1298827,亲爱的新年好
4178,246300,一生有你2019
4078,1291012,为爱重生
3915,1226558,跳舞吧！大象
3876,1220571,我的英雄学院：两位英雄
3644,1215867,一条狗的回家路
3641,1238399,徒手攀岩
3611,1234461,猪猪侠·不可思议的世界
3543,887623,无所不能
3415,1263074,红星照耀中国
3395,1301459,海林都
3311,487449,心灵的阳光
3269,1216267,家和万事惊
3168,341229,命运之夜——天之杯：恶兆之花
3164,1219454,龙珠超：布罗利
2992,1207185,秦明·生死语者
2969,414997,命运之夜——天之杯II ：迷失之蝶
2953,1215786,送我上青云
2868,345655,云南虫谷
2861,1260459,赛尔号大电影7：疯狂机器城
2829,1234382,周恩来回延安
2820,672279,雪暴
2624,330115,我和神马查干
2599,1228750,照相师
2562,1249315,大路朝天
2550,1261203,解放·终局营救
2496,346640,长安道
2458,1300417,小巷管家
2450,1215326,我的拳王男友
2419,1183641,深夜食堂
2398,1279730,潜艇总动员：外星宝贝计划
2393,597919,触不可及
2390,1238862,我想吃掉你的胰脏
2383,1278409,巧虎大飞船历险记
2367,1207260,如影随心
2356,1240397,冰雪女王4：魔镜世界
2285,605319,星际探索
2248,1213262,素人特工
2193,1251174,打过长江去
2157,1203825,唐顿庄园
2155,341379,保持沉默
2139,894477,宝莱坞机器人2.0:重生归来
2130,1204476,印度暴徒
2093,337625,海蒂和爷爷
2076,1262593,八子
2026,1132247,早安公主
2024,343473,龙牌之谜
1972,1205779,回到过去拥抱你
1959,1225975,托马斯大电影之世界探险记
1953,368260,最佳男友进化论
1903,672379,悟空奇遇记
1877,346172,九龙不败
1860,1263355,狗眼看人心
1843,341220,乐高大电影2
1804,246995,闪闪的红星
1802,1229688,看不见的小孩
1766,345621,双生
1724,1214652,朝花夕誓-于离别之朝束起约定之花
1688,345172,奎迪：英雄再起
1687,1219932,未来机器城
1676,1162868,转型团伙
1644,1239976,昆虫总动员2-来自远方的后援军
1639,345036,地球最后的夜晚
1609,1200265,叶问外传：张天志
1560,643506,古镇画情
1536,1262590,女王的柯基
1488,1197934,我的青春都是你
1468,342893,进京城
1415,123,龙猫
1408,246165,毕业那年：分手季
1395,1203673,游戏人生 零
1393,1257417,若能与你共乘海浪之上
1375,1213186,黄玫瑰
1354,1277527,那时风华
1338,1205290,检察方的罪人
1310,1298803,我在耀瓷小镇等你
1273,1216179,冰峰暴
1237,1300298,太阳升起的时刻
1231,1205582,今夜在浪漫剧场
1209,1217351,德鲁大叔
1187,1196202,天使陷落
1165,1285674,桂香街
1126,1298835,宠物联盟
1120,1229702,青蛙王子历险记
1100,1213293,小羊肖恩2：末日农场
1100,1301384,大梦难忘
1098,1227005,侠路相逢
1080,1217246,骡子
1054,1229697,四个春天
1038,1230152,撞死了一只羊
995,1229799,过春天
989,902819,死寂逃亡
951,1228046,黄大年
943,1284949,平原上的夏洛克
943,1246221,天渠
926,1215348,天作谜案
920,1189325,捉妖学院
913,1250610,乡村青年
888,1213175,在乎你
870,1230509,机动战士高达NT
870,836,毕业那年
866,1238775,特别追踪
850,1278145,萌宠特工队
842,1220833,燃点
815,644501,隧道尽头
809,1203775,最长1枪
806,1204080,战斗民族养成记
800,345918,大侦探霍桑
797,888384,森林奇缘
793,1256872,为国而歌
780,1277746,武陵山上的星光
773,1206415,虫林大作战
754,1239281,港珠澳大桥
747,1156894,欲念游戏
740,1229915,中国合伙人2
734,319904,盛世秧歌
702,1286498,童童的风铃密室
693,1254051,夜伴歌声
678,1244914,龟兔大作战
673,1298801,达道里
663,1301018,变化中的中国·生活因你而火热
638,341989,养家之人
632,1218253,阿里巴巴三根金发
632,1206717,逗爱熊仁镇
626,343987,精灵怪物：疯狂之旅
614,1189514,断片之险途夺宝
599,1281118,一生只为一事来
556,1280090,昆仑兄弟
556,1285928,十二生肖之福星高照朱小八
553,78582,大人物
536,1176486,冷血追击
535,1251606,古井凶灵
534,1132519,22年后的自白
525,1239678,原来如此
521,1295309,疯狂梦幻城
520,1184910,废柴老爸
518,1217497,功夫四侠：勇闯地宫
515,1200783,国礼
511,1298696,零零后
509,445609,罗马
507,1284264,江南
501,1240859,闯堂兔3囧囧时光机
497,1206829,音乐家
488,905675,三傻闹地球
479,334625,美食大冒险之英雄烩
474,1201711,追凶十九年
466,1243904,动物出击
455,1249215,水族魂1944
454,1262185,萤火奇兵2：小虫不好惹
450,1236912,远去的牧歌
446,1219701,急速逃脱
421,668097,狭路相逢
416,341823,罗宾汉：起源
413,1203046,坂本龙一：终曲
399,1212353,阳台上
394,1223430,浴血广昌
387,1278472,道具师
387,1229894,灰猴
385,1260354,亲密旅行
377,1281621,花儿与歌声
375,1215829,尺八·一声一世
374,1290390,民警攻略
373,518396,衣柜里的冒险王
364,1178432,丑娃娃
363,581264,境·界
348,1278495,毕业的我们
343,1262087,醒来之爱的呼唤
336,336934,横财局中局
336,1206939,守灵
334,1217809,企鹅公路
334,1222930,他们已不再变老
324,346409,尼斯大冒险
317,1208595,麦子的盖头
315,1209089,骑遇
314,1243911,春天的马拉松
314,1209180,极度危机
312,1263827,魔镜奇缘3
300,1229511,面向群众
285,1179339,太空狗之月球大冒险
280,1281596,好小子，好功夫
