,电影名称,电影类型,导演,主演,评价人数,评分,国家/地区,年代,图片
53,现代启示录 Apocalypse Now,剧情 / 战争,弗朗西斯·福特·科波拉,马丁·辛 / 马龙·白兰度 / 罗伯特·杜瓦尔,84877,8.5,美国,20世纪70年代,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2501047088.jpg
54,阮玲玉,传记 / 剧情 / 爱情,关锦鹏,张曼玉 / 梁家辉 / 秦汉,81747,8.6,中国香港,20世纪90年代,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p768817927.jpg
55,出水芙蓉 Bathing Beauty,喜剧 / 歌舞,乔治·西德尼,雷德·斯克尔顿 / 埃丝特·威廉斯 / 巴兹尔·拉思伯恩,27994,8.5,美国,20世纪40年代,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2546003515.jpg
56,摩托日记 Diarios de motocicleta,冒险 / 传记 / 剧情,沃尔特·塞勒斯,盖尔·加西亚·贝纳尔 / 罗德里戈·德拉·塞尔纳 / 梅赛黛斯·莫朗,42145,8.4,阿根廷/美国/智利/秘鲁/巴西/英国/德国/法国,21世纪00年代,https://img2.doubanio.com/view/photo/s_ratio_poster/public/p466727772.jpg
57,妈妈再爱我一次 媽媽再愛我一次,剧情 / 家庭,陈朱煌,杨贵媚 / 谢小鱼 / 李小飞,47216,8.3,中国台湾,20世纪80年代,https://img2.doubanio.com/view/photo/s_ratio_poster/public/p2196346882.jpg
58,克莱默夫妇 Kramer vs. Kramer,剧情 / 家庭,罗伯特·本顿,达斯汀·霍夫曼 / 梅丽尔·斯特里普 / 简·亚历山大,58197,8.5,美国,20世纪70年代,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p1646672189.jpg
59,机器管家 Bicentennial Man,剧情 / 喜剧 / 科幻,克里斯·哥伦布,罗宾·威廉姆斯 / 艾伯丝·戴维兹 / 山姆·尼尔,82862,8.6,美国/德国,20世纪90年代,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2195410751.jpg
60,风柜来的人 風櫃來的人,剧情,侯孝贤,钮承泽 / 张世 / 庹宗华,31857,8.4,中国台湾,20世纪80年代,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2197299205.jpg
61,屋顶上的童年时光 Anche libero va bene,剧情 / 家庭,吉姆·罗斯·斯图尔特,Alessandro Morace / Marta Nobili / 吉姆·罗斯·斯图尔特,7193,8.4,意大利,21世纪00年代,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p1162930506.jpg
62,冬冬的假期,剧情 / 儿童,侯孝贤,梅芳 / 古军 / 王启光,16989,8.6,中国台湾,20世纪80年代,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2347250205.jpg
63,亚当斯一家 The Addams Family,喜剧 / 家庭 / 奇幻,巴里·索南菲尔德,安杰丽卡·休斯顿 / 劳尔·胡里亚 / 克里斯托弗·洛伊德,48103,8.5,美国,20世纪90年代,https://img2.doubanio.com/view/photo/s_ratio_poster/public/p1219939183.jpg
64,午夜牛郎 Midnight Cowboy,剧情,约翰·施莱辛格,强·沃特 / 达斯汀·霍夫曼 / 西尔维娅·迈尔斯,19285,8.3,美国,20世纪60年代,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2261560304.jpg
65,正午 High Noon,剧情 / 西部,弗雷德·金尼曼,加里·库珀 / 格蕾丝·凯利 / 托马斯·米切尔,19023,8.4,美国,20世纪50年代,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2164578536.jpg
66,自由作家 Freedom Writers,传记 / 犯罪 / 剧情,理查德·拉·格拉文斯,希拉里·斯万克 / 帕特里克·德姆西 / 斯科特·格伦,19442,8.5,美国/德国,21世纪00年代,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p1009650327.jpg
67,秘密花园 The Secret Garden,剧情 / 家庭 / 奇幻,阿格涅丝卡·霍兰,凯特·马伯里 / 海登·普劳斯 / 安德鲁·诺,13297,8.4,英国/美国,20世纪90年代,https://img2.doubanio.com/view/photo/s_ratio_poster/public/p1193040563.jpg
68,12怒汉：大审判 12,剧情 / 悬疑,尼基塔·米哈尔科夫,谢尔盖·马科韦茨基 / 尼基塔·米哈尔科夫 / 谢尔盖·加尔马什,31034,8.5,俄罗斯,21世纪00年代,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2157181880.jpg
69,在世界转角遇见爱 Светът е голям и спасение дебне отвсякъде,剧情 / 家庭,斯特凡·科曼达雷夫,米基·马诺伊洛维奇 / 卡罗·柳别克 / 赫里斯托·穆塔奇夫,13893,8.2,保加利亚/德国/斯洛文尼亚/匈牙利,21世纪00年代,https://img2.doubanio.com/view/photo/s_ratio_poster/public/p1558551493.jpg
70,母亲 마더,剧情 / 犯罪 / 悬疑 / 惊悚,奉俊昊,金惠子 / 元斌 / 晋久,82693,8.3,韩国,21世纪00年代,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p1518748581.jpg
71,即使这样也不是我做的 それでもボクはやってない,剧情,周防正行,加濑亮 / 濑户朝香 / 山本耕史,9211,8.3,日本,21世纪00年代,https://img2.doubanio.com/view/photo/s_ratio_poster/public/p658414422.jpg
72,紫色 The Color Purple,剧情,史蒂文·斯皮尔伯格,丹尼·格洛弗 / 乌比·戈德堡 / 玛格丽特·艾弗瑞,20744,8.6,美国,20世纪80年代,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p880920404.jpg
73,东方快车谋杀案 Murder on the Orient Express,剧情 / 犯罪 / 悬疑,西德尼·吕美特,阿尔伯特·芬尼 / 劳伦·白考尔 / 马丁·鲍尔萨姆,88617,8.4,英国,20世纪70年代,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p1948648367.jpg
74,日落黄沙 The Wild Bunch,动作 / 西部,萨姆·佩金帕,威廉·霍尔登 / 欧内斯特·博格宁 / 罗伯特·瑞安,7958,8.3,美国,20世纪60年代,https://img2.doubanio.com/view/photo/s_ratio_poster/public/p966598612.jpg
75,双重赔偿 Double Indemnity,剧情 / 犯罪 / 悬疑 / 惊悚 / 黑色电影,比利·怀德,弗莱德·麦克莫瑞 / 芭芭拉·斯坦威克 / 爱德华·罗宾逊,26348,8.5,美国,20世纪40年代,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p1675680930.jpg
76,M就是凶手 M - Eine Stadt sucht einen Mörder,剧情 / 犯罪 / 惊悚 / 黑色电影,弗里茨·朗,彼得·洛 / 艾伦·维德曼 / 因格·兰德特,24141,8.3,德国,20世纪30年代,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p935420710.jpg
77,周围的事 ぐるりのこと。,剧情 / 家庭,桥口亮辅,木村多江 / 中川雅也 / 倍赏美津子,10984,8.4,日本,21世纪00年代,https://img2.doubanio.com/view/photo/s_ratio_poster/public/p624725042.jpg
78,金色梦乡 ゴールデンスランバー,剧情 / 悬疑,中村义洋,堺雅人 / 竹内结子 / 吉冈秀隆,64947,8.4,日本,21世纪10年代,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2208009845.jpg
79,单身男子 A Single Man,剧情 / 同性,汤姆·福特,科林·费尔斯 / 朱丽安·摩尔 / 尼古拉斯·霍尔特,95165,8.5,美国,21世纪00年代,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p1749612217.jpg
80,谜一样的双眼 El secreto de sus ojos,剧情 / 爱情 / 犯罪 / 悬疑,胡安·何塞·坎帕内利亚,里卡多·达林 / 索蕾达·维拉米尔 / 巴勃罗·拉戈,76770,8.3,阿根廷/西班牙,21世纪00年代,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p452819688.jpg
81,月球 Moon,剧情 / 科幻 / 悬疑,邓肯·琼斯,山姆·洛克威尔 / 凯文·史派西 / 多米妮克·麦克艾丽戈特,231493,8.5,英国,21世纪00年代,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p449399746.jpg
82,我杀了我妈妈 J'ai tué ma mère,剧情 / 传记 / 同性 / 家庭,泽维尔·多兰,泽维尔·多兰 / 安娜·多尔瓦尔 / 弗朗索瓦·阿诺德,55104,8.3,加拿大,21世纪00年代,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p490697335.jpg
83,两生花 La double vie de Véronique,剧情 / 爱情 / 奇幻,克日什托夫·基耶斯洛夫斯基,伊莲娜·雅各布 / 哈丽娜·格雷格拉谢夫斯卡 / 卡里娜·谢鲁斯克,66664,8.4,法国/波兰/挪威,20世纪90年代,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p1910919834.jpg
84,恐惧吞噬灵魂 Angst essen Seele auf,剧情 / 爱情,赖纳·维尔纳·法斯宾德,布里吉特·米拉 / 埃尔·赫迪·本·萨利姆 / 芭芭拉·瓦伦汀,10963,8.5,西德,20世纪70年代,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2553755181.jpg
85,金玉盟 An Affair to Remember,喜剧 / 剧情 / 爱情,莱奥·麦卡雷,加里·格兰特 / 黛博拉·蔻儿 / 理查德·邓宁,8877,8.3,美国,20世纪50年代,https://img2.doubanio.com/view/photo/s_ratio_poster/public/p848574092.jpg
86,秋天的故事 Conte d'automne,剧情 / 爱情,埃里克·侯麦,玛丽·里维埃 / 碧翠丝·罗曼德 / 艾莉西亚·波特尔,25331,8.4,法国,20世纪90年代,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2248726990.jpg
87,二手狮王 Secondhand Lions,喜剧 / 剧情 / 家庭,蒂姆·麦肯莱斯,迈克尔·凯恩 / 罗伯特·杜瓦尔 / 海利·乔·奥斯蒙,15413,8.5,美国,21世纪00年代,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p1626609748.jpg
88,美国丽人 American Beauty,剧情 / 爱情 / 家庭,萨姆·门德斯,凯文·史派西 / 安妮特·贝宁 / 索拉·伯奇,289227,8.5,美国,20世纪90年代,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p1309847196.jpg
89,变脸 Face/Off,动作 / 科幻 / 犯罪 / 惊悚,吴宇森,约翰·特拉沃尔塔 / 尼古拉斯·凯奇 / 琼·艾伦,337562,8.5,美国,20世纪90年代,https://img2.doubanio.com/view/photo/s_ratio_poster/public/p2173855883.jpg
90,香水 Perfume: The Story of a Murderer,剧情 / 犯罪 / 奇幻,汤姆·提克威,本·卫肖 / 艾伦·瑞克曼 / 蕾切儿·哈伍德,462227,8.5,德国/法国/西班牙/美国,21世纪00年代,https://img2.doubanio.com/view/photo/s_ratio_poster/public/p2571500223.jpg
91,精武门 精武門,动作 / 剧情 / 爱情 / 惊悚,罗维,李小龙 / 苗可秀 / 田俊,34007,8.5,中国香港,20世纪70年代,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2043671205.jpg
92,大河恋 A River Runs Through It,剧情 / 家庭,罗伯特·雷德福,克莱格·谢佛 / 布拉德·皮特 / 汤姆·斯凯里特,63840,8.5,美国,20世纪90年代,https://img2.doubanio.com/view/photo/s_ratio_poster/public/p2503828232.jpg
93,速度与激情5 Fast Five,动作 / 犯罪,林诣彬,范·迪塞尔 / 保罗·沃克 / 乔丹娜·布鲁斯特,319121,8.4,美国,21世纪10年代,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p898634801.jpg
94,开心家族 헬로우 고스트,剧情 / 喜剧 / 家庭,金永卓,车太贤 / 高昌锡 / 张荣男,177815,8.6,韩国,21世纪10年代,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p892692364.jpg
95,第八日 Le huitième jour,喜剧 / 剧情,雅克·范·多梅尔,丹尼尔·奥特伊 / 帕斯卡·杜奎奈 / 缪缪,7321,8.3,比利时/法国/英国,20世纪90年代,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p1184771401.jpg
96,和声 하모니,剧情,康大奎,金允珍 / 罗文姬 / 郑秀英,59228,8.5,韩国,21世纪10年代,https://img2.doubanio.com/view/photo/s_ratio_poster/public/p543621113.jpg
97,八部半 8½,剧情,费德里科·费里尼,马塞洛·马斯楚安尼 / 克劳迪娅·卡汀娜 / 阿努克·艾梅,43223,8.6,意大利/法国,20世纪60年代,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2161627049.jpg
98,蓝 Blue,剧情 / 传记 / 同性,德里克·贾曼,约翰·昆汀 / 尼吉尔·特瑞 / 德里克·贾曼,6913,8.5,英国/日本,20世纪90年代,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2042159738.jpg
99,朝圣之路 The Way,剧情 / 喜剧 / 冒险,艾米利奥·艾斯特维兹,马丁·辛 / 艾米利奥·艾斯特维兹 / 黛博拉·卡拉·安格,29700,8.4,美国/西班牙,21世纪10年代,https://img2.doubanio.com/view/photo/s_ratio_poster/public/p1166464472.jpg
100,蓝白红三部曲之蓝 Trois couleurs: Bleu,剧情 / 爱情 / 音乐,克日什托夫·基耶斯洛夫斯基,朱丽叶·比诺什 / 贝努特·里格恩特 / 弗罗伦斯·派梅尔,106005,8.5,法国/波兰/瑞士,20世纪90年代,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p1978408096.jpg
101,意大利人在俄罗斯的奇遇 Невероятные приключения итальянцев в России,喜剧 / 冒险,埃利达尔·梁赞诺夫 / 佛朗哥·普罗斯佩里,安德烈·米罗诺夫 / 尼内托·达沃利 / 安冬尼娅·桑提利,11527,8.5,意大利/苏联,20世纪70年代,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2517687714.jpg
102,"黑猫白猫 Црна мачка, бели мачор",喜剧 / 音乐 / 爱情,埃米尔·库斯图里卡,斯尔詹·托多罗维奇 / 布兰卡·卡蒂奇 / 巴伊拉姆·瑟瓦丹,15155,8.5,南斯拉夫/法国/德国/奥地利/希腊,20世纪90年代,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2176669838.jpg
103,情键四分钟 Vier Minuten,剧情 / 音乐,克里斯·克劳斯,莫妮卡·布莱布特罗伊 / 汉娜·赫茨施普龙 / 里奇·穆勒,8399,8.5,德国,21世纪00年代,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2376328831.jpg
104,独行杀手 Le samouraï,犯罪 / 剧情 / 悬疑 / 惊悚,让-皮埃尔·梅尔维尔,阿兰·德龙 / 弗朗索瓦·佩里埃 / 娜塔丽·德隆,17888,8.4,法国/意大利,20世纪60年代,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2276173501.jpg
105,祖与占 Jules et Jim,剧情 / 爱情,弗朗索瓦·特吕弗,让娜·莫罗 / 奥斯卡·威内尔 / 亨利·赛尔,36936,8.4,法国,20世纪60年代,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p555160366.jpg
106,水牛城66 Buffalo '66,喜剧 / 犯罪 / 剧情 / 爱情,文森特·加洛,文森特·加洛 / 克里斯蒂娜·里奇 / 本·戈扎那,40566,8.5,美国/加拿大,20世纪90年代,https://img2.doubanio.com/view/photo/s_ratio_poster/public/p453576673.jpg
107,小公主 A Little Princess,剧情 / 奇幻,阿方索·卡隆,利塞尔·马修斯 / 伊莲诺·布罗 / 利亚姆·坎宁安,25446,8.5,美国,20世纪90年代,https://img2.doubanio.com/view/photo/s_ratio_poster/public/p1237895913.jpg
108,邦尼和琼 Benny & Joon,喜剧 / 剧情 / 爱情,耶利米·S·谢奇克,约翰尼·德普 / 玛丽·斯图尔特·马斯特森 / 艾丹·奎因,18875,8.5,美国,20世纪90年代,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p511366698.jpg
109,关于我母亲的一切 Todo sobre mi madre,剧情,佩德罗·阿莫多瓦,塞西莉亚·罗特 / 玛丽萨·帕雷德斯 / 坎德拉·佩尼亚,52490,8.5,西班牙/法国,20世纪90年代,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2167231837.jpg
110,美国X档案 American History X,犯罪 / 剧情,托尼·凯耶,爱德华·诺顿 / 爱德华·福隆 / 比佛莉·德安姬罗,84373,8.5,美国,20世纪90年代,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p792437057.jpg
111,我的名字叫可汗 My Name Is Khan,剧情 / 爱情,卡伦·乔哈尔,沙鲁克·汗 / 卡卓儿 / 肖恩·哈珀,55564,8.4,印度,21世纪10年代,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2190816486.jpg
112,狗镇 Dogville,剧情 / 悬疑 / 惊悚,拉斯·冯·提尔,妮可·基德曼 / 哈里特·安德森 / 劳伦·白考尔,127190,8.4,丹麦/瑞典/挪威/芬兰/英国/法国/德国/荷兰/意大利,21世纪00年代,https://img2.doubanio.com/view/photo/s_ratio_poster/public/p2457169802.jpg
113,茜茜公主 Sissi,喜剧 / 剧情 / 历史 / 爱情,恩斯特·马里施卡,罗密·施奈德 / 卡尔海因茨·伯姆 / 玛格达·施奈德,94860,8.5,奥地利,20世纪50年代,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2160427238.jpg
114,穆赫兰道 Mulholland Dr.,剧情 / 悬疑 / 惊悚,大卫·林奇,娜奥米·沃茨 / 劳拉·哈灵 / 安·米勒,362607,8.4,法国/美国,21世纪00年代,https://img2.doubanio.com/view/photo/s_ratio_poster/public/p792248233.jpg
115,艺术家 The Artist,剧情 / 喜剧 / 爱情,米歇尔·阿扎纳维西于斯,让·杜雅尔丹 / 贝热尼丝·贝乔 / 约翰·古德曼,89765,8.4,法国/比利时/美国,21世纪10年代,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p1341276735.jpg
116,飓风 The Hurricane,传记 / 剧情 / 运动,诺曼·杰威森,丹泽尔·华盛顿 / 维斯勒·夏农 / 黛博拉·卡拉·安格,10671,8.5,美国,20世纪90年代,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p1970425151.jpg
117,恶魔 Les diaboliques,剧情 / 犯罪 / 悬疑 / 惊悚,亨利-乔治·克鲁佐,西蒙·西涅莱 / 薇拉·克劳佐 / 保罗·默里斯,13080,8.4,法国,20世纪50年代,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p773231320.jpg
118,最长的一天 The Longest Day,动作 / 剧情 / 历史 / 战争,肯·安纳金 / 安德鲁·马顿 / 伯恩哈德·维基 / 达里尔·F·扎努克,理查德·伯顿 / 肖恩·康纳利 / 亨利·方达,10858,8.5,美国,20世纪60年代,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2204586557.jpg
119,好家伙 GoodFellas,剧情 / 传记 / 犯罪,马丁·斯科塞斯,罗伯特·德尼罗 / 雷·利奥塔 / 乔·佩西,92395,8.4,美国,20世纪90年代,https://img2.doubanio.com/view/photo/s_ratio_poster/public/p1403069323.jpg
120,大逃亡 The Great Escape,剧情 / 历史 / 冒险,约翰·斯特奇斯,史蒂夫·麦奎因 / 詹姆斯·加纳 / 理查德·阿滕伯勒,7867,8.3,美国,20世纪60年代,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2247201530.jpg
121,投奔怒海,剧情,许鞍华,林子祥 / 缪骞人 / 马斯晨,14220,8.5,中国香港,20世纪80年代,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p1539818131.jpg
122,喜福会 The Joy Luck Club,剧情 / 爱情,王颖,周采芹 / 温明娜 / 俞飞鸿,41511,8.4,美国,20世纪90年代,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p1269318004.jpg
123,玛丽娅·布劳恩的婚姻 Die Ehe der Maria Braun,剧情,赖纳·维尔纳·法斯宾德,汉娜·许古拉 / 克劳斯·洛维奇 / 伊凡·德斯尼,5924,8.3,西德,20世纪70年代,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p1524929404.jpg
124,少年斯派维的奇异旅行 The Young and Prodigious T.S. Spivet,剧情 / 家庭 / 冒险,让-皮埃尔·热内,凯尔·凯特莱特 / 海伦娜·伯翰·卡特 / 朱迪·戴维斯,94406,8.5,法国/加拿大,21世纪10年代,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2189163440.jpg
125,逃离索比堡 Escape from Sobibor,剧情 / 战争 / 惊悚,杰克·高德,艾伦·阿金 / 乔安娜·帕库拉 / 鲁特格尔·哈尔,2650,8.5,英国/南斯拉夫,20世纪80年代,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2238457499.jpg
126,405谋杀案,悬疑 / 惊悚,沈耀庭,仲星火 / 徐敏 / 严翔,11664,8.4,中国大陆,20世纪80年代,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2231138515.jpg
127,高地战 고지전,剧情 / 战争,张勋,申河均 / 高修 / 金玉彬,33449,8.5,韩国,21世纪10年代,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p1018163890.jpg
128,白色严冬 Into the White,剧情 / 历史 / 战争,彼特·纳斯,弗洛里安·卢卡斯 / 大卫·克劳斯 / 斯蒂格·亨里克·霍夫,16807,8.4,挪威/瑞典/法国,21世纪10年代,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p1691917124.jpg
129,流浪的尤莱克 Lauf Junge lauf,剧情,佩波·丹科瓦特,赖纳·博克 / 詹妮特·海因 / 塞巴斯蒂安·胡克,7159,8.4,德国,21世纪10年代,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2406854085.jpg
130,少年时代 Boyhood,剧情 / 家庭,理查德·林克莱特,埃拉·科尔特兰 / 帕特丽夏·阿奎特 / 伊桑·霍克,197334,8.5,美国,21世纪10年代,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2187391526.jpg
131,爱乐之城 La La Land,剧情 / 爱情 / 歌舞,达米恩·查泽雷,瑞恩·高斯林 / 艾玛·斯通 / 约翰·传奇,670633,8.4,美国/中国香港,21世纪10年代,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2395517414.jpg
132,误杀瞒天记 Drishyam,剧情 / 犯罪 / 悬疑,尼西卡特·卡马特,阿贾耶·德乌干 / 塔布 / 施芮娅·萨兰,148083,8.6,印度,21世纪10年代,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2276962949.jpg
133,雏菊 Sedmikrásky,喜剧 / 剧情,维拉·希蒂洛娃,伊特卡·采尔霍娃 / 伊万娜·卡尔班诺娃 / Julius Albert,6284,8.4,捷克斯洛伐克,20世纪60年代,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2392561926.jpg
134,香蕉天堂,剧情,王童,钮承泽 / 李昆 / 曾庆瑜,3749,8.4,中国台湾,20世纪80年代,https://img2.doubanio.com/view/photo/s_ratio_poster/public/p2234039873.jpg
135,死亡医生 You Don't Know Jack,剧情 / 传记,巴瑞·莱文森,阿尔·帕西诺 / 布伦达·瓦卡罗 / 约翰·古德曼,25918,8.5,美国,21世纪10年代,https://img2.doubanio.com/view/photo/s_ratio_poster/public/p2166647043.jpg
136,圣诞快乐 Joyeux Noël,剧情 / 历史 / 战争 / 音乐,克里斯蒂安·卡里翁,黛安·克鲁格 / 纳塔莉·德赛 / 本诺·菲尔曼,5973,8.5,法国/德国/英国/比利时/罗马尼亚/挪威/日本/美国,21世纪00年代,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p719001501.jpg
137,假如我是真的,剧情,王童,谭咏麟 / 胡冠珍 / 崔福生,3500,8.3,中国台湾,20世纪80年代,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2221426906.jpg
138,天涯沦落女 Sans toit ni loi,剧情,阿涅斯·瓦尔达,桑德里娜·博内尔 / Setti Ramdane / Francis Balchère,5348,8.3,法国,20世纪80年代,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2188708884.jpg
139,轻松自由 Libre et assoupi,喜剧,本杰明·格德杰,巴普蒂斯特·勒卡普兰 / 夏洛特·勒·邦 / 费利克斯·莫阿蒂,29450,8.3,法国,21世纪10年代,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2506257305.jpg
140,宝贝小情人 My Girl,剧情 / 喜剧 / 爱情,霍华德·齐耶夫,安娜·克拉姆斯基 / 麦考利·卡尔金 / 杰米·李·柯蒂斯,6422,8.3,美国,20世纪90年代,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p1194943338.jpg
141,金福南杀人事件始末 김복남 살인사건의 전말,剧情 / 犯罪 / 惊悚,张哲洙,徐英姬 / 池成媛 / 朴政学,179575,8.5,韩国,21世纪10年代,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p596526266.jpg
142,守望者 Watchmen,动作 / 科幻 / 悬疑,扎克·施奈德,帕特里克·威尔森 / 卡拉·古奇诺 / 比利·克鲁德普,158350,8.5,美国,21世纪00年代,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p1663601927.jpg
143,Jose与虎与鱼们 ジョゼと虎と魚たち,剧情 / 爱情,犬童一心,妻夫木聪 / 池胁千鹤 / 上野树里,12273,8.3,日本,21世纪00年代,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2560227054.jpg
144,禁忌的游戏 Jeux interdits,剧情 / 战争,雷内·克莱芒,乔吉斯·伯乔利 / 布丽吉特·佛西 / 阿梅代,4490,8.4,法国,20世纪50年代,https://img2.doubanio.com/view/photo/s_ratio_poster/public/p631114202.jpg
145,巴尼的人生 Barney's Version,剧情,理查德·J·刘易斯,保罗·吉亚玛提 / 裴淳华 / 明妮·德里弗,9534,8.3,加拿大/意大利,21世纪10年代,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p1150554855.jpg
146,唐人街 Chinatown,犯罪 / 剧情 / 悬疑 / 惊悚,罗曼·波兰斯基,杰克·尼科尔森 / 费·唐纳薇 / 约翰·休斯顿,46461,8.4,美国,20世纪70年代,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2290719289.jpg
147,白日梦想家 The Secret Life of Walter Mitty,剧情 / 喜剧 / 冒险,本·斯蒂勒,本·斯蒂勒 / 克里斯汀·韦格 / 亚当·斯科特,316324,8.5,美国/英国,21世纪10年代,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2160195181.jpg
148,不能没有你,剧情 / 家庭,戴立忍,陈文彬 / 赵祐萱 / 林志儒,30909,8.3,中国台湾,21世纪00年代,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p936364155.jpg
149,情不自禁,剧情,方刚亮,潘粤明 / 邬玉君 / 陈友旺,14896,8.4,中国大陆,21世纪00年代,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2463321941.jpg
150,"哥哥我爱你 안녕, 형아",剧情,林泰亨,朴智彬 / 裴宗玉 / 朴元尚,6526,8.2,韩国,21世纪00年代,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p532706995.jpg
151,魔幻时刻 ザ・マジックアワー,喜剧,三谷幸喜,佐藤浩市 / 妻夫木聪 / 深津绘里,27679,8.3,日本,21世纪00年代,https://img2.doubanio.com/view/photo/s_ratio_poster/public/p637438422.jpg
152,客途秋恨,剧情 / 家庭,许鞍华,陆小芬 / 张曼玉 / 李子雄,14250,8.5,中国香港/中国台湾,20世纪90年代,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2197624980.jpg
153,假如爱有天意 클래식,剧情 / 爱情,郭在容,孙艺珍 / 曹承佑 / 赵寅成,358872,8.4,韩国,21世纪00年代,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p479746811.jpg
154,八月迷情 August Rush,剧情 / 音乐 / 爱情,科斯汀·谢里丹,乔纳森·莱斯·梅耶斯 / 弗莱迪·海默 / 罗宾·威廉姆斯,147244,8.3,美国,21世纪00年代,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p792528025.jpg
155,超时空接触 Contact,剧情 / 科幻 / 悬疑 / 惊悚,罗伯特·泽米吉斯,吉娜·马隆 / 大卫·摩斯 / 朱迪·福斯特,88719,8.4,美国,20世纪90年代,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p453499268.jpg
156,小孩不笨2,喜剧 / 剧情 / 家庭,梁智强,梁智强 / 向云 / 梁文宗,8240,8.3,新加坡,21世纪00年代,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p1617356989.jpg
