,电影名称,电影类型,导演,主演,评价人数,评分,国家/地区,年代,图片
386,永远的三丁目的夕阳2 ALWAYS 続・三丁目の夕日,剧情,山崎贵,吉冈秀隆 / 堤真一 / 小雪,16115,8.7,日本,21世纪00年代,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p1011704039.jpg
387,瓦尔特保卫萨拉热窝 Валтер брани Сарајево,战争,哈伊鲁丁·克尔瓦瓦茨,韦利米尔·巴塔·日沃伊诺维奇 / 拉德·马尔科维奇 / 留比沙·萨马季奇,13178,8.7,南斯拉夫,20世纪70年代,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2556873379.jpg
388,光辉岁月 Remember the Titans,剧情 / 传记 / 运动,鲍兹·亚金,丹泽尔·华盛顿 / 威尔·帕顿 / 伍德·哈里斯,24927,8.6,美国,21世纪00年代,https://img2.doubanio.com/view/photo/s_ratio_poster/public/p858717623.jpg
389,战场上的快乐圣诞 Merry Christmas Mr. Lawrence,剧情 / 战争 / 同性,大岛渚,大卫·鲍伊 / 汤姆·康蒂 / 坂本龙一,80381,8.8,英国/日本/新西兰,20世纪80年代,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2333678898.jpg
390,再见，孩子们 Au revoir les enfants,剧情 / 战争,路易·马勒,加斯帕·曼尼斯 / 拉斐尔·费伊特 / 弗朗辛·拉塞特,12187,8.6,法国/西德/意大利,20世纪80年代,https://img2.doubanio.com/view/photo/s_ratio_poster/public/p1095874762.jpg
391,千钧一发 Gattaca,剧情 / 科幻 / 惊悚,安德鲁·尼科尔,伊桑·霍克 / 乌玛·瑟曼 / 裘德·洛,214805,8.8,美国,20世纪90年代,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2195672555.jpg
392,2001太空漫游 2001: A Space Odyssey,科幻 / 惊悚 / 冒险,斯坦利·库布里克,凯尔·杜拉 / 加里·洛克伍德 / 威廉姆·西尔维斯特,240281,8.8,英国/美国,20世纪60年代,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2560717825.jpg
393,我们天上见,剧情 / 家庭,蒋雯丽,朱旭 / 姚君 / 朱一诺,61817,8.7,中国大陆,21世纪00年代,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p459518618.jpg
394,费城故事 Philadelphia,剧情 / 同性,乔纳森·戴米,汤姆·汉克斯 / 丹泽尔·华盛顿 / 罗伯塔·马克斯韦尔,87872,8.7,美国,20世纪90年代,https://img2.doubanio.com/view/photo/s_ratio_poster/public/p750348993.jpg
395,杀人回忆 살인의 추억,剧情 / 动作 / 犯罪 / 悬疑 / 惊悚,奉俊昊,宋康昊 / 金相庆 / 金雷夏,552062,8.9,韩国,21世纪00年代,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p657823840.jpg
396,非常嫌疑犯 The Usual Suspects,犯罪 / 悬疑 / 惊悚,布莱恩·辛格,史蒂芬·鲍德温 / 加布里埃尔·伯恩 / 本尼西奥·德尔·托罗,215416,8.6,德国/美国,20世纪90年代,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2455372830.jpg
397,蝴蝶 Le papillon,剧情 / 儿童 / 喜剧,费利普·弥勒,米歇尔·塞罗尔 / 柯莱儿·布翁尼许 / 娜德·蒂约,110544,8.6,法国,21世纪00年代,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2464686077.jpg
398,真爱至上 Love Actually,喜剧 / 剧情 / 爱情,理查德·柯蒂斯,休·格兰特 / 科林·费尔斯 / 艾玛·汤普森,596796,8.6,英国/美国/法国,21世纪00年代,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p475600770.jpg
399,曼联重生 United,剧情,詹姆斯·斯特朗,大卫·田纳特 / 杰克·奥康奈尔 / 山姆·克拉弗林,7551,8.5,英国,21世纪10年代,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2360432019.jpg
400,蝙蝠侠：黑暗骑士崛起 The Dark Knight Rises,剧情 / 动作 / 科幻 / 犯罪 / 惊悚,克里斯托弗·诺兰,克里斯蒂安·贝尔 / 汤姆·哈迪 / 安妮·海瑟薇,584904,8.8,美国/英国,21世纪10年代,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p1706428744.jpg
401,理查二世 Richard II,剧情 / 历史,鲁伯特·古尔德,本·卫肖 / 克蕾曼丝·波西 / 帕特里克·斯图尔特,14256,8.8,英国,21世纪10年代,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2096736876.jpg
402,"亨利四世：第二部分 Henry IV, Part 2",剧情 / 历史,理查德·艾尔,杰瑞米·艾恩斯 / 汤姆·希德勒斯顿 / 西蒙·拉塞尔·比尔,7946,8.6,英国,21世纪10年代,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2096732226.jpg
403,"亨利四世：第一部分 Henry IV, Part 1",剧情 / 历史,理查德·艾尔,杰瑞米·艾恩斯 / 汤姆·希德勒斯顿 / 西蒙·拉塞尔·比尔,9751,8.7,英国/美国,21世纪10年代,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2096730708.jpg
404,赛德克·巴莱 賽德克·巴萊,剧情 / 历史 / 战争,魏德圣,林庆台 / 马志翔 / 安藤政信,152974,8.8,中国台湾,21世纪10年代,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p1494834979.jpg
405,赛德克·巴莱(下)：彩虹桥 賽德克·巴萊(下)彩虹橋,剧情 / 历史 / 战争,魏德圣,马志翔 / 徐若瑄 / 温岚,77298,8.8,中国台湾,21世纪10年代,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p1174627051.jpg
406,与玛格丽特的午后 La tête en friche,喜剧,让·贝克,热拉尔·德帕迪约 / 吉赛勒·卡扎德絮 / 帕特里克·伯利奇,32113,8.8,法国,21世纪10年代,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p855075428.jpg
407,樱花盛开 Kirschblüten - Hanami,剧情 / 爱情,多丽丝·德里,艾尔玛·韦伯 / 汉内洛勒·埃尔斯纳 / 入月彩,6268,8.6,德国,21世纪00年代,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p696232746.jpg
408,这里的黎明静悄悄 А зори здесь тихие,剧情 / 历史 / 战争,斯坦尼斯拉夫·罗斯托茨基,安德烈·马尔蒂诺夫 / 伊琳娜·多尔加诺娃 / 伊莲娜·德罗佩科,10694,8.7,苏联,20世纪70年代,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2549456054.jpg
409,焦土之城 Incendies,剧情 / 战争 / 悬疑,丹尼斯·维伦纽瓦,雷米·吉拉德 / 梅丽莎·德索蒙斯-波林 / 马克西姆·高德特,35686,8.6,加拿大,21世纪10年代,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p981048348.jpg
410,爱 Amour,剧情 / 爱情,迈克尔·哈内克,让-路易·特兰蒂尼昂 / 埃玛妞·丽娃 / 伊莎贝尔·于佩尔,73810,8.6,法国/德国/奥地利,21世纪10年代,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p1566292031.jpg
411,悲惨世界 Les Misérables,剧情 / 爱情 / 歌舞,汤姆·霍伯,休·杰克曼 / 罗素·克劳 / 安妮·海瑟薇,297587,8.6,英国/美国/法国,21世纪10年代,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p1900812761.jpg
412,一级谋杀 Murder in the First,剧情 / 惊悚,马可·罗科,克里斯蒂安·史莱特 / 凯文·贝肯 / 加里·奥德曼,7975,8.6,法国/美国,20世纪90年代,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2199907428.jpg
413,横道世之介,剧情 / 爱情,冲田修一,高良健吾 / 吉高由里子 / 池松壮亮,111447,8.8,日本,21世纪10年代,https://img2.doubanio.com/view/photo/s_ratio_poster/public/p2021127692.jpg
414,安全至下 Safety Last!,喜剧 / 爱情 / 惊悚,弗雷德·C·纽迈尔 / 山姆·泰勒,哈罗德·劳埃德 / 米尔德丽德·戴维斯 / 比尔·斯特罗瑟,8548,8.9,美国,20世纪20年代,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p1920360311.jpg
415,情迷意乱 乱れる,剧情 / 爱情 / 家庭,成濑巳喜男,高峰秀子 / 加山雄三 / 草笛光子,8668,9.1,日本,20世纪60年代,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2319855070.jpg
416,同流者 Il conformista,剧情,贝纳尔多·贝托鲁奇,让-路易·特兰蒂尼昂 / 斯特法尼娅·桑德雷利 / 多米妮克·桑达,6467,8.6,意大利/法国/西德,20世纪70年代,https://img2.doubanio.com/view/photo/s_ratio_poster/public/p578516223.jpg
417,烈焰焚币 Plata quemada,剧情 / 爱情 / 犯罪 / 惊悚 / 同性,马西路·品尼路,莱昂纳多·斯巴拉格利亚 / 爱德华多·诺列加 / 巴勃罗·埃查里,17261,8.6,阿根廷/西班牙/乌拉圭,21世纪00年代,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p587156828.jpg
418,特工 공작,剧情,尹钟彬,黄政民 / 李星民 / 赵震雄,137702,8.6,韩国,21世纪10年代,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2528281606.jpg
419,花样年华 花樣年華,剧情 / 爱情,王家卫,梁朝伟 / 张曼玉 / 潘迪华,471289,8.7,中国香港,21世纪00年代,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p1910828286.jpg
420,极速车王 Ford v Ferrari,剧情 / 传记 / 运动,詹姆斯·曼高德,马特·达蒙 / 克里斯蒂安·贝尔 / 乔什·卢卡斯,188415,8.6,美国,21世纪10年代,https://img2.doubanio.com/view/photo/s_ratio_poster/public/p2568792942.jpg
421,控方证人 Witness for the Prosecution,剧情 / 犯罪 / 悬疑,艾伦·吉布森,拉尔夫·理查德森 / 黛博拉·蔻儿 / 博·布里奇斯,31297,9.5,美国/英国,20世纪80年代,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2367853261.jpg
422,战争与和平 Война и мир,剧情 / 历史 / 爱情 / 战争,谢尔盖·邦达尔丘克,谢尔盖·邦达尔丘克 / 柳德米拉·萨维里耶娃 / 维亚切斯拉夫·吉洪诺夫,7646,9.2,苏联,20世纪60年代,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2548048318.jpg
423,82年生的金智英 82년생 김지영,剧情,金度英,郑有美 / 孔刘 / 金美京,313663,8.6,韩国,21世纪10年代,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2578045524.jpg
424,燃烧女子的肖像 Portrait de la jeune fille en feu,剧情 / 爱情 / 同性,瑟琳·席安玛,诺米·梅兰特 / 阿黛拉·哈内尔 / 卢安娜·巴杰拉米,134888,8.6,法国,21世纪10年代,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2584308261.jpg
425,特写 کلوزآپ ، نمای نزدیک,犯罪 / 剧情,阿巴斯·基亚罗斯塔米,Hossain Sabzian / 莫森·玛克玛尔巴夫 / Abolfazl Ahankhah,7402,8.7,伊朗,20世纪90年代,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2350715785.jpg
426,隐藏人物 Hidden Figures,剧情 / 传记 / 历史,西奥多·梅尔菲,塔拉吉·P·汉森 / 奥克塔维亚·斯宾瑟 / 加奈儿·梦奈,153837,8.8,美国,21世纪10年代,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2408791085.jpg
427,再次出发之纽约遇见你 Begin Again,喜剧 / 爱情 / 音乐,约翰·卡尼,凯拉·奈特莉 / 马克·鲁弗洛 / 亚当·莱文,348147,8.6,美国,21世纪10年代,https://img2.doubanio.com/view/photo/s_ratio_poster/public/p2250287733.jpg
428,阮玲玉,传记 / 剧情 / 爱情,关锦鹏,张曼玉 / 梁家辉 / 秦汉,81747,8.6,中国香港,20世纪90年代,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p768817927.jpg
429,发条橙 A Clockwork Orange,犯罪 / 剧情 / 科幻,斯坦利·库布里克,马尔科姆·麦克道威尔 / 帕特里克·马基 / 迈克尔·贝茨,308487,8.6,英国/美国,20世纪70年代,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p529908155.jpg
430,大红灯笼高高挂,剧情,张艺谋,巩俐 / 马精武 / 何赛飞,194431,8.6,中国大陆/中国香港/中国台湾,20世纪90年代,https://img2.doubanio.com/view/photo/s_ratio_poster/public/p1254404823.jpg
431,汉密尔顿 Hamilton,历史 / 歌舞,托马斯·凯尔,林-曼努尔·米兰达 / 小莱斯利·奥多姆 / 戴维德·迪格斯,46095,9.5,美国,21世纪20年代,https://img2.doubanio.com/view/photo/s_ratio_poster/public/p2612429822.jpg
432,无间道2 無間道II,剧情 / 犯罪 / 惊悚,刘伟强 / 麦兆辉,陈冠希 / 余文乐 / 曾志伟,341377,8.6,中国香港,21世纪00年代,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p958008320.jpg
433,青蛇,剧情 / 爱情 / 奇幻 / 古装,徐克,张曼玉 / 王祖贤 / 赵文卓,419196,8.6,中国香港/中国大陆,20世纪90年代,https://img2.doubanio.com/view/photo/s_ratio_poster/public/p2570901292.jpg
