,电影名称,电影类型,导演,主演,评价人数,评分,国家/地区,年代,图片
74,乡愁 Ностальгия,剧情,安德烈·塔可夫斯基,奥列格·扬科夫斯基 / 厄兰·约瑟夫森 / 多美兹亚娜·佐丹奴,25474,9.1,苏联/意大利,20世纪80年代,https://img2.doubanio.com/view/photo/s_ratio_poster/public/p2594191712.jpg
75,从海底出击 Das Boot,剧情 / 历史 / 战争 / 冒险,沃尔夫冈·彼德森,尤尔根·普洛斯诺 / 赫贝特·格勒内梅厄 / Klaus Wennemann,31745,9.1,西德,20世纪80年代,https://img2.doubanio.com/view/photo/s_ratio_poster/public/p2088879323.jpg
76,镜子 Зеркало,传记 / 剧情 / 历史 / 战争,安德烈·塔可夫斯基,玛格丽特·捷列霍娃 / 因诺肯季·斯莫克图诺夫斯基 / 奥列格·扬科夫斯基,21180,9.0,苏联,20世纪70年代,https://img2.doubanio.com/view/photo/s_ratio_poster/public/p2327630533.jpg
77,神女,剧情,吴永刚,阮玲玉 / 黎铿 / 章志直,22637,9.0,中国大陆,20世纪30年代,https://img2.doubanio.com/view/photo/s_ratio_poster/public/p2028929312.jpg
78,生之欲 生きる,剧情,黑泽明,志村乔 / 日守新一 / 田中春男,27389,9.2,日本,20世纪50年代,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2215888214.jpg
79,让子弹飞,剧情 / 喜剧 / 动作 / 西部,姜文,姜文 / 葛优 / 周润发,1321381,8.9,中国大陆/中国香港,21世纪10年代,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p1512562287.jpg
80,当幸福来敲门 The Pursuit of Happyness,剧情 / 传记 / 家庭,加布里埃莱·穆奇诺,威尔·史密斯 / 贾登·史密斯 / 坦迪·牛顿,1250739,9.1,美国,21世纪00年代,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2614359276.jpg
81,怦然心动 Flipped,剧情 / 喜剧 / 爱情,罗伯·莱纳,玛德琳·卡罗尔 / 卡兰·麦克奥利菲 / 瑞贝卡·德·莫妮,1478368,9.1,美国,21世纪10年代,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p501177648.jpg
82,闻香识女人 Scent of a Woman,剧情,马丁·布莱斯特,阿尔·帕西诺 / 克里斯·奥唐纳 / 詹姆斯·瑞布霍恩,698545,9.1,美国,20世纪90年代,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2550757929.jpg
83,大话西游之月光宝盒 西遊記第壹佰零壹回之月光寶盒,喜剧 / 爱情 / 奇幻 / 古装,刘镇伟,周星驰 / 吴孟达 / 罗家英,1002529,9.0,中国香港/中国大陆,20世纪90年代,https://img2.doubanio.com/view/photo/s_ratio_poster/public/p2561721372.jpg
84,低俗小说 Pulp Fiction,剧情 / 喜剧 / 犯罪,昆汀·塔伦蒂诺,约翰·特拉沃尔塔 / 乌玛·瑟曼 / 阿曼达·普拉莫,676202,8.9,美国,20世纪90年代,https://img2.doubanio.com/view/photo/s_ratio_poster/public/p1910902213.jpg
85,美丽心灵 A Beautiful Mind,传记 / 剧情,朗·霍华德,罗素·克劳 / 艾德·哈里斯 / 詹妮弗·康纳利,619522,9.0,美国,21世纪00年代,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p1665997400.jpg
86,指环王1：护戒使者 The Lord of the Rings: The Fellowship of the Ring,剧情 / 动作 / 奇幻 / 冒险,彼得·杰克逊,伊利亚·伍德 / 西恩·奥斯汀 / 伊恩·麦克莱恩,679440,9.1,新西兰/美国,21世纪00年代,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2640234840.jpg
87,死亡诗社 Dead Poets Society,剧情,彼得·威尔,罗宾·威廉姆斯 / 罗伯特·肖恩·莱纳德 / 伊桑·霍克,567020,9.1,美国,20世纪80年代,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2575465690.jpg
88,指环王2：双塔奇兵 The Lord of the Rings: The Two Towers,剧情 / 动作 / 奇幻 / 冒险,彼得·杰克逊,伊利亚·伍德 / 西恩·奥斯汀 / 多米尼克·莫纳汉,592885,9.1,美国/新西兰,21世纪00年代,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2640236255.jpg
89,阳光姐妹淘 써니,剧情 / 喜剧,姜炯哲,沈恩京 / 闵孝琳 / 姜素拉,505667,8.8,韩国,21世纪10年代,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p1374786017.jpg
90,爱在黎明破晓前 Before Sunrise,剧情 / 爱情,理查德·林克莱特,伊桑·霍克 / 朱莉·德尔佩 / 安德莉亚·埃克特,506491,8.8,美国/奥地利/瑞士,20世纪90年代,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2555762374.jpg
91,再见我们的幼儿园 さよならぼくたちのようちえん,剧情,水田伸生,芦田爱菜 / 满岛光 / 桥本智哉,107591,8.8,日本,21世纪10年代,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2173712235.jpg
92,菊次郎的夏天 菊次郎の夏,剧情 / 喜剧,北野武,北野武 / 关口雄介 / 岸本加世子,464608,8.8,日本,20世纪90年代,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2620392435.jpg
93,碧海蓝天 Le grand bleu,剧情 / 爱情,吕克·贝松,让-马克·巴尔 / 让·雷诺 / 罗姗娜·阿奎特,133360,8.7,法国/意大利,20世纪80年代,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p455724599.jpg
94,荒野生存 Into the Wild,冒险 / 传记 / 剧情,西恩·潘,埃米尔·赫斯基 / 马西娅·盖伊·哈登 / 威廉·赫特,190048,8.6,美国,21世纪00年代,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p465687407.jpg
95,勇士 Warrior,剧情 / 运动 / 家庭,加文·欧康诺,汤姆·哈迪 / 乔尔·埃哲顿 / 尼克·诺特,139135,8.9,美国,21世纪10年代,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p1145536386.jpg
96,浪潮 Die Welle,剧情 / 惊悚,丹尼斯·甘塞尔,于尔根·福格尔 / 弗雷德里克·劳 / 马克思·雷迈特,226102,8.7,德国,21世纪00年代,https://img2.doubanio.com/view/photo/s_ratio_poster/public/p1344888983.jpg
97,梦之安魂曲 Requiem for a Dream,剧情,达伦·阿伦诺夫斯基,艾伦·伯斯汀 / 杰瑞德·莱托 / 詹妮弗·康纳利,172340,8.7,美国,21世纪00年代,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2328516855.jpg
98,自闭历程 Temple Grandin,剧情 / 传记,米克·杰克逊,克莱尔·丹妮丝 / 朱莉娅·奥蒙德 / 凯瑟琳·欧哈拉,59658,8.9,美国,21世纪10年代,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p583188016.jpg
99,地球上的星星 Taare Zameen Par,剧情 / 儿童 / 家庭,阿米尔·汗,达席尔·萨法瑞 / 阿米尔·汗 / 塔奈·切赫达,171869,8.9,印度,21世纪00年代,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p1973489335.jpg
100,与狼共舞 Dances with Wolves,剧情 / 西部 / 冒险,凯文·科斯特纳,凯文·科斯特纳 / 玛丽·麦克唐纳 / 格雷厄姆·格林,72894,8.9,美国/英国,20世纪90年代,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p499158228.jpg
101,我是山姆 I Am Sam,剧情 / 家庭,杰茜·尼尔森,西恩·潘 / 达科塔·范宁 / 米歇尔·菲佛,256772,9.0,美国,21世纪00年代,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p652417775.jpg
102,迷墙 Pink Floyd The Wall,剧情 / 动画 / 奇幻,艾伦·帕克,鲍勃·吉尔道夫 / Christine Hargreaves / James Laurenson,44391,8.8,英国,20世纪80年代,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2567407809.jpg
103,小情人 แฟนฉัน,儿童 / 喜剧,威特查·戈杰乌 / 颂裕·素玛戈南 / 尼提瓦·塔拉吞 / 维塔亚·东俞扬 / 埃迪森·特斯利卡森 / 孔里特·契威摩,查理·瑞纳 / 霍嘉丝·芝华顾 / Charwin Jitsomboon,57101,8.6,泰国,21世纪00年代,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p450895244.jpg
104,惊魂记 Psycho,悬疑 / 惊悚 / 恐怖,阿尔弗雷德·希区柯克,安东尼·博金斯 / 维拉·迈尔斯 / 约翰·加文,206338,9.0,美国,20世纪60年代,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p1021883305.jpg
105,四百击 Les quatre cents coups,犯罪 / 剧情,弗朗索瓦·特吕弗,让-皮埃尔·利奥德 / 克莱尔·莫里耶 / 阿尔贝·雷米,84393,8.8,法国,20世纪50年代,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2191743027.jpg
106,上帝也疯狂2 The Gods Must Be Crazy II,喜剧,加美·尤伊斯,历苏 / Lena Farugia / Hans Strydom,52479,8.8,南非/博茨瓦纳,20世纪80年代,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p1306760079.jpg
107,偷自行车的人 Ladri di biciclette,犯罪 / 剧情,维托里奥·德西卡,兰贝托·马乔拉尼 / 恩佐·斯泰奥拉 / 莉安拉·卡雷尔,74702,9.0,意大利,20世纪40年代,https://img2.doubanio.com/view/photo/s_ratio_poster/public/p759707912.jpg
108,无人知晓 誰も知らない,剧情,是枝裕和,柳乐优弥 / 北浦爱 / 木村飞影,238936,9.1,日本,21世纪00年代,https://img2.doubanio.com/view/photo/s_ratio_poster/public/p661160053.jpg
109,天佑鲍比 Prayers for Bobby,剧情 / 传记 / 同性,拉塞尔·穆卡希,西格妮·韦弗 / 亨利·科泽尼 / 瑞恩·凯利,43157,8.9,美国,21世纪00年代,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p1662271271.jpg
110,"德州巴黎 Paris, Texas",剧情,维姆·文德斯,哈利·戴恩·斯坦通 / 娜塔莎·金斯基 / 迪恩·斯托克维尔,43103,8.6,英国/法国/美国/西德,20世纪80年代,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2237305324.jpg
111,步履不停 歩いても 歩いても,剧情 / 家庭,是枝裕和,阿部宽 / 夏川结衣 / 江原由希子,218365,8.8,日本,21世纪00年代,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2375245718.jpg
112,金色池塘 On Golden Pond,剧情 / 家庭,马克·雷戴尔,凯瑟琳·赫本 / 亨利·方达 / 简·方达,22830,8.8,英国/美国,20世纪80年代,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p1211238404.jpg
113,刺猬的优雅 Le hérisson,剧情,莫娜·阿查切,若西安·巴拉斯科 / 佳朗丝·勒·吉耶米克 / 伊川东吾,107656,8.8,法国/意大利,21世纪00年代,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p489369851.jpg
114,暴雨将至 Пред дождот,剧情 / 战争,米尔科·曼彻夫斯基,格莱戈尔·科林  / Dzemail Maksut / 拉宾娜·米特威斯卡,24026,8.7,北马其顿/法国/英国,20世纪90年代,https://img2.doubanio.com/view/photo/s_ratio_poster/public/p470344042.jpg
115,因父之名 In the Name of the Father,传记 / 剧情,吉姆·谢里丹,丹尼尔·戴-刘易斯 / 皮特·波斯尔思韦特 / 约翰·林奇,32917,8.8,爱尔兰/英国/美国,20世纪90年代,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p758788727.jpg
116,影武者,剧情 / 历史 / 战争,黑泽明,仲代达矢 / 山崎努 / 萩原健一,54700,9.0,日本/美国,20世纪80年代,https://img2.doubanio.com/view/photo/s_ratio_poster/public/p997945263.jpg
117,童年往事,剧情 / 传记 / 家庭,侯孝贤,游安顺 / 田丰 / 梅芳,41863,8.8,中国台湾,20世纪80年代,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2259777287.jpg
118,永远的三丁目的夕阳 ALWAYS 三丁目の夕日,剧情 / 家庭,山崎贵,吉冈秀隆 / 堤真一 / 药师丸博子,34652,8.8,日本,21世纪00年代,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2517414566.jpg
119,永恒和一日 Μια αιωνιότητα και μια μερα,剧情,西奥·安哲罗普洛斯,布鲁诺·冈茨 / 伊莎贝拉·雷纳德 / 法布里齐奥·本蒂沃利奥,24545,9.1,法国/意大利/希腊/德国,20世纪90年代,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p1391839595.jpg
120,独立时代 獨立時代,剧情,杨德昌,陈湘琪 / 王柏森 / 邓安宁,28317,8.8,中国台湾,20世纪90年代,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2416432789.jpg
121,楢山节考 楢山節考,剧情 / 家庭,今村昌平,绪形拳 / 坂本澄子 / 左顿平,35704,9.0,日本,20世纪80年代,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p981755735.jpg
122,芬妮与亚历山大 Fanny och Alexander,剧情,英格玛·伯格曼,克里斯蒂娜·阿道夫森 / 伯杰·阿斯特 / 佩妮娜·奥威,14923,8.8,法国/瑞典/西德,20世纪80年代,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p1172714598.jpg
123,卡萨布兰卡 Casablanca,剧情 / 爱情 / 战争,迈克尔·柯蒂兹,亨弗莱·鲍嘉 / 英格丽·褒曼 / 保罗·亨雷德,189713,8.7,美国,20世纪40年代,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2247003945.jpg
124,鲁冰花 魯冰花,家庭 / 剧情,杨立国,黄坤玄 / 李淑桢 / 张瑞竹,13682,8.8,中国台湾,20世纪80年代,https://img2.doubanio.com/view/photo/s_ratio_poster/public/p2233267812.jpg
125,我的九月,剧情 / 儿童,尹力,张萌 / 张国立 / 陶泽如,9231,8.7,中国大陆,20世纪90年代,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2494288807.jpg
126,乌龟也会飞 لاک پشت ها هم پرواز می کنند,剧情 / 战争,巴赫曼·戈巴迪,Soran Ebrahim / Avaz Latif,7702,8.8,伊朗/法国/伊拉克,21世纪00年代,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2178989826.jpg
127,毕加索的奇异旅程 Picassos äventyr,喜剧,泰治·丹尼尔森,约斯塔·埃克曼 / 汉斯·阿尔弗莱德森 / 玛格丽塔·克罗克,5318,8.7,瑞典,20世纪70年代,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2464922315.jpg
128,假面 Persona,剧情 / 惊悚,英格玛·伯格曼,毕比·安德松 / 丽芙·乌曼 / 玛格丽塔·克罗克,20461,8.8,瑞典,20世纪60年代,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2507966309.jpg
129,呼喊与细语 Viskningar och rop,剧情 / 爱情,英格玛·伯格曼,哈里特·安德森 / 卡莉·西尔万 / 英格丽·图林,20203,8.7,瑞典,20世纪70年代,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2183935299.jpg
130,大都会 Metropolis,剧情 / 科幻,弗里茨·朗,阿弗莱德·阿贝尔 / 古斯塔夫·佛力施 / 布里吉特·赫尔姆,32598,9.1,德国,20世纪20年代,https://img2.doubanio.com/view/photo/s_ratio_poster/public/p906689323.jpg
131,烈日灼人 Утомлённые солнцем,剧情 / 历史,尼基塔·米哈尔科夫,欧列格·缅希科夫 / 尼基塔·米哈尔科夫 / 茵格保加·达坤耐特,15605,8.6,俄罗斯/法国,20世纪90年代,https://img2.doubanio.com/view/photo/s_ratio_poster/public/p799102683.jpg
132,伴你高飞 Fly Away Home,冒险 / 剧情 / 家庭,卡罗尔·巴拉德,安娜·帕奎因 / 杰夫·丹尼尔斯 / 达娜·德拉尼,38827,8.9,美国,20世纪90年代,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p1378705974.jpg
133,阿凡达 Avatar,动作 / 科幻 / 冒险,詹姆斯·卡梅隆,萨姆·沃辛顿 / 佐伊·索尔达娜 / 西格妮·韦弗,1152077,8.8,美国,21世纪00年代,https://img2.doubanio.com/view/photo/s_ratio_poster/public/p2634997853.jpg
134,情书 Love Letter,剧情 / 爱情,岩井俊二,中山美穗 / 丰川悦司 / 酒井美纪,737837,8.9,日本,20世纪90年代,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2643002879.jpg
135,剪刀手爱德华 Edward Scissorhands,剧情 / 奇幻 / 爱情,蒂姆·波顿,约翰尼·德普 / 薇诺娜·瑞德 / 黛安·韦斯特,892746,8.7,美国,20世纪90年代,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p480956937.jpg
136,勇敢的心 Braveheart,动作 / 传记 / 剧情 / 历史 / 战争,梅尔·吉布森,梅尔·吉布森 / 苏菲·玛索 / 布莱恩·考克斯,487930,8.9,美国,20世纪90年代,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2004174709.jpg
137,七宗罪 Se7en,剧情 / 犯罪 / 悬疑 / 惊悚,大卫·芬奇,摩根·弗里曼 / 布拉德·皮特 / 凯文·史派西,788157,8.8,美国,20世纪90年代,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2219586434.jpg
138,入殓师 おくりびと,剧情,泷田洋二郎,本木雅弘 / 广末凉子 / 山崎努,481034,8.9,日本,21世纪00年代,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2635433927.jpg
139,大鱼 Big Fish,剧情 / 家庭 / 奇幻 / 冒险,蒂姆·波顿,伊万·麦克格雷格 / 阿尔伯特·芬尼 / 比利·克鲁德普,470647,8.8,美国,21世纪00年代,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p692813374.jpg
140,无间道 無間道,剧情 / 犯罪 / 惊悚,刘伟强 / 麦兆辉,刘德华 / 梁朝伟 / 黄秋生,1047008,9.2,中国香港,21世纪00年代,https://img2.doubanio.com/view/photo/s_ratio_poster/public/p2564556863.jpg
141,岁月神偷 歲月神偷,剧情 / 家庭,罗启锐,吴君如 / 任达华 / 钟绍图,499721,8.7,中国香港/中国大陆,21世纪10年代,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p456666151.jpg
142,阳光灿烂的日子,剧情 / 爱情,姜文,夏雨 / 宁静 / 陶虹,506830,8.8,中国大陆/中国香港,20世纪90年代,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2564685215.jpg
143,射雕英雄传之东成西就 射鵰英雄傳之東成西就,喜剧 / 奇幻 / 武侠 / 古装,刘镇伟,梁朝伟 / 林青霞 / 张国荣,529314,8.7,中国香港,20世纪90年代,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2609063925.jpg
144,致命魔术 The Prestige,剧情 / 悬疑 / 惊悚,克里斯托弗·诺兰,休·杰克曼 / 克里斯蒂安·贝尔 / 迈克尔·凯恩,701093,8.9,英国/美国,21世纪00年代,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p480383375.jpg
145,燃情岁月 Legends of the Fall,剧情 / 爱情 / 战争 / 西部,爱德华·兹威克,布拉德·皮特 / 安东尼·霍普金斯 / 艾丹·奎因,239689,8.8,美国,20世纪90年代,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p1023654037.jpg
146,告白,剧情 / 悬疑,中岛哲也,松隆子 / 冈田将生 / 木村佳乃,581177,8.7,日本,21世纪10年代,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p689520756.jpg
147,蝙蝠侠：黑暗骑士 The Dark Knight,剧情 / 动作 / 科幻 / 犯罪 / 惊悚,克里斯托弗·诺兰,克里斯蒂安·贝尔 / 希斯·莱杰 / 艾伦·艾克哈特,854221,9.2,美国/英国,21世纪00年代,https://img2.doubanio.com/view/photo/s_ratio_poster/public/p462657443.jpg
148,第六感 The Sixth Sense,剧情 / 悬疑 / 惊悚,M·奈特·沙马兰,布鲁斯·威利斯 / 海利·乔·奥斯蒙 / 托妮·科莱特,447263,8.9,美国,20世纪90年代,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2220184425.jpg
149,海盗电台 The Boat That Rocked,剧情 / 喜剧 / 音乐,理查德·柯蒂斯,比尔·奈伊 / 肯尼思·布拉纳 / 菲利普·塞默·霍夫曼,217557,8.6,英国/德国/法国,21世纪00年代,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p769608791.jpg
150,爱在日落黄昏时 Before Sunset,剧情 / 爱情,理查德·林克莱特,伊桑·霍克 / 朱莉·德尔佩 / 弗农·多布切夫,421361,8.9,美国/法国,21世纪00年代,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2561542458.jpg
151,魂断蓝桥 Waterloo Bridge,剧情 / 爱情 / 战争,茂文·勒鲁瓦,费雯·丽 / 罗伯特·泰勒 / 露塞尔·沃特森,227308,8.8,美国,20世纪40年代,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2351134499.jpg
152,燕尾蝶 スワロウテイル,犯罪 / 剧情,岩井俊二,恰拉 / 伊藤步 / 三上博史,140340,8.7,日本,20世纪90年代,https://img2.doubanio.com/view/photo/s_ratio_poster/public/p2563987203.jpg
153,教父3 The Godfather: Part III,剧情 / 犯罪,弗朗西斯·福特·科波拉,阿尔·帕西诺 / 黛安·基顿 / 塔莉娅·夏尔,287098,8.9,美国,20世纪90年代,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2169664351.jpg
154,罗生门 羅生門,剧情 / 犯罪 / 悬疑,黑泽明,三船敏郎 / 京町子 / 森雅之,250481,8.8,日本,20世纪50年代,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p1598883511.jpg
155,饮食男女 飲食男女,剧情 / 家庭,李安,郎雄 / 杨贵媚 / 吴倩莲,480070,9.1,中国台湾/美国,20世纪90年代,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p1910899751.jpg
156,巴黎淘气帮 Le petit Nicolas,儿童 / 喜剧 / 家庭,洛朗·蒂拉尔,马克西姆·戈达尔 / 瓦莱丽·勒梅西埃 / 凯德·麦拉德,123277,8.6,法国/比利时,21世纪00年代,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p524581356.jpg
157,牯岭街少年杀人事件 牯嶺街少年殺人事件,剧情 / 犯罪,杨德昌,张震 / 杨静怡 / 张国柱,212858,8.9,中国台湾,20世纪90年代,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p848381236.jpg
158,上帝也疯狂 The Gods Must Be Crazy,喜剧,加美·尤伊斯,Marius Weyers / Sandra Prinsloo / 历苏,127265,8.7,南非/博茨瓦纳,20世纪80年代,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2173719647.jpg
159,中央车站 Central do Brasil,剧情,沃尔特·塞勒斯,费尔兰德·蒙特纳哥 / 马里利娅·佩拉 / 文尼西斯·狄·奥利维拉,92373,8.7,巴西/法国,20世纪90年代,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2239441575.jpg
160,卢旺达饭店 Hotel Rwanda,剧情 / 传记 / 历史 / 战争,特瑞·乔治,唐·钱德尔 / 苏菲·奥康内多 / 华金·菲尼克斯,253836,8.9,英国/南非/意大利,21世纪00年代,https://img2.doubanio.com/view/photo/s_ratio_poster/public/p470419493.jpg
161,莫扎特传 Amadeus,剧情 / 传记 / 历史 / 音乐,米洛斯·福尔曼,F·默里·亚伯拉罕 / 汤姆·休斯克 / 伊丽莎白·贝里奇,87290,8.7,美国/法国/捷克斯洛伐克/意大利,20世纪80年代,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p595764767.jpg
162,再见列宁 Good Bye Lenin!,剧情 / 喜剧,沃尔夫冈·贝克 ,丹尼尔·布鲁赫 / 卡特琳·萨斯 / 丘尔潘·哈马托娃,72776,8.8,德国,21世纪00年代,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p478546260.jpg
163,天伦之旅 Everybody's Fine,剧情 / 家庭,柯克·琼斯,罗伯特·德尼罗 / 凯特·贝金赛尔 / 山姆·洛克威尔,83696,8.6,美国,21世纪00年代,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p1217133544.jpg
164,穿条纹睡衣的男孩 The Boy in the Striped Pajamas,剧情 / 战争,马克·赫尔曼,阿萨·巴特菲尔德 / 维拉·法米加 / 卡拉·霍根,420888,9.1,英国/美国,21世纪00年代,https://img2.doubanio.com/view/photo/s_ratio_poster/public/p1473670352.jpg
165,布达佩斯之恋 Gloomy Sunday - Ein Lied von Liebe und Tod,爱情 / 剧情,诺夫·舒贝尔,艾丽卡·莫露珊 / 约阿希姆·克罗尔 / 斯特法诺·迪奥尼斯,71468,8.6,德国/匈牙利,20世纪90年代,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p467734271.jpg
166,蓝白红三部曲之红 Trois couleurs: Rouge,剧情 / 爱情 / 悬疑,克日什托夫·基耶斯洛夫斯基,伊莲娜·雅各布 / 让-路易·特兰蒂尼昂 / 弗雷德里奎·费德,94323,8.7,法国/波兰/瑞士,20世纪90年代,https://img2.doubanio.com/view/photo/s_ratio_poster/public/p2173726043.jpg
167,跳出我天地 Billy Elliot,剧情 / 儿童 / 歌舞 / 家庭,史蒂芬·戴德利,杰米·贝尔 / 朱丽·沃特斯 / 杰米·德拉文,87191,8.8,英国/法国,21世纪00年代,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p531278288.jpg
168,不一样的天空 What's Eating Gilbert Grape,剧情 / 爱情 / 家庭,拉斯·霍尔斯道姆,约翰尼·德普 / 莱昂纳多·迪卡普里奥 / 朱丽叶特·刘易斯,122233,8.6,美国,20世纪90年代,https://img2.doubanio.com/view/photo/s_ratio_poster/public/p2175712032.jpg
169,奇爱博士 Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb,剧情 / 喜剧 / 战争,斯坦利·库布里克,彼得·塞勒斯 / 乔治·C·斯科特 / 斯特林·海登,74220,8.8,美国/英国,20世纪60年代,https://img2.doubanio.com/view/photo/s_ratio_poster/public/p835946292.jpg
170,芙蓉镇,剧情 / 爱情,谢晋,刘晓庆 / 姜文 / 郑在石,91406,9.2,中国大陆,20世纪80年代,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2174804034.jpg
171,沙漠之花 Desert Flower,剧情 / 传记,雪莉·霍曼,Soraya Omar-Scego / Idriss Abdillahi Houfaneh / Awa Saïd Darar,87856,8.8,英国/德国/奥地利/法国,21世纪00年代,https://img2.doubanio.com/view/photo/s_ratio_poster/public/p860156043.jpg
172,热天午后 Dog Day Afternoon,剧情 / 喜剧 / 犯罪,西德尼·吕美特,阿尔·帕西诺 / 约翰·凯泽尔 / 查尔斯·德恩,68181,8.7,美国,20世纪70年代,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2100141196.jpg
173,野草莓 Smultronstället,剧情 / 爱情 / 家庭,英格玛·伯格曼,维克多·斯约斯特洛姆 / 毕比·安德松 / 英格丽·图林,47207,8.7,瑞典,20世纪50年代,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p540202708.jpg
174,城南旧事,剧情,吴贻弓,沈洁 / 张丰毅 / 张闽,83470,9.0,中国大陆,20世纪80年代,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2178268394.jpg
175,办公室的故事 Служебный Роман,剧情 / 喜剧 / 爱情,埃利达尔·梁赞诺夫,阿丽萨·弗雷因德利赫 / 安德烈·米亚赫科夫 / 斯维特拉娜·涅莫利亚耶娃,17668,8.8,苏联,20世纪70年代,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2216166945.jpg
176,刺杀肯尼迪 JFK,传记 / 剧情 / 历史 / 悬疑 / 惊悚,奥利佛·斯通,凯文·科斯特纳 / 茜茜·斯派塞克 / 汤米·李·琼斯,29095,8.8,美国/法国,20世纪90年代,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2185846004.jpg
177,爱犬的奇迹 マリと子犬の物語,剧情 / 儿童,猪股隆一,船越英一郎 / 松本明子 / 广田亮平,11375,8.7,日本,21世纪00年代,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p638702029.jpg
