,电影名称,电影类型,导演,主演,评价人数,评分,国家/地区,年代,图片
295,早安 お早よう,喜剧,小津安二郎,杉村春子 / 笠智众 / 久我美子,7820,8.7,日本,20世纪50年代,https://img2.doubanio.com/view/photo/s_ratio_poster/public/p2200572533.jpg
296,痛苦与荣耀 Dolor y gloria,剧情 / 同性,佩德罗·阿莫多瓦,安东尼奥·班德拉斯 / 阿谢尔·埃特塞安迪亚 / 莱昂纳多·斯巴拉格利亚,71170,8.5,西班牙/法国,21世纪10年代,https://img2.doubanio.com/view/photo/s_ratio_poster/public/p2593729173.jpg
297,上海滩 上海灘,剧情 / 动作 / 爱情,招振强,周润发 / 吕良伟 / 赵雅芝,8538,8.9,中国香港,20世纪80年代,https://img2.doubanio.com/view/photo/s_ratio_poster/public/p2344833803.jpg
298,新世界 신세계,剧情 / 犯罪,朴勋政,李政宰 / 崔岷植 / 黄政民,295958,8.9,韩国,21世纪10年代,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p1903379979.jpg
299,寄生虫 기생충,剧情 / 喜剧,奉俊昊,宋康昊 / 李善均 / 曹如晶,1116003,8.8,韩国,21世纪10年代,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2561439800.jpg
300,小丑 Joker,剧情 / 犯罪 / 惊悚,托德·菲利普斯,华金·菲尼克斯 / 罗伯特·德尼罗 / 马克·马龙,810295,8.7,美国/加拿大,21世纪10年代,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2567198874.jpg
301,北壁 Nordwand,剧情 / 历史 / 冒险 / 运动,菲利普·施特尔茨尔,本诺·菲尔曼 / 弗洛里安·卢卡斯 / 约翰娜·沃卡莱克,11126,8.6,德国/奥地利/瑞士,21世纪00年代,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2572699019.jpg
302,一个叫欧维的男人决定去死 En man som heter Ove,剧情,汉内斯·赫尔姆,罗夫·拉斯加德 / 巴哈·帕斯 / 托比亚斯·阿姆博瑞,337608,8.9,瑞典,21世纪10年代,https://img2.doubanio.com/view/photo/s_ratio_poster/public/p2406624993.jpg
303,谍影重重 The Bourne Identity,动作 / 悬疑 / 惊悚,道格·里曼,马特·达蒙 / 弗朗卡·波滕特 / 克里斯·库珀,349500,8.6,美国/德国/捷克,21世纪00年代,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p1597183981.jpg
304,黄昏的清兵卫 たそがれ清兵衛,剧情 / 历史 / 爱情,山田洋次,真田广之 / 宫泽理惠 / 小林稔侍,25205,8.8,日本,21世纪00年代,https://img2.doubanio.com/view/photo/s_ratio_poster/public/p1529771932.jpg
305,谍影重重2 The Bourne Supremacy,动作 / 悬疑 / 惊悚,保罗·格林格拉斯,马特·达蒙 / 布莱恩·考克斯 / 琼·艾伦,292482,8.7,美国/德国,21世纪00年代,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p667644866.jpg
306,终结者2：审判日 Terminator 2: Judgment Day,动作 / 科幻,詹姆斯·卡梅隆,阿诺·施瓦辛格 / 琳达·汉密尔顿 / 爱德华·福隆,285499,8.7,美国/法国,20世纪90年代,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p1910909085.jpg
307,黑鹰坠落 Black Hawk Down,动作 / 历史 / 战争,雷德利·斯科特,乔什·哈奈特 / 伊万·麦克格雷格 / 汤姆·塞兹摩尔,242216,8.7,美国/英国,21世纪00年代,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p1910900710.jpg
308,断背山 Brokeback Mountain,剧情 / 爱情 / 同性 / 家庭,李安,希斯·莱杰 / 杰克·吉伦哈尔 / 米歇尔·威廉姆斯,595451,8.8,美国/加拿大,21世纪00年代,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2604889017.jpg
309,南极大冒险 Eight Below,剧情 / 冒险,弗兰克·马歇尔,保罗·沃克 / 布鲁斯·格林伍德 / 穆恩·布拉得古德,74580,8.7,美国,21世纪00年代,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p687048224.jpg
310,末路狂花 Thelma & Louise,犯罪 / 剧情 / 惊悚,雷德利·斯科特,吉娜·戴维斯 / 苏珊·萨兰登 / 哈威·凯特尔,178459,8.8,美国/英国/法国,20世纪90年代,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p1910924635.jpg
311,坠入 The Fall,剧情 / 喜剧 / 奇幻 / 冒险,塔西姆·辛,凯婷卡·安塔鲁 / 贾斯蒂恩·瓦戴尔 / 李·佩斯,90716,8.8,美国/南非/印度,21世纪00年代,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p568541514.jpg
312,幸福终点站 The Terminal,喜剧 / 剧情 / 爱情,史蒂文·斯皮尔伯格,汤姆·汉克斯 / 凯瑟琳·泽塔-琼斯 / 斯坦利·图齐,445967,8.8,美国,21世纪00年代,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p854757687.jpg
313,情枭的黎明 Carlito's Way,犯罪 / 剧情 / 惊悚,布莱恩·德·帕尔玛,阿尔·帕西诺 / 西恩·潘 / 佩内洛普·安·米勒,32903,8.7,美国,20世纪90年代,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p1365185044.jpg
314,铁拳男人 Cinderella Man,剧情 / 家庭 / 传记 / 运动,朗·霍华德,罗素·克劳 / 蕾妮·齐薇格 / 保罗·吉亚玛提,43430,8.8,美国,21世纪00年代,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p456421395.jpg
315,西西里的美丽传说 Malèna,剧情 / 战争 / 情色,朱塞佩·托纳多雷,莫妮卡·贝鲁奇 / 朱塞佩·苏尔法罗 / Luciano Federico,794502,8.9,意大利/美国,21世纪00年代,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2441988159.jpg
316,加勒比海盗 Pirates of the Caribbean: The Curse of the Black Pearl,动作 / 冒险 / 奇幻,戈尔·维宾斯基,约翰尼·德普 / 杰弗里·拉什 / 奥兰多·布鲁姆,710486,8.8,美国,21世纪00年代,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p1596085504.jpg
317,贫民窟的百万富翁 Slumdog Millionaire,剧情 / 爱情,丹尼·博伊尔 / 洛芙琳·坦丹,戴夫·帕特尔 / 沙鲁巴·舒克拉 / 亚尼·卡普,625645,8.6,英国,21世纪00年代,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2434249040.jpg
318,何处是我朋友的家 خانه ي دوست كجاست؟,剧情,阿巴斯·基亚罗斯塔米,巴比·艾哈迈德·波 / 艾哈迈德·艾哈迈德·波 / 科达·巴和·迪范,17166,8.8,伊朗,20世纪80年代,https://img2.doubanio.com/view/photo/s_ratio_poster/public/p740033093.jpg
319,迷魂记 Vertigo,爱情 / 悬疑 / 惊悚,阿尔弗雷德·希区柯克,詹姆斯·斯图尔特 / 金·诺瓦克 / 芭芭拉·贝尔·戈迪斯,90708,8.7,美国,20世纪50年代,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p1275162115.jpg
320,恋恋风尘 戀戀風塵,剧情 / 爱情,侯孝贤,李天禄 / 辛树芬 / 王晶文,65655,8.6,中国台湾,20世纪80年代,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p743473590.jpg
321,土拨鼠之日 Groundhog Day,剧情 / 喜剧 / 爱情 / 奇幻,哈罗德·雷米斯,比尔·默瑞 / 安迪·麦克道威尔 / 克里斯·艾略特,143510,8.6,美国,20世纪90年代,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2493191199.jpg
322,花火 HANA-BI,剧情 / 爱情 / 犯罪 / 惊悚,北野武,北野武 / 岸本加世子 / 大杉涟,83281,8.6,日本,20世纪90年代,https://img2.doubanio.com/view/photo/s_ratio_poster/public/p513347103.jpg
323,天水围的日与夜 天水圍的日與夜,剧情 / 家庭,许鞍华,鲍起静 / 陈丽云 / 梁进龙,99434,8.6,中国香港,21世纪00年代,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2157923959.jpg
324,雨人 Rain Man,剧情,巴瑞·莱文森,达斯汀·霍夫曼 / 汤姆·克鲁斯 / 瓦莱丽亚·戈利诺,340086,8.7,美国,20世纪80年代,https://img2.doubanio.com/view/photo/s_ratio_poster/public/p2353324612.jpg
325,E.T. 外星人 E.T.: The Extra-Terrestrial,剧情 / 科幻,史蒂文·斯皮尔伯格,亨利·托马斯 / 迪·沃伦斯 / 罗伯特·麦克纳夫顿,287106,8.6,美国,20世纪80年代,https://img2.doubanio.com/view/photo/s_ratio_poster/public/p984732992.jpg
326,枪火 鎗火,剧情 / 动作 / 犯罪,杜琪峰,吴镇宇 / 任达华 / 黄秋生,173440,8.7,中国香港,20世纪90年代,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p1538646661.jpg
327,走出非洲 Out of Africa,冒险 / 传记 / 剧情 / 爱情,西德尼·波拉克,梅丽尔·斯特里普 / 罗伯特·雷德福 / 克劳斯·马利亚·布朗道尔,76047,8.6,美国,20世纪80年代,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p1910907281.jpg
328,洛城机密 L.A. Confidential,剧情 / 犯罪 / 悬疑 / 惊悚,柯蒂斯·汉森,凯文·史派西 / 罗素·克劳 / 盖·皮尔斯,117588,8.7,美国,20世纪90年代,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2268612099.jpg
329,战争之王 Lord of War,剧情 / 犯罪,安德鲁·尼科尔,尼古拉斯·凯奇 / 布丽姬·穆娜 / 杰瑞德·莱托,289918,8.7,美国/法国,21世纪00年代,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p792282381.jpg
330,勇闯夺命岛 The Rock,动作 / 冒险,迈克尔·贝,肖恩·康纳利 / 尼古拉斯·凯奇 / 艾德·哈里斯,221399,8.6,美国,20世纪90年代,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p636048104.jpg
331,遗愿清单 The Bucket List,冒险 / 喜剧 / 剧情,罗伯·莱纳,杰克·尼科尔森 / 摩根·弗里曼 / 西恩·海耶斯,327249,8.7,美国,21世纪00年代,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p1481879628.jpg
332,面子 Saving Face,剧情 / 喜剧 / 爱情 / 同性,伍思薇,杨雅慧 / 陈冲 / 陈凌,56498,8.8,美国,21世纪00年代,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2047680236.jpg
333,帝国的毁灭 Der Untergang,剧情 / 传记 / 历史 / 战争,奥利弗·希施比格尔,布鲁诺·冈茨 / 亚历山德拉·玛丽亚·拉娜 / 科琳娜·哈弗奇,72860,8.8,德国/奥地利/意大利,21世纪00年代,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2191978526.jpg
334,一夜风流 It Happened One Night,喜剧 / 爱情,弗兰克·卡普拉,克拉克·盖博 / 克劳黛·考尔白 / 沃尔特·康诺利,40590,8.8,美国,20世纪30年代,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p692891579.jpg
335,万箭穿心,剧情 / 家庭,王竞,颜丙燕 / 陈刚 / 焦刚,185571,8.6,中国大陆,21世纪10年代,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p1759644668.jpg
336,舞台春秋 Limelight,喜剧 / 剧情 / 音乐 / 爱情,查理·卓别林,查理·卓别林 / 巴斯特·基顿 / 克莱尔·布鲁姆,5503,8.8,美国,20世纪50年代,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2299155914.jpg
337,电话谋杀案 Dial M for Murder,犯罪 / 悬疑 / 惊悚,阿尔弗雷德·希区柯克,雷·米兰德 / 格蕾丝·凯利 / 罗伯特·卡明斯,72611,8.8,美国,20世纪50年代,https://img2.doubanio.com/view/photo/s_ratio_poster/public/p1205111193.jpg
338,小孩与鹰 Kes,剧情 / 儿童,肯·洛奇,大卫·布拉德利 / Freddie Fletcher / 琳内·佩里,6905,8.6,英国,20世纪60年代,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p1665724556.jpg
339,热泪伤痕 Dolores Claiborne,剧情 / 悬疑 / 惊悚,泰勒·海克福德,凯西·贝茨 / 克里斯托弗·普卢默 / 大卫·斯特雷泽恩,12502,8.6,美国,20世纪90年代,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2151462240.jpg
340,记我的母亲 わが母の記,剧情,原田真人,役所广司 / 树木希林 / 宫崎葵,12830,8.7,日本,21世纪10年代,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p1395004031.jpg
341,绿洲 오아시스,剧情 / 爱情,李沧东,薛景求 / 文素丽 / 安内相,40830,8.6,韩国,21世纪00年代,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2371311227.jpg
342,变脸,剧情,吴天明,朱旭 / 周任莹 / 赵志刚,32721,8.9,中国大陆/中国香港,20世纪90年代,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2440233036.jpg
343,遥望南方的童年,剧情,易寒,易志兵 / 何伟欣 / 谢媛,22699,9.3,中国大陆,21世纪00年代,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2516014437.jpg
344,秋日奏鸣曲 Höstsonaten,剧情 / 家庭,英格玛·伯格曼,英格丽·褒曼 / 丽芙·乌曼 / 莱娜·尼曼,20756,9.0,瑞典/法国/西德/英国,20世纪70年代,https://img2.doubanio.com/view/photo/s_ratio_poster/public/p2034707962.jpg
345,鲸鱼马戏团 Werckmeister harmóniák,剧情 / 悬疑,贝拉·塔尔 / 阿尼亚斯·赫拉尼茨基,拉尔斯·鲁道夫 / 彼得·菲茨 / 汉娜·许古拉,8108,8.8,匈牙利/意大利/德国/法国,21世纪00年代,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p726224656.jpg
346,斯隆女士 Miss Sloane,剧情 / 悬疑,约翰·马登,杰西卡·查斯坦 / 古古·姆巴塔-劳 / 约翰·利思戈,71994,8.8,美国/法国,21世纪10年代,https://img2.doubanio.com/view/photo/s_ratio_poster/public/p2435822262.jpg
347,芬妮的旅程 Le voyage de Fanny,剧情 / 战争,萝拉·多尔伦,莱奥尼·西索德 / 芳汀·阿杜安 / 朱莉安娜·勒普罗,27979,8.6,法国/比利时,21世纪10年代,https://img2.doubanio.com/view/photo/s_ratio_poster/public/p2457733322.jpg
348,世上最快的印第安摩托 The World's Fastest Indian,传记 / 剧情 / 运动,罗杰·唐纳森,安东尼·霍普金斯 / Iain Rea / Tessa Mitchell,11352,8.9,新西兰/日本/美国,21世纪00年代,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2480744820.jpg
349,卓别林 Chaplin,剧情 / 传记,理查德·阿滕伯勒,小罗伯特·唐尼 / 杰拉丁·卓别林 / 保罗·瑞斯,13369,8.6,英国/美国/法国/意大利,20世纪90年代,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2236690438.jpg
350,解构爱情狂 Deconstructing Harry,喜剧 / 剧情 / 奇幻 / 爱情,伍迪·艾伦,伍迪·艾伦 / 罗宾·威廉姆斯 / 黛米·摩尔,23789,8.6,美国,20世纪90年代,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2099964935.jpg
351,哈利·波特与魔法石 Harry Potter and the Sorcerer's Stone,奇幻 / 冒险,克里斯·哥伦布,丹尼尔·雷德克里夫 / 艾玛·沃森 / 鲁伯特·格林特,871893,9.1,美国/英国,21世纪00年代,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2614949805.jpg
352,过年,剧情 / 家庭,黄健中,赵丽蓉 / 葛优 / 梁天,35324,8.8,中国大陆,20世纪90年代,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2206392237.jpg
353,弱点 The Blind Side,剧情 / 家庭 / 传记 / 运动,约翰·李·汉考克,桑德拉·布洛克 / 蒂姆·麦格罗 / 昆东·亚伦,219286,8.7,美国,21世纪00年代,https://img2.doubanio.com/view/photo/s_ratio_poster/public/p585477853.jpg
354,远山的呼唤 遥かなる山の呼び声,剧情,山田洋次,高仓健 / 倍赏千惠子 / 吉冈秀隆,11847,8.7,日本,20世纪80年代,https://img2.doubanio.com/view/photo/s_ratio_poster/public/p2213081303.jpg
355,伊豆的舞女 伊豆の踊子,剧情,西河克己,山口百惠 / 三浦友和 / 一之宫敦子,21309,8.6,日本,20世纪70年代,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p939020358.jpg
356,启示 Apocalypto,动作 / 冒险 / 剧情,梅尔·吉布森,鲁迪·杨布拉德 / 达利娅·埃尔南德斯 / 乔纳森·布雷维尔,72722,8.6,美国,21世纪00年代,https://img2.doubanio.com/view/photo/s_ratio_poster/public/p1374588202.jpg
357,傲慢与偏见 Pride & Prejudice,剧情 / 爱情,乔·赖特,凯拉·奈特莉 / 马修·麦克费登 / 唐纳德·萨瑟兰,635090,8.7,法国/英国/美国,21世纪00年代,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2016401659.jpg
358,流星语 流星語,喜剧 / 剧情,张之亮,张国荣 / 叶靖岚 / 狄龙,12184,8.6,中国香港,20世纪90年代,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p939431341.jpg
359,百万美元宝贝 Million Dollar Baby,剧情 / 运动,克林特·伊斯特伍德,克林特·伊斯特伍德 / 希拉里·斯万克 / 摩根·弗里曼,177426,8.7,美国,21世纪00年代,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p1734930026.jpg
360,荒岛余生 Cast Away,冒险 / 剧情,罗伯特·泽米吉斯,汤姆·汉克斯 / 海伦·亨特 / 克里斯·诺斯,236989,8.6,美国,21世纪00年代,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2207673534.jpg
361,昨天,传记 / 剧情 / 音乐,张杨,贾宏声 / 王彤 / 贾凤森,31360,8.6,中国大陆,21世纪00年代,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2591003225.jpg
362,母亲 母べえ,剧情 / 家庭,山田洋次,吉永小百合 / 浅野忠信 / 檀丽,8815,8.6,日本,21世纪00年代,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p1176372745.jpg
363,新龙门客栈 新龍門客棧,动作 / 爱情 / 武侠 / 古装,李惠民,张曼玉 / 林青霞 / 梁家辉,361175,8.6,中国香港/中国大陆,20世纪90年代,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p1421018669.jpg
364,杀死一只知更鸟 To Kill a Mockingbird,犯罪 / 剧情 / 悬疑,罗伯特·马利根,格利高里·派克 / 约翰·梅根纳 / 弗兰克·奥弗顿,46030,8.6,美国,20世纪60年代,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2164106144.jpg
365,廊桥遗梦 The Bridges of Madison County,剧情 / 爱情,克林特·伊斯特伍德,克林特·伊斯特伍德 / 梅丽尔·斯特里普 / 安妮·科利,177804,8.7,美国,20世纪90年代,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2190558219.jpg
366,回到未来 Back to the Future,喜剧 / 科幻 / 冒险,罗伯特·泽米吉斯,迈克尔·J·福克斯 / 克里斯托弗·洛伊德 / 莉·汤普森,164513,8.7,美国,20世纪80年代,https://img2.doubanio.com/view/photo/s_ratio_poster/public/p475872903.jpg
367,致命ID Identity,剧情 / 悬疑 / 惊悚,詹姆斯·曼高德,约翰·库萨克 / 雷·利奥塔 / 阿曼达·皮特,651753,8.8,美国,21世纪00年代,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2558364386.jpg
368,黑天鹅 Black Swan,剧情 / 惊悚,达伦·阿伦诺夫斯基,娜塔莉·波特曼 / 米拉·库尼斯 / 文森特·卡索,684471,8.6,美国,21世纪10年代,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2549648344.jpg
369,朗读者 The Reader,剧情 / 爱情,史蒂芬·戴德利,凯特·温丝莱特 / 大卫·克劳斯 / 拉尔夫·费因斯,395591,8.6,美国/德国,21世纪00年代,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p1140984198.jpg
370,全金属外壳 Full Metal Jacket,剧情 / 战争,斯坦利·库布里克,马修·莫迪恩 / 亚当·鲍德温 / 文森特·多诺费奥,108187,8.6,英国/美国,20世纪80年代,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2553116438.jpg
371,光荣之路 Glory Road,剧情 / 传记 / 运动,詹姆斯·加特纳,乔什·卢卡斯 / Wes Brown / 德里克·卢克,40382,8.6,美国,21世纪00年代,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p1321134590.jpg
372,十月的天空 October Sky,传记 / 剧情 / 家庭,乔·庄斯顿,杰克·吉伦哈尔 / 克里斯·库珀 / 劳拉·邓恩,32596,8.7,美国,20世纪90年代,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p452602741.jpg
373,狐狸与我 Le renard et l'enfant,剧情 / 儿童 / 冒险,吕克·雅盖,贝蒂•若耶-布萝 / 伊莎贝尔·卡雷 / Thomas Laliberté,27230,8.5,法国,21世纪00年代,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p458726329.jpg
374,鸳梦重温 Random Harvest,剧情 / 爱情,茂文·勒鲁瓦,罗纳德·考尔曼 / 葛丽亚·嘉逊 / 菲利普·多恩,3864,8.6,美国,20世纪40年代,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2203652656.jpg
